"doubles_uses,standard_uses,total_uses,season_number,team_name,league,role"
"6,1,7,15,Outlaws,FOUNDATION,PLAYERA"
"5,5,10,15,Outlaws,FOUNDATION,PLAYERB"
"3,7,10,15,Outlaws,FOUNDATION,PLAYERC"
"5,7,12,15,Outlaws,FOUNDATION,PLAYERD"
"1,7,8,15,Outlaws,FOUNDATION,PLAYERE"
"1,3,4,15,Outlaws,FOUNDATION,PLAYERF"
"2,1,3,15,Outlaws,FOUNDATION,PLAYERG"
"1,4,5,15,Outlaws,MASTER,PLAYERA"
"0,3,3,15,Outlaws,MASTER,PLAYERB"
"7,6,13,15,Outlaws,MASTER,PLAYERC"
"7,8,15,15,Outlaws,MASTER,PLAYERD"
"2,5,7,15,Outlaws,MASTER,PLAYERE"
"2,5,7,15,Outlaws,MASTER,PLAYERF"
"5,6,11,15,Outlaws,MASTER,PLAYERG"
"3,4,7,15,Pandas,ACADEMY,PLAYERA"
"0,10,10,15,Pandas,ACADEMY,PLAYERB"
"3,9,12,15,Pandas,ACADEMY,PLAYERC"
"2,6,8,15,Pandas,ACADEMY,PLAYERD"
"5,6,11,15,Pandas,ACADEMY,PLAYERE"
"3,1,4,15,Pandas,ACADEMY,PLAYERF"
"4,1,5,15,Pandas,ACADEMY,PLAYERG"
"0,2,2,15,Pandas,ACADEMY,PLAYERH"
"6,8,14,15,Pandas,CHAMPION,PLAYERA"
"1,4,5,15,Pandas,CHAMPION,PLAYERB"
"6,8,14,15,Pandas,CHAMPION,PLAYERC"
"5,2,7,15,Pandas,CHAMPION,PLAYERD"
"4,7,11,15,Pandas,CHAMPION,PLAYERE"
"2,4,6,15,Pandas,CHAMPION,PLAYERF"
"4,6,10,15,Pandas,MASTER,PLAYERA"
"5,6,11,15,Pandas,MASTER,PLAYERB"
"4,7,11,15,Pandas,MASTER,PLAYERC"
"3,5,8,15,Pandas,MASTER,PLAYERD"
"4,6,10,15,Pandas,MASTER,PLAYERE"
"4,2,6,15,Pandas,PREMIER,PLAYERA"
"6,7,13,15,Pandas,PREMIER,PLAYERB"
"7,7,14,15,Pandas,PREMIER,PLAYERC"
"5,7,12,15,Pandas,PREMIER,PLAYERD"
"2,4,6,15,Pandas,PREMIER,PLAYERE"
"10,6,16,15,Pirates,ACADEMY,PLAYERA"
"8,8,16,15,Pirates,ACADEMY,PLAYERB"
"3,5,8,15,Pirates,ACADEMY,PLAYERC"
"1,6,7,15,Pirates,ACADEMY,PLAYERD"
"1,3,4,15,Pirates,ACADEMY,PLAYERE"
"2,4,6,15,Pirates,ACADEMY,PLAYERF"
"1,1,2,15,Pirates,ACADEMY,PLAYERG"
"1,4,5,15,Pirates,CHAMPION,PLAYERA"
"6,6,12,15,Pirates,CHAMPION,PLAYERB"
"3,6,9,15,Pirates,CHAMPION,PLAYERC"
"4,7,11,15,Pirates,CHAMPION,PLAYERD"
"3,4,7,15,Pirates,CHAMPION,PLAYERE"
"3,3,6,15,Pirates,CHAMPION,PLAYERF"
"5,6,11,15,Pirates,FOUNDATION,PLAYERA"
"6,7,13,15,Pirates,FOUNDATION,PLAYERB"
"6,7,13,15,Pirates,FOUNDATION,PLAYERC"
"5,6,11,15,Pirates,FOUNDATION,PLAYERD"
"0,4,4,15,Pirates,FOUNDATION,PLAYERE"
"1,1,2,15,Pirates,MASTER,NONE"
"2,4,6,15,Pirates,MASTER,PLAYERA"
"2,7,9,15,Pirates,MASTER,PLAYERB"
"6,6,12,15,Pirates,MASTER,PLAYERC"
"4,7,11,15,Pirates,MASTER,PLAYERD"
"4,4,8,15,Pirates,MASTER,PLAYERE"
"2,1,3,15,Pirates,MASTER,PLAYERF"
"3,9,12,15,Puffins,ACADEMY,PLAYERA"
"5,4,9,15,Puffins,ACADEMY,PLAYERB"
"3,3,6,15,Puffins,ACADEMY,PLAYERC"
"3,8,11,15,Puffins,ACADEMY,PLAYERD"
"2,9,11,15,Puffins,ACADEMY,PLAYERE"
"4,3,7,15,Puffins,ACADEMY,PLAYERF"
"0,2,2,15,Puffins,CHAMPION,PLAYERA"
"7,8,15,15,Puffins,CHAMPION,PLAYERB"
"6,9,15,15,Puffins,CHAMPION,PLAYERC"
"7,8,15,15,Puffins,CHAMPION,PLAYERD"
"1,2,3,15,Puffins,CHAMPION,PLAYERE"
"1,3,4,15,Puffins,CHAMPION,PLAYERF"
"3,6,9,15,Puffins,CHAMPION,PLAYERG"
"0,6,6,15,Puffins,MASTER,PLAYERA"
"7,7,14,15,Puffins,MASTER,PLAYERB"
"7,8,15,15,Puffins,MASTER,PLAYERC"
"7,6,13,15,Puffins,MASTER,PLAYERD"
"2,1,3,15,Puffins,MASTER,PLAYERE"
"1,4,5,15,Puffins,MASTER,PLAYERF"
"0,1,1,15,Puffins,MASTER,PLAYERG"
"5,5,10,15,Rhinos,ACADEMY,PLAYERA"
"8,3,11,15,Rhinos,ACADEMY,PLAYERB"
"3,7,10,15,Rhinos,ACADEMY,PLAYERC"
"3,4,7,15,Rhinos,ACADEMY,PLAYERD"
"3,4,7,15,Rhinos,ACADEMY,PLAYERE"
"0,5,5,15,Rhinos,ACADEMY,PLAYERF"
"2,2,4,15,Rhinos,ACADEMY,PLAYERG"
"5,8,13,15,Rhinos,CHAMPION,PLAYERA"
"5,3,8,15,Rhinos,CHAMPION,PLAYERB"
"0,10,10,15,Rhinos,CHAMPION,PLAYERC"
"6,0,6,15,Rhinos,CHAMPION,PLAYERD"
"0,6,6,15,Rhinos,CHAMPION,PLAYERE"
"3,9,12,15,Rhinos,CHAMPION,PLAYERF"
"2,3,5,15,Rhinos,CHAMPION,PLAYERG"
"3,6,9,15,Rhinos,FOUNDATION,PLAYERA"
"2,9,11,15,Rhinos,FOUNDATION,PLAYERB"
"3,9,12,15,Rhinos,FOUNDATION,PLAYERC"
"4,6,10,15,Rhinos,FOUNDATION,PLAYERD"
"7,4,11,15,Rhinos,FOUNDATION,PLAYERE"
"1,2,3,15,Rhinos,FOUNDATION,PLAYERF"
"5,9,14,15,Rhinos,MASTER,PLAYERA"
"4,4,8,15,Rhinos,MASTER,PLAYERB"
"1,7,8,15,Rhinos,MASTER,PLAYERC"
"5,7,12,15,Rhinos,MASTER,PLAYERD"
"1,4,5,15,Rhinos,MASTER,PLAYERE"
"3,1,4,15,Rhinos,MASTER,PLAYERF"
"1,4,5,15,Rhinos,MASTER,PLAYERG"
"4,8,12,15,Rhinos,PREMIER,PLAYERA"
"5,8,13,15,Rhinos,PREMIER,PLAYERB"
"2,4,6,15,Rhinos,PREMIER,PLAYERC"
"3,7,10,15,Rhinos,PREMIER,PLAYERD"
"8,6,14,15,Rhinos,PREMIER,PLAYERE"
"2,9,11,15,Sabres,ACADEMY,PLAYERA"
"2,4,6,15,Sabres,ACADEMY,PLAYERB"
"2,6,8,15,Sabres,ACADEMY,PLAYERC"
"5,7,12,15,Sabres,ACADEMY,PLAYERD"
"3,4,7,15,Sabres,ACADEMY,PLAYERE"
"7,5,12,15,Sabres,ACADEMY,PLAYERF"
"0,5,5,15,Sabres,ACADEMY,PLAYERG"
"3,7,10,15,Sabres,CHAMPION,PLAYERA"
"4,1,5,15,Sabres,CHAMPION,PLAYERB"
"4,7,11,15,Sabres,CHAMPION,PLAYERC"
"2,5,7,15,Sabres,CHAMPION,PLAYERD"
"4,3,7,15,Sabres,CHAMPION,PLAYERE"
"1,3,4,15,Sabres,CHAMPION,PLAYERF"
"2,4,6,15,Sabres,CHAMPION,PLAYERG"
"2,0,2,15,Sabres,CHAMPION,PLAYERH"
"2,6,8,15,Sabres,MASTER,PLAYERA"
"1,6,7,15,Sabres,MASTER,PLAYERB"
"2,5,7,15,Sabres,MASTER,PLAYERC"
"3,5,8,15,Sabres,MASTER,PLAYERD"
"7,3,10,15,Sabres,MASTER,PLAYERE"
"2,4,6,15,Sabres,MASTER,PLAYERF"
"3,1,4,15,Sabres,MASTER,PLAYERG"
"8,5,13,15,Sabres,PREMIER,PLAYERA"
"4,5,9,15,Sabres,PREMIER,PLAYERB"
"0,7,7,15,Sabres,PREMIER,PLAYERC"
"7,5,12,15,Sabres,PREMIER,PLAYERD"
"2,7,9,15,Sabres,PREMIER,PLAYERE"
"1,1,2,15,Sabres,PREMIER,PLAYERF"
"0,7,7,15,Shadow,ACADEMY,PLAYERA"
"4,1,5,15,Shadow,ACADEMY,PLAYERB"
"3,4,7,15,Shadow,ACADEMY,PLAYERC"
"3,3,6,15,Shadow,ACADEMY,PLAYERD"
"2,5,7,15,Shadow,ACADEMY,PLAYERE"
"6,2,8,15,Shadow,ACADEMY,PLAYERF"
"1,6,7,15,Shadow,ACADEMY,PLAYERG"
"1,2,3,15,Shadow,ACADEMY,PLAYERH"
"4,3,7,15,Shadow,CHAMPION,PLAYERA"
"5,3,8,15,Shadow,CHAMPION,PLAYERB"
"2,7,9,15,Shadow,CHAMPION,PLAYERC"
"2,6,8,15,Shadow,CHAMPION,PLAYERD"
"4,3,7,15,Shadow,CHAMPION,PLAYERE"
"2,2,4,15,Shadow,CHAMPION,PLAYERF"
"0,5,5,15,Shadow,CHAMPION,PLAYERG"
"1,1,2,15,Shadow,CHAMPION,PLAYERH"
"6,6,12,15,Shadow,MASTER,PLAYERA"
"10,4,14,15,Shadow,MASTER,PLAYERB"
"1,1,2,15,Shadow,MASTER,PLAYERC"
"4,3,7,15,Shadow,MASTER,PLAYERD"
"1,7,8,15,Shadow,MASTER,PLAYERE"
"1,6,7,15,Shadow,MASTER,PLAYERF"
"0,1,1,15,Shadow,MASTER,PLAYERG"
"3,2,5,15,Shadow,MASTER,PLAYERH"
"6,5,11,15,Shadow,PREMIER,PLAYERA"
"2,6,8,15,Shadow,PREMIER,PLAYERB"
"4,3,7,15,Shadow,PREMIER,PLAYERC"
"4,7,11,15,Shadow,PREMIER,PLAYERD"
"4,7,11,15,Shadow,PREMIER,PLAYERE"
"0,2,2,15,Shadow,PREMIER,PLAYERF"
"2,1,3,15,Sharks,ACADEMY,PLAYERA"
"5,8,13,15,Sharks,ACADEMY,PLAYERB"
"2,7,9,15,Sharks,ACADEMY,PLAYERC"
"1,4,5,15,Sharks,ACADEMY,PLAYERD"
"5,8,13,15,Sharks,ACADEMY,PLAYERE"
"3,1,4,15,Sharks,ACADEMY,PLAYERF"
"2,4,6,15,Sharks,ACADEMY,PLAYERG"
"3,2,5,15,Sharks,CHAMPION,PLAYERA"
"2,3,5,15,Sharks,CHAMPION,PLAYERB"
"3,7,10,15,Sharks,CHAMPION,PLAYERC"
"3,7,10,15,Sharks,CHAMPION,PLAYERD"
"4,4,8,15,Sharks,CHAMPION,PLAYERE"
"2,7,9,15,Sharks,CHAMPION,PLAYERF"
"3,0,3,15,Sharks,CHAMPION,PLAYERG"
"1,4,5,15,Sharks,MASTER,PLAYERA"
"6,6,12,15,Sharks,MASTER,PLAYERB"
"7,6,13,15,Sharks,MASTER,PLAYERC"
"2,5,7,15,Sharks,MASTER,PLAYERD"
"1,4,5,15,Sharks,MASTER,PLAYERE"
"1,4,5,15,Sharks,MASTER,PLAYERF"
"4,1,5,15,Sharks,MASTER,PLAYERG"
"2,3,5,15,Spartans,ACADEMY,PLAYERA"
"7,4,11,15,Spartans,ACADEMY,PLAYERB"
"4,6,10,15,Spartans,ACADEMY,PLAYERC"
"3,5,8,15,Spartans,ACADEMY,PLAYERD"
"1,7,8,15,Spartans,ACADEMY,PLAYERE"
"4,4,8,15,Spartans,ACADEMY,PLAYERF"
"3,1,4,15,Spartans,ACADEMY,PLAYERG"
"4,7,11,15,Spartans,CHAMPION,PLAYERA"
"8,5,13,15,Spartans,CHAMPION,PLAYERB"
"3,4,7,15,Spartans,CHAMPION,PLAYERC"
"5,2,7,15,Spartans,CHAMPION,PLAYERD"
"1,5,6,15,Spartans,CHAMPION,PLAYERE"
"0,4,4,15,Spartans,CHAMPION,PLAYERF"
"0,4,4,15,Spartans,CHAMPION,PLAYERG"
"1,1,2,15,Spartans,CHAMPION,PLAYERH"
"6,9,15,15,Spartans,FOUNDATION,PLAYERA"
"5,4,9,15,Spartans,FOUNDATION,PLAYERB"
"1,5,6,15,Spartans,FOUNDATION,PLAYERC"
"5,9,14,15,Spartans,FOUNDATION,PLAYERD"
"3,4,7,15,Spartans,FOUNDATION,PLAYERE"
"1,3,4,15,Spartans,FOUNDATION,PLAYERF"
"1,2,3,15,Spartans,FOUNDATION,PLAYERG"
"5,7,12,15,Spartans,MASTER,PLAYERA"
"6,5,11,15,Spartans,MASTER,PLAYERB"
"4,5,9,15,Spartans,MASTER,PLAYERC"
"0,6,6,15,Spartans,MASTER,PLAYERD"
"2,1,3,15,Spartans,MASTER,PLAYERE"
"1,5,6,15,Spartans,MASTER,PLAYERF"
"2,1,3,15,Spartans,MASTER,PLAYERG"
"3,9,12,15,Spectre,ACADEMY,PLAYERA"
"3,9,12,15,Spectre,ACADEMY,PLAYERB"
"2,5,7,15,Spectre,ACADEMY,PLAYERC"
"8,6,14,15,Spectre,ACADEMY,PLAYERD"
"1,2,3,15,Spectre,ACADEMY,PLAYERE"
"1,4,5,15,Spectre,ACADEMY,PLAYERF"
"4,2,6,15,Spectre,ACADEMY,PLAYERG"
"2,6,8,15,Spectre,CHAMPION,PLAYERA"
"2,3,5,15,Spectre,CHAMPION,PLAYERB"
"3,4,7,15,Spectre,CHAMPION,PLAYERC"
"2,6,8,15,Spectre,CHAMPION,PLAYERD"
"6,2,8,15,Spectre,CHAMPION,PLAYERE"
"3,7,10,15,Spectre,CHAMPION,PLAYERF"
"2,2,4,15,Spectre,CHAMPION,PLAYERG"
"7,6,13,15,Spectre,FOUNDATION,PLAYERA"
"5,6,11,15,Spectre,FOUNDATION,PLAYERB"
"5,4,9,15,Spectre,FOUNDATION,PLAYERC"
"2,2,4,15,Spectre,FOUNDATION,PLAYERD"
"2,6,8,15,Spectre,FOUNDATION,PLAYERE"
"1,3,4,15,Spectre,FOUNDATION,PLAYERF"
"2,3,5,15,Spectre,FOUNDATION,PLAYERG"
"4,7,11,15,Spectre,MASTER,PLAYERA"
"3,1,4,15,Spectre,MASTER,PLAYERB"
"4,7,11,15,Spectre,MASTER,PLAYERC"
"3,7,10,15,Spectre,MASTER,PLAYERD"
"1,4,5,15,Spectre,MASTER,PLAYERE"
"2,2,4,15,Spectre,MASTER,PLAYERF"
"3,5,8,15,Spectre,MASTER,PLAYERG"
"5,9,14,15,Tyrants,ACADEMY,PLAYERA"
"3,9,12,15,Tyrants,ACADEMY,PLAYERB"
"3,7,10,15,Tyrants,ACADEMY,PLAYERC"
"3,7,10,15,Tyrants,ACADEMY,PLAYERD"
"1,1,2,15,Tyrants,ACADEMY,PLAYERE"
"1,0,1,15,Tyrants,ACADEMY,PLAYERF"
"4,4,8,15,Tyrants,ACADEMY,PLAYERG"
"8,2,10,15,Tyrants,CHAMPION,PLAYERA"
"1,7,8,15,Tyrants,CHAMPION,PLAYERB"
"5,7,12,15,Tyrants,CHAMPION,PLAYERC"
"1,8,9,15,Tyrants,CHAMPION,PLAYERD"
"1,2,3,15,Tyrants,CHAMPION,PLAYERE"
"8,7,15,15,Tyrants,CHAMPION,PLAYERF"
"4,10,14,15,Tyrants,MASTER,PLAYERA"
"3,5,8,15,Tyrants,MASTER,PLAYERB"
"4,10,14,15,Tyrants,MASTER,PLAYERC"
"3,8,11,15,Tyrants,MASTER,PLAYERD"
"3,3,6,15,Tyrants,MASTER,PLAYERE"
"3,3,6,15,Tyrants,MASTER,PLAYERF"
"2,3,5,15,Wizards,ACADEMY,PLAYERA"
"3,2,5,15,Wizards,ACADEMY,PLAYERB"
"1,5,6,15,Wizards,ACADEMY,PLAYERC"
"4,6,10,15,Wizards,ACADEMY,PLAYERD"
"7,7,14,15,Wizards,ACADEMY,PLAYERE"
"1,5,6,15,Wizards,ACADEMY,PLAYERF"
"2,5,7,15,Wizards,ACADEMY,PLAYERG"
"3,6,9,15,Wizards,CHAMPION,PLAYERA"
"7,5,12,15,Wizards,CHAMPION,PLAYERB"
"1,9,10,15,Wizards,CHAMPION,PLAYERC"
"3,9,12,15,Wizards,CHAMPION,PLAYERD"
"5,9,14,15,Wizards,CHAMPION,PLAYERE"
"1,1,2,15,Wizards,CHAMPION,PLAYERF"
"2,3,5,15,Wizards,CHAMPION,PLAYERG"
"3,7,10,15,Wizards,FOUNDATION,PLAYERA"
"3,5,8,15,Wizards,FOUNDATION,PLAYERB"
"6,7,13,15,Wizards,FOUNDATION,PLAYERC"
"2,3,5,15,Wizards,FOUNDATION,PLAYERD"
"0,2,2,15,Wizards,FOUNDATION,PLAYERE"
"2,3,5,15,Wizards,FOUNDATION,PLAYERF"
"4,6,10,15,Wizards,FOUNDATION,PLAYERG"
"3,6,9,15,Wizards,MASTER,PLAYERA"
"1,2,3,15,Wizards,MASTER,PLAYERB"
"6,4,10,15,Wizards,MASTER,PLAYERC"
"5,7,12,15,Wizards,MASTER,PLAYERD"
"4,7,11,15,Wizards,MASTER,PLAYERE"
"1,4,5,15,Wizards,MASTER,PLAYERF"
"3,5,8,15,Wolves,ACADEMY,PLAYERA"
"4,7,11,15,Wolves,ACADEMY,PLAYERB"
"5,5,10,15,Wolves,ACADEMY,PLAYERC"
"4,3,7,15,Wolves,ACADEMY,PLAYERD"
"2,2,4,15,Wolves,ACADEMY,PLAYERE"
"1,6,7,15,Wolves,ACADEMY,PLAYERF"
"3,1,4,15,Wolves,ACADEMY,PLAYERG"
"2,1,3,15,Wolves,ACADEMY,PLAYERH"
"2,2,4,15,Wolves,CHAMPION,PLAYERA"
"8,7,15,15,Wolves,CHAMPION,PLAYERB"
"8,7,15,15,Wolves,CHAMPION,PLAYERC"
"5,7,12,15,Wolves,CHAMPION,PLAYERD"
"1,8,9,15,Wolves,CHAMPION,PLAYERE"
"2,2,4,15,Wolves,CHAMPION,PLAYERF"
"3,9,12,15,Wolves,MASTER,PLAYERA"
"1,1,2,15,Wolves,MASTER,PLAYERB"
"6,5,11,15,Wolves,MASTER,PLAYERC"
"5,7,12,15,Wolves,MASTER,PLAYERD"
"3,5,8,15,Wolves,MASTER,PLAYERE"
"1,7,8,15,Wolves,MASTER,PLAYERF"
"1,1,2,15,Wolves,MASTER,PLAYERG"
"0,1,1,15,Wolves,MASTER,PLAYERH"
"5,8,13,15,Wolves,PREMIER,PLAYERA"
"5,7,12,15,Wolves,PREMIER,PLAYERB"
"5,8,13,15,Wolves,PREMIER,PLAYERC"
"3,4,7,15,Wolves,PREMIER,PLAYERD"
"3,8,11,15,Wolves,PREMIER,PLAYERE"
"0,3,3,14,Aviators,ACADEMY,PLAYERA"
"1,4,5,14,Aviators,ACADEMY,PLAYERB"
"0,1,1,14,Aviators,ACADEMY,PLAYERC"
"3,1,4,14,Aviators,ACADEMY,PLAYERD"
"1,3,4,14,Aviators,ACADEMY,PLAYERE"
"0,2,2,14,Aviators,ACADEMY,PLAYERF"
"1,2,3,14,Aviators,ACADEMY,PLAYERG"
"2,0,2,14,Aviators,ACADEMY,PLAYERH"
"2,2,4,14,Aviators,CHAMPION,PLAYERA"
"0,2,2,14,Aviators,CHAMPION,PLAYERB"
"2,1,3,14,Aviators,CHAMPION,PLAYERC"
"4,2,6,14,Aviators,CHAMPION,PLAYERD"
"3,3,6,14,Aviators,CHAMPION,PLAYERE"
"1,1,2,14,Aviators,CHAMPION,PLAYERF"
"2,1,3,14,Aviators,CHAMPION,PLAYERG"
"5,2,7,14,Aviators,MASTER,PLAYERA"
"0,2,2,14,Aviators,MASTER,PLAYERB"
"1,6,7,14,Aviators,MASTER,PLAYERC"
"3,4,7,14,Aviators,MASTER,PLAYERD"
"0,1,1,14,Aviators,MASTER,PLAYERE"
"3,3,6,14,Aviators,MASTER,PLAYERF"
"3,3,6,14,Aviators,MASTER,PLAYERG"
"1,7,8,14,Bears,ACADEMY,PLAYERA"
"3,7,10,14,Bears,ACADEMY,PLAYERB"
"2,1,3,14,Bears,ACADEMY,PLAYERC"
"1,3,4,14,Bears,ACADEMY,PLAYERD"
"2,8,10,14,Bears,ACADEMY,PLAYERE"
"1,1,2,14,Bears,ACADEMY,PLAYERF"
"2,3,5,14,Bears,CHAMPION,PLAYERA"
"2,1,3,14,Bears,CHAMPION,PLAYERB"
"2,7,9,14,Bears,CHAMPION,PLAYERC"
"3,6,9,14,Bears,CHAMPION,PLAYERD"
"1,2,3,14,Bears,CHAMPION,PLAYERE"
"0,5,5,14,Bears,CHAMPION,PLAYERF"
"3,4,7,14,Bears,FOUNDATION,PLAYERA"
"1,0,1,14,Bears,FOUNDATION,PLAYERB"
"3,4,7,14,Bears,FOUNDATION,PLAYERC"
"0,4,4,14,Bears,FOUNDATION,PLAYERD"
"0,4,4,14,Bears,FOUNDATION,PLAYERE"
"3,2,5,14,Bears,FOUNDATION,PLAYERF"
"4,8,12,14,Bears,MASTER,PLAYERA"
"3,5,8,14,Bears,MASTER,PLAYERB"
"2,3,5,14,Bears,MASTER,PLAYERC"
"2,3,5,14,Bears,MASTER,PLAYERD"
"1,5,6,14,Bears,MASTER,PLAYERE"
"5,4,9,14,Blizzard,ACADEMY,PLAYERA"
"1,4,5,14,Blizzard,ACADEMY,PLAYERB"
"3,2,5,14,Blizzard,ACADEMY,PLAYERC"
"5,4,9,14,Blizzard,ACADEMY,PLAYERD"
"1,2,3,14,Blizzard,ACADEMY,PLAYERE"
"1,5,6,14,Blizzard,ACADEMY,PLAYERF"
"2,8,10,14,Blizzard,CHAMPION,PLAYERA"
"5,7,12,14,Blizzard,CHAMPION,PLAYERB"
"6,4,10,14,Blizzard,CHAMPION,PLAYERC"
"1,4,5,14,Blizzard,CHAMPION,PLAYERD"
"2,1,3,14,Blizzard,CHAMPION,PLAYERF"
"3,3,6,14,Blizzard,FOUNDATION,PLAYERA"
"1,1,2,14,Blizzard,FOUNDATION,PLAYERB"
"2,3,5,14,Blizzard,FOUNDATION,PLAYERC"
"4,2,6,14,Blizzard,FOUNDATION,PLAYERD"
"0,2,2,14,Blizzard,FOUNDATION,PLAYERE"
"0,3,3,14,Blizzard,FOUNDATION,PLAYERG"
"0,1,1,14,Blizzard,FOUNDATION,PLAYERH"
"2,4,6,14,Blizzard,MASTER,PLAYERA"
"5,5,10,14,Blizzard,MASTER,PLAYERB"
"2,0,2,14,Blizzard,MASTER,PLAYERC"
"5,5,10,14,Blizzard,MASTER,PLAYERD"
"1,2,3,14,Blizzard,MASTER,PLAYERE"
"1,5,6,14,Blizzard,MASTER,PLAYERF"
"1,6,7,14,Blizzard,PREMIER,PLAYERA"
"3,3,6,14,Blizzard,PREMIER,PLAYERB"
"3,3,6,14,Blizzard,PREMIER,PLAYERC"
"0,2,2,14,Blizzard,PREMIER,PLAYERD"
"1,2,3,14,Blizzard,PREMIER,PLAYERE"
"2,2,4,14,Blizzard,PREMIER,PLAYERF"
"1,5,6,14,Bulls,ACADEMY,PLAYERA"
"3,2,5,14,Bulls,ACADEMY,PLAYERB"
"2,2,4,14,Bulls,ACADEMY,PLAYERD"
"3,4,7,14,Bulls,ACADEMY,PLAYERE"
"1,5,6,14,Bulls,ACADEMY,PLAYERF"
"0,2,2,14,Bulls,ACADEMY,PLAYERG"
"3,1,4,14,Bulls,ACADEMY,PLAYERH"
"0,5,5,14,Bulls,CHAMPION,PLAYERA"
"5,1,6,14,Bulls,CHAMPION,PLAYERB"
"2,5,7,14,Bulls,CHAMPION,PLAYERC"
"2,2,4,14,Bulls,CHAMPION,PLAYERD"
"4,3,7,14,Bulls,CHAMPION,PLAYERE"
"2,2,4,14,Bulls,CHAMPION,PLAYERF"
"0,1,1,14,Bulls,CHAMPION,PLAYERG"
"2,2,4,14,Bulls,FOUNDATION,PLAYERA"
"3,3,6,14,Bulls,FOUNDATION,PLAYERB"
"1,2,3,14,Bulls,FOUNDATION,PLAYERC"
"0,3,3,14,Bulls,FOUNDATION,PLAYERD"
"1,2,3,14,Bulls,FOUNDATION,PLAYERE"
"3,0,3,14,Bulls,FOUNDATION,PLAYERF"
"0,3,3,14,Bulls,FOUNDATION,PLAYERG"
"3,0,3,14,Bulls,MASTER,PLAYERA"
"4,3,7,14,Bulls,MASTER,PLAYERB"
"2,4,6,14,Bulls,MASTER,PLAYERC"
"2,3,5,14,Bulls,MASTER,PLAYERD"
"2,5,7,14,Bulls,MASTER,PLAYERE"
"0,3,3,14,Bulls,MASTER,PLAYERG"
"1,3,4,14,Comets,ACADEMY,PLAYERA"
"3,3,6,14,Comets,ACADEMY,PLAYERB"
"5,3,8,14,Comets,ACADEMY,PLAYERC"
"0,1,1,14,Comets,ACADEMY,PLAYERD"
"3,2,5,14,Comets,ACADEMY,PLAYERE"
"0,2,2,14,Comets,ACADEMY,PLAYERF"
"0,1,1,14,Comets,ACADEMY,PLAYERG"
"5,3,8,14,Comets,CHAMPION,PLAYERA"
"2,2,4,14,Comets,CHAMPION,PLAYERB"
"4,1,5,14,Comets,CHAMPION,PLAYERC"
"1,5,6,14,Comets,CHAMPION,PLAYERD"
"0,4,4,14,Comets,CHAMPION,PLAYERE"
"0,3,3,14,Comets,CHAMPION,PLAYERF"
"2,1,3,14,Comets,MASTER,PLAYERB"
"1,5,6,14,Comets,MASTER,PLAYERC"
"4,4,8,14,Comets,MASTER,PLAYERD"
"2,0,2,14,Comets,MASTER,PLAYERE"
"0,5,5,14,Comets,MASTER,PLAYERF"
"1,1,2,14,Comets,MASTER,PLAYERG"
"0,2,2,14,Comets,MASTER,PLAYERH"
"3,6,9,14,Demolition,ACADEMY,PLAYERA"
"2,6,8,14,Demolition,ACADEMY,PLAYERB"
"2,2,4,14,Demolition,ACADEMY,PLAYERC"
"2,6,8,14,Demolition,ACADEMY,PLAYERD"
"1,3,4,14,Demolition,ACADEMY,PLAYERE"
"2,1,3,14,Demolition,ACADEMY,PLAYERF"
"3,4,7,14,Demolition,CHAMPION,PLAYERA"
"2,5,7,14,Demolition,CHAMPION,PLAYERB"
"2,3,5,14,Demolition,CHAMPION,PLAYERC"
"0,3,3,14,Demolition,CHAMPION,PLAYERD"
"1,0,1,14,Demolition,CHAMPION,PLAYERE"
"0,2,2,14,Demolition,CHAMPION,PLAYERF"
"0,1,1,14,Demolition,CHAMPION,PLAYERG"
"3,2,5,14,Demolition,MASTER,PLAYERA"
"2,3,5,14,Demolition,MASTER,PLAYERB"
"0,1,1,14,Demolition,MASTER,PLAYERC"
"1,0,1,14,Demolition,MASTER,PLAYERD"
"0,3,3,14,Demolition,MASTER,PLAYERE"
"2,2,4,14,Demolition,MASTER,PLAYERF"
"2,3,5,14,Demolition,MASTER,PLAYERG"
"0,1,1,14,Demolition,MASTER,PLAYERH"
"1,1,2,14,Demolition,PREMIER,PLAYERA"
"5,4,9,14,Demolition,PREMIER,PLAYERB"
"1,2,3,14,Demolition,PREMIER,PLAYERC"
"4,4,8,14,Demolition,PREMIER,PLAYERD"
"0,3,3,14,Demolition,PREMIER,PLAYERE"
"1,1,2,14,Demolition,PREMIER,PLAYERF"
"2,6,8,14,Dodgers,ACADEMY,PLAYERA"
"4,1,5,14,Dodgers,ACADEMY,PLAYERC"
"2,2,4,14,Dodgers,ACADEMY,PLAYERD"
"1,5,6,14,Dodgers,ACADEMY,PLAYERE"
"1,5,6,14,Dodgers,ACADEMY,PLAYERF"
"2,2,4,14,Dodgers,ACADEMY,PLAYERG"
"4,2,6,14,Dodgers,CHAMPION,PLAYERA"
"2,1,3,14,Dodgers,CHAMPION,PLAYERB"
"2,2,4,14,Dodgers,CHAMPION,PLAYERC"
"0,1,1,14,Dodgers,CHAMPION,PLAYERD"
"2,2,4,14,Dodgers,CHAMPION,PLAYERE"
"1,2,3,14,Dodgers,CHAMPION,PLAYERF"
"1,2,3,14,Dodgers,CHAMPION,PLAYERG"
"1,2,3,14,Dodgers,FOUNDATION,PLAYERA"
