"doubles_uses,standard_uses,total_uses,season_number,team_name,league,role"
"0,7,7,16,Bears,ACADEMY,PLAYERB"
"3,6,9,16,Bears,ACADEMY,PLAYERC"
"3,4,7,16,Bears,ACADEMY,PLAYERD"
"6,6,12,16,Bears,ACADEMY,PLAYERE"
"5,4,9,16,Bears,ACADEMY,PLAYERF"
"4,3,7,16,Bears,CHAMPION,PLAYERA"
"5,8,13,16,Bears,CHAMPION,PLAYERB"
"3,8,11,16,Bears,CHAMPION,PLAYERC"
"3,5,8,16,Bears,CHAMPION,PLAYERD"
"1,4,5,16,Bears,CHAMPION,PLAYERE"
"4,5,9,16,Bears,CHAMPION,PLAYERF"
"4,8,12,16,Bears,MASTER,PLAYERA"
"4,7,11,16,Bears,MASTER,PLAYERB"
"3,3,6,16,Bears,MASTER,PLAYERC"
"8,5,13,16,Bears,MASTER,PLAYERD"
"1,3,4,16,Bears,MASTER,PLAYERE"
"2,5,7,16,Bears,MASTER,PLAYERF"
"6,8,14,16,Bears,PREMIER,PLAYERA"
"2,4,6,16,Bears,PREMIER,PLAYERB"
"1,5,6,16,Bears,PREMIER,PLAYERC"
"3,4,7,16,Bears,PREMIER,PLAYERD"
"7,7,14,16,Bears,PREMIER,PLAYERE"
"3,5,8,16,Bears,PREMIER,PLAYERF"
"2,7,9,16,Blizzard,ACADEMY,PLAYERA"
"1,6,7,16,Blizzard,ACADEMY,PLAYERB"
"1,6,7,16,Blizzard,ACADEMY,PLAYERC"
"5,7,12,16,Blizzard,ACADEMY,PLAYERD"
"5,5,10,16,Blizzard,ACADEMY,PLAYERE"
"4,1,5,16,Blizzard,ACADEMY,PLAYERF"
"1,1,2,16,Blizzard,ACADEMY,PLAYERG"
"1,0,1,16,Blizzard,ACADEMY,PLAYERH"
"0,8,8,16,Blizzard,CHAMPION,PLAYERA"
"8,5,13,16,Blizzard,CHAMPION,PLAYERB"
"3,5,8,16,Blizzard,CHAMPION,PLAYERC"
"1,4,5,16,Blizzard,CHAMPION,PLAYERD"
"7,7,14,16,Blizzard,CHAMPION,PLAYERE"
"0,1,1,16,Blizzard,CHAMPION,PLAYERF"
"2,1,3,16,Blizzard,CHAMPION,PLAYERG"
"1,2,3,16,Blizzard,CHAMPION,PLAYERH"
"9,4,13,16,Blizzard,MASTER,PLAYERA"
"0,7,7,16,Blizzard,MASTER,PLAYERB"
"6,4,10,16,Blizzard,MASTER,PLAYERC"
"7,6,13,16,Blizzard,MASTER,PLAYERD"
"0,6,6,16,Blizzard,MASTER,PLAYERE"
"2,10,12,16,Blizzard,MASTER,PLAYERF"
"5,2,7,16,Blizzard,MASTER,PLAYERG"
"6,7,13,16,Blizzard,PREMIER,PLAYERA"
"6,8,14,16,Blizzard,PREMIER,PLAYERB"
"8,5,13,16,Blizzard,PREMIER,PLAYERC"
"2,7,9,16,Blizzard,PREMIER,PLAYERD"
"2,7,9,16,Blizzard,PREMIER,PLAYERE"
"3,4,7,16,Bulls,ACADEMY,PLAYERA"
"2,6,8,16,Bulls,ACADEMY,PLAYERB"
"4,6,10,16,Bulls,ACADEMY,PLAYERC"
"10,3,13,16,Bulls,ACADEMY,PLAYERD"
"3,4,7,16,Bulls,ACADEMY,PLAYERE"
"4,4,8,16,Bulls,ACADEMY,PLAYERF"
"0,3,3,16,Bulls,ACADEMY,PLAYERG"
"0,5,5,16,Bulls,CHAMPION,PLAYERA"
"8,5,13,16,Bulls,CHAMPION,PLAYERB"
"2,2,4,16,Bulls,CHAMPION,PLAYERC"
"7,6,13,16,Bulls,CHAMPION,PLAYERD"
"2,7,9,16,Bulls,CHAMPION,PLAYERE"
"0,1,1,16,Bulls,CHAMPION,PLAYERF"
"3,4,7,16,Bulls,CHAMPION,PLAYERH"
"1,6,7,16,Bulls,MASTER,PLAYERA"
"1,8,9,16,Bulls,MASTER,PLAYERB"
"6,4,10,16,Bulls,MASTER,PLAYERC"
"2,7,9,16,Bulls,MASTER,PLAYERD"
"5,3,8,16,Bulls,MASTER,PLAYERE"
"3,0,3,16,Bulls,MASTER,PLAYERF"
"0,4,4,16,Bulls,MASTER,PLAYERG"
"2,2,4,16,Bulls,MASTER,PLAYERH"
"1,2,3,16,Bulls,PREMIER,PLAYERA"
"4,10,14,16,Bulls,PREMIER,PLAYERB"
"8,6,14,16,Bulls,PREMIER,PLAYERC"
"10,8,18,16,Bulls,PREMIER,PLAYERD"
"3,9,12,16,Bulls,PREMIER,PLAYERE"
"0,1,1,16,Bulls,PREMIER,PLAYERF"
"4,6,10,16,Comets,ACADEMY,PLAYERA"
"4,4,8,16,Comets,ACADEMY,PLAYERB"
"5,7,12,16,Comets,ACADEMY,PLAYERC"
"0,3,3,16,Comets,ACADEMY,PLAYERD"
"4,7,11,16,Comets,ACADEMY,PLAYERE"
"3,2,5,16,Comets,ACADEMY,PLAYERF"
"0,1,1,16,Comets,ACADEMY,PLAYERG"
"5,10,15,16,Comets,CHAMPION,PLAYERA"
"2,9,11,16,Comets,CHAMPION,PLAYERB"
"6,2,8,16,Comets,CHAMPION,PLAYERC"
"3,3,6,16,Comets,CHAMPION,PLAYERD"
"1,8,9,16,Comets,CHAMPION,PLAYERE"
"0,1,1,16,Comets,CHAMPION,PLAYERF"
"4,2,6,16,Comets,CHAMPION,PLAYERG"
"1,3,4,16,Comets,CHAMPION,PLAYERH"
"5,7,12,16,Comets,FOUNDATION,PLAYERA"
"2,5,7,16,Comets,FOUNDATION,PLAYERB"
"6,7,13,16,Comets,FOUNDATION,PLAYERC"
"5,7,12,16,Comets,FOUNDATION,PLAYERD"
"1,7,8,16,Comets,FOUNDATION,PLAYERE"
"1,1,2,16,Comets,FOUNDATION,PLAYERF"
"0,2,2,16,Comets,MASTER,PLAYERA"
"9,5,14,16,Comets,MASTER,PLAYERB"
"1,4,5,16,Comets,MASTER,PLAYERC"
"8,10,18,16,Comets,MASTER,PLAYERD"
"0,10,10,16,Comets,MASTER,PLAYERE"
"3,1,4,16,Comets,MASTER,PLAYERF"
"3,10,13,16,Comets,MASTER,PLAYERG"
"4,5,9,16,Demolition,ACADEMY,PLAYERA"
"5,6,11,16,Demolition,ACADEMY,PLAYERB"
"3,7,10,16,Demolition,ACADEMY,PLAYERC"
"3,8,11,16,Demolition,ACADEMY,PLAYERD"
"1,3,4,16,Demolition,ACADEMY,PLAYERE"
"3,4,7,16,Demolition,ACADEMY,PLAYERF"
"1,0,1,16,Demolition,ACADEMY,PLAYERG"
"8,4,12,16,Demolition,CHAMPION,PLAYERA"
"4,3,7,16,Demolition,CHAMPION,PLAYERB"
"3,2,5,16,Demolition,CHAMPION,PLAYERC"
"1,7,8,16,Demolition,CHAMPION,PLAYERD"
"1,5,6,16,Demolition,CHAMPION,PLAYERE"
"0,2,2,16,Demolition,CHAMPION,PLAYERF"
"5,7,12,16,Demolition,CHAMPION,PLAYERH"
"8,8,16,16,Demolition,FOUNDATION,PLAYERA"
"4,5,9,16,Demolition,FOUNDATION,PLAYERB"
"6,10,16,16,Demolition,FOUNDATION,PLAYERC"
"3,10,13,16,Demolition,FOUNDATION,PLAYERD"
"0,4,4,16,Demolition,FOUNDATION,PLAYERE"
"2,3,5,16,Demolition,FOUNDATION,PLAYERF"
"4,8,12,16,Demolition,MASTER,PLAYERA"
"6,4,10,16,Demolition,MASTER,PLAYERB"
"2,3,5,16,Demolition,MASTER,PLAYERC"
"5,8,13,16,Demolition,MASTER,PLAYERD"
"3,7,10,16,Demolition,MASTER,PLAYERE"
"0,2,2,16,Demolition,MASTER,PLAYERF"
"1,1,2,16,Demolition,MASTER,PLAYERG"
"0,1,1,16,Demolition,PREMIER,PLAYERA"
"0,1,1,16,Demolition,PREMIER,PLAYERB"
"0,1,1,16,Demolition,PREMIER,PLAYERD"
"6,4,10,16,Dodgers,ACADEMY,PLAYERA"
"5,5,10,16,Dodgers,ACADEMY,PLAYERB"
"1,6,7,16,Dodgers,ACADEMY,PLAYERC"
"3,5,8,16,Dodgers,ACADEMY,PLAYERD"
"4,7,11,16,Dodgers,ACADEMY,PLAYERE"
"1,0,1,16,Dodgers,ACADEMY,PLAYERF"
"1,5,6,16,Dodgers,ACADEMY,PLAYERG"
"0,2,2,16,Dodgers,ACADEMY,PLAYERH"
"5,7,12,16,Dodgers,CHAMPION,PLAYERA"
"6,7,13,16,Dodgers,CHAMPION,PLAYERB"
"1,5,6,16,Dodgers,CHAMPION,PLAYERC"
"5,6,11,16,Dodgers,CHAMPION,PLAYERD"
"2,2,4,16,Dodgers,CHAMPION,PLAYERE"
"1,6,7,16,Dodgers,CHAMPION,PLAYERF"
"8,9,17,16,Dodgers,MASTER,PLAYERA"
"2,3,5,16,Dodgers,MASTER,PLAYERB"
"4,8,12,16,Dodgers,MASTER,PLAYERC"
"8,9,17,16,Dodgers,MASTER,PLAYERD"
"3,7,10,16,Dodgers,MASTER,PLAYERE"
"0,1,1,16,Dodgers,MASTER,PLAYERF"
"0,2,2,16,Dodgers,MASTER,PLAYERG"
"2,6,8,16,Dodgers,PREMIER,PLAYERA"
"5,4,9,16,Dodgers,PREMIER,PLAYERB"
"4,7,11,16,Dodgers,PREMIER,PLAYERC"
"3,7,10,16,Dodgers,PREMIER,PLAYERD"
"1,2,3,16,Dodgers,PREMIER,PLAYERE"
"6,5,11,16,Dodgers,PREMIER,PLAYERF"
"6,3,9,16,Ducks,ACADEMY,PLAYERA"
"3,4,7,16,Ducks,ACADEMY,PLAYERB"
"4,6,10,16,Ducks,ACADEMY,PLAYERC"
"4,8,12,16,Ducks,ACADEMY,PLAYERD"
"1,5,6,16,Ducks,ACADEMY,PLAYERE"
"1,7,8,16,Ducks,ACADEMY,PLAYERF"
"1,0,1,16,Ducks,ACADEMY,PLAYERG"
"2,3,5,16,Ducks,CHAMPION,PLAYERA"
"4,4,8,16,Ducks,CHAMPION,PLAYERB"
"4,6,10,16,Ducks,CHAMPION,PLAYERC"
"3,3,6,16,Ducks,CHAMPION,PLAYERD"
"4,7,11,16,Ducks,CHAMPION,PLAYERE"
"2,5,7,16,Ducks,CHAMPION,PLAYERF"
"1,2,3,16,Ducks,CHAMPION,PLAYERG"
"5,7,12,16,Ducks,FOUNDATION,PLAYERA"
"5,7,12,16,Ducks,FOUNDATION,PLAYERB"
"2,6,8,16,Ducks,FOUNDATION,PLAYERC"
"6,6,12,16,Ducks,FOUNDATION,PLAYERD"
"2,4,6,16,Ducks,FOUNDATION,PLAYERE"
"2,3,5,16,Ducks,MASTER,PLAYERA"
"2,3,5,16,Ducks,MASTER,PLAYERB"
"4,4,8,16,Ducks,MASTER,PLAYERC"
"2,7,9,16,Ducks,MASTER,PLAYERD"
"5,3,8,16,Ducks,MASTER,PLAYERE"
"2,6,8,16,Ducks,MASTER,PLAYERF"
"4,4,8,16,Ducks,MASTER,PLAYERG"
"7,5,12,16,Eclipse,ACADEMY,PLAYERA"
"4,5,9,16,Eclipse,ACADEMY,PLAYERB"
"3,6,9,16,Eclipse,ACADEMY,PLAYERC"
"4,4,8,16,Eclipse,ACADEMY,PLAYERD"
"3,4,7,16,Eclipse,ACADEMY,PLAYERE"
"1,5,6,16,Eclipse,ACADEMY,PLAYERF"
"1,3,4,16,Eclipse,ACADEMY,PLAYERG"
"5,5,10,16,Eclipse,CHAMPION,PLAYERA"
"3,6,9,16,Eclipse,CHAMPION,PLAYERB"
"5,3,8,16,Eclipse,CHAMPION,PLAYERC"
"1,7,8,16,Eclipse,CHAMPION,PLAYERD"
"1,4,5,16,Eclipse,CHAMPION,PLAYERE"
"6,4,10,16,Eclipse,CHAMPION,PLAYERF"
"0,1,1,16,Eclipse,CHAMPION,PLAYERG"
"3,1,4,16,Eclipse,MASTER,PLAYERA"
"7,3,10,16,Eclipse,MASTER,PLAYERB"
"3,5,8,16,Eclipse,MASTER,PLAYERC"
"8,3,11,16,Eclipse,MASTER,PLAYERD"
"0,6,6,16,Eclipse,MASTER,PLAYERE"
"0,4,4,16,Eclipse,MASTER,PLAYERF"
"3,7,10,16,Eclipse,MASTER,PLAYERG"
"0,1,1,16,Eclipse,MASTER,PLAYERH"
"3,7,10,16,Eclipse,PREMIER,PLAYERA"
"4,8,12,16,Eclipse,PREMIER,PLAYERB"
"3,6,9,16,Eclipse,PREMIER,PLAYERC"
"5,4,9,16,Eclipse,PREMIER,PLAYERD"
"1,2,3,16,Eclipse,PREMIER,PLAYERE"
"4,3,7,16,Eclipse,PREMIER,PLAYERF"
"2,9,11,16,Elite,ACADEMY,PLAYERA"
"5,5,10,16,Elite,ACADEMY,PLAYERB"
"3,8,11,16,Elite,ACADEMY,PLAYERC"
"5,8,13,16,Elite,ACADEMY,PLAYERD"
"7,11,18,16,Elite,ACADEMY,PLAYERE"
"2,1,3,16,Elite,ACADEMY,PLAYERF"
"1,1,2,16,Elite,ACADEMY,PLAYERG"
"5,5,10,16,Elite,CHAMPION,PLAYERA"
"4,7,11,16,Elite,CHAMPION,PLAYERB"
"3,2,5,16,Elite,CHAMPION,PLAYERC"
"3,6,9,16,Elite,CHAMPION,PLAYERD"
"1,5,6,16,Elite,CHAMPION,PLAYERE"
"3,2,5,16,Elite,CHAMPION,PLAYERF"
"1,3,4,16,Elite,CHAMPION,PLAYERG"
"6,6,12,16,Elite,MASTER,PLAYERA"
"2,3,5,16,Elite,MASTER,PLAYERB"
"4,8,12,16,Elite,MASTER,PLAYERC"
"5,6,11,16,Elite,MASTER,PLAYERD"
"1,3,4,16,Elite,MASTER,PLAYERE"
"1,2,3,16,Elite,MASTER,PLAYERF"
"2,5,7,16,Elite,MASTER,PLAYERG"
"1,4,5,16,Elite,PREMIER,PLAYERA"
"5,6,11,16,Elite,PREMIER,PLAYERB"
"7,5,12,16,Elite,PREMIER,PLAYERC"
"2,5,7,16,Elite,PREMIER,PLAYERD"
"1,6,7,16,Elite,PREMIER,PLAYERE"
"6,2,8,16,Elite,PREMIER,PLAYERF"
"10,6,16,16,Express,ACADEMY,PLAYERA"
"10,6,16,16,Express,ACADEMY,PLAYERB"
"1,5,6,16,Express,ACADEMY,PLAYERC"
"0,2,2,16,Express,ACADEMY,PLAYERD"
"4,5,9,16,Express,ACADEMY,PLAYERE"
"0,1,1,16,Express,ACADEMY,PLAYERF"
"3,1,4,16,Express,ACADEMY,PLAYERG"
"0,4,4,16,Express,ACADEMY,PLAYERH"
"0,8,8,16,Express,CHAMPION,PLAYERA"
"5,9,14,16,Express,CHAMPION,PLAYERB"
"7,4,11,16,Express,CHAMPION,PLAYERC"
"8,3,11,16,Express,CHAMPION,PLAYERD"
"1,3,4,16,Express,CHAMPION,PLAYERE"
"1,9,10,16,Express,CHAMPION,PLAYERF"
"5,9,14,16,Express,MASTER,PLAYERA"
"2,8,10,16,Express,MASTER,PLAYERB"
"6,8,14,16,Express,MASTER,PLAYERC"
"4,5,9,16,Express,MASTER,PLAYERD"
"2,3,5,16,Express,MASTER,PLAYERE"
"1,3,4,16,Express,MASTER,PLAYERF"
"3,5,8,16,Express,PREMIER,PLAYERA"
"6,6,12,16,Express,PREMIER,PLAYERB"
"3,7,10,16,Express,PREMIER,PLAYERC"
"1,4,5,16,Express,PREMIER,PLAYERD"
"5,6,11,16,Express,PREMIER,PLAYERE"
"2,2,4,16,Express,PREMIER,PLAYERF"
"9,6,15,16,Flames,ACADEMY,PLAYERA"
"9,6,15,16,Flames,ACADEMY,PLAYERB"
"0,4,4,16,Flames,ACADEMY,PLAYERC"
"4,5,9,16,Flames,ACADEMY,PLAYERD"
"0,3,3,16,Flames,ACADEMY,PLAYERE"
"2,6,8,16,Flames,ACADEMY,PLAYERF"
"6,6,12,16,Flames,CHAMPION,PLAYERA"
"7,5,12,16,Flames,CHAMPION,PLAYERB"
"1,6,7,16,Flames,CHAMPION,PLAYERC"
"2,4,6,16,Flames,CHAMPION,PLAYERD"
"3,5,8,16,Flames,CHAMPION,PLAYERE"
"1,1,2,16,Flames,CHAMPION,PLAYERF"
"0,3,3,16,Flames,CHAMPION,PLAYERG"
"6,6,12,16,Flames,FOUNDATION,PLAYERA"
"3,6,9,16,Flames,FOUNDATION,PLAYERB"
"1,2,3,16,Flames,FOUNDATION,PLAYERC"
"4,7,11,16,Flames,FOUNDATION,PLAYERD"
"4,7,11,16,Flames,FOUNDATION,PLAYERE"
"2,2,4,16,Flames,FOUNDATION,PLAYERF"
"3,2,5,16,Flames,MASTER,PLAYERA"
"2,7,9,16,Flames,MASTER,PLAYERB"
"2,7,9,16,Flames,MASTER,PLAYERC"
"3,2,5,16,Flames,MASTER,PLAYERD"
"5,7,12,16,Flames,MASTER,PLAYERE"
"5,5,10,16,Flames,MASTER,PLAYERF"
"5,8,13,16,Foxes,ACADEMY,PLAYERA"
"1,2,3,16,Foxes,ACADEMY,PLAYERB"
"3,6,9,16,Foxes,ACADEMY,PLAYERC"
"3,8,11,16,Foxes,ACADEMY,PLAYERD"
"3,4,7,16,Foxes,ACADEMY,PLAYERE"
"1,0,1,16,Foxes,ACADEMY,PLAYERF"
"2,1,3,16,Foxes,ACADEMY,PLAYERG"
"3,4,7,16,Foxes,ACADEMY,PLAYERH"
"4,6,10,16,Foxes,CHAMPION,PLAYERA"
"3,4,7,16,Foxes,CHAMPION,PLAYERB"
"5,4,9,16,Foxes,CHAMPION,PLAYERC"
"5,5,10,16,Foxes,CHAMPION,PLAYERD"
"1,6,7,16,Foxes,CHAMPION,PLAYERE"
"0,2,2,16,Foxes,CHAMPION,PLAYERF"
"5,3,8,16,Foxes,CHAMPION,PLAYERG"
"8,8,16,16,Foxes,FOUNDATION,PLAYERA"
"5,6,11,16,Foxes,FOUNDATION,PLAYERB"
"5,7,12,16,Foxes,FOUNDATION,PLAYERC"
"2,6,8,16,Foxes,FOUNDATION,PLAYERD"
"1,1,2,16,Foxes,FOUNDATION,PLAYERE"
"0,5,5,16,Foxes,FOUNDATION,PLAYERF"
"3,4,7,16,Foxes,FOUNDATION,PLAYERG"
"3,8,11,16,Foxes,MASTER,PLAYERA"
"1,5,6,16,Foxes,MASTER,PLAYERB"
"8,6,14,16,Foxes,MASTER,PLAYERC"
"6,5,11,16,Foxes,MASTER,PLAYERD"
"4,3,7,16,Foxes,MASTER,PLAYERE"
"2,5,7,16,Foxes,MASTER,PLAYERF"
"0,1,1,16,Foxes,MASTER,PLAYERG"
"8,5,13,16,Hawks,ACADEMY,PLAYERA"
"4,10,14,16,Hawks,ACADEMY,PLAYERB"
"7,3,10,16,Hawks,ACADEMY,PLAYERC"
"2,10,12,16,Hawks,ACADEMY,PLAYERD"
"2,1,3,16,Hawks,ACADEMY,PLAYERE"
"2,10,12,16,Hawks,ACADEMY,PLAYERF"
"4,7,11,16,Hawks,CHAMPION,PLAYERB"
"3,3,6,16,Hawks,CHAMPION,PLAYERC"
"1,5,6,16,Hawks,CHAMPION,PLAYERD"
"4,5,9,16,Hawks,CHAMPION,PLAYERE"
"4,6,10,16,Hawks,CHAMPION,PLAYERF"
"4,7,11,16,Hawks,CHAMPION,PLAYERG"
"4,10,14,16,Hawks,FOUNDATION,PLAYERA"
"6,8,14,16,Hawks,FOUNDATION,PLAYERB"
"4,8,12,16,Hawks,FOUNDATION,PLAYERC"
"6,6,12,16,Hawks,FOUNDATION,PLAYERD"
"1,7,8,16,Hawks,FOUNDATION,PLAYERE"
"1,0,1,16,Hawks,FOUNDATION,PLAYERF"
"5,7,12,16,Hawks,MASTER,PLAYERA"
"5,6,11,16,Hawks,MASTER,PLAYERB"
"4,7,11,16,Hawks,MASTER,PLAYERC"
"6,7,13,16,Hawks,MASTER,PLAYERD"
"2,3,5,16,Hawks,MASTER,PLAYERE"
"2,10,12,16,Hive,ACADEMY,PLAYERA"
"3,11,14,16,Hive,ACADEMY,PLAYERB"
"8,3,11,16,Hive,ACADEMY,PLAYERC"
"4,11,15,16,Hive,ACADEMY,PLAYERD"
"3,3,6,16,Hive,ACADEMY,PLAYERE"
"2,4,6,16,Hive,ACADEMY,PLAYERF"
"6,3,9,16,Hive,CHAMPION,PLAYERA"
"5,8,13,16,Hive,CHAMPION,PLAYERB"
"5,8,13,16,Hive,CHAMPION,PLAYERC"
"2,5,7,16,Hive,CHAMPION,PLAYERD"
"2,4,6,16,Hive,CHAMPION,PLAYERE"
"0,5,5,16,Hive,CHAMPION,PLAYERF"
"4,8,12,16,Hive,FOUNDATION,PLAYERA"
"4,4,8,16,Hive,FOUNDATION,PLAYERB"
"0,2,2,16,Hive,FOUNDATION,PLAYERC"
"7,6,13,16,Hive,FOUNDATION,PLAYERD"
"2,3,5,16,Hive,FOUNDATION,PLAYERE"
"3,7,10,16,Hive,FOUNDATION,PLAYERF"
"6,3,9,16,Hive,MASTER,PLAYERA"
"3,6,9,16,Hive,MASTER,PLAYERB"
"5,7,12,16,Hive,MASTER,PLAYERC"
"2,7,9,16,Hive,MASTER,PLAYERD"
"2,2,4,16,Hive,MASTER,PLAYERE"
"2,4,6,16,Hive,MASTER,PLAYERF"
"0,1,1,16,Hive,MASTER,PLAYERG"
"9,7,16,16,Hurricanes,ACADEMY,PLAYERA"
"5,8,13,16,Hurricanes,ACADEMY,PLAYERB"
"2,4,6,16,Hurricanes,ACADEMY,PLAYERC"
"6,8,14,16,Hurricanes,ACADEMY,PLAYERD"
"1,8,9,16,Hurricanes,ACADEMY,PLAYERE"
"1,1,2,16,Hurricanes,ACADEMY,PLAYERF"
"3,3,6,16,Hurricanes,CHAMPION,PLAYERA"
"5,8,13,16,Hurricanes,CHAMPION,PLAYERB"
"4,9,13,16,Hurricanes,CHAMPION,PLAYERC"
"5,6,11,16,Hurricanes,CHAMPION,PLAYERD"
"1,9,10,16,Hurricanes,CHAMPION,PLAYERE"
"2,3,5,16,Hurricanes,CHAMPION,PLAYERF"
"0,1,1,16,Hurricanes,CHAMPION,PLAYERG"
"2,9,11,16,Hurricanes,MASTER,PLAYERA"
"2,5,7,16,Hurricanes,MASTER,PLAYERB"
"4,9,13,16,Hurricanes,MASTER,PLAYERC"
"4,7,11,16,Hurricanes,MASTER,PLAYERD"
"8,2,10,16,Hurricanes,MASTER,PLAYERE"
"4,4,8,16,Hurricanes,MASTER,PLAYERG"
"2,5,7,16,Hurricanes,PREMIER,PLAYERA"
"3,10,13,16,Hurricanes,PREMIER,PLAYERB"
"3,10,13,16,Hurricanes,PREMIER,PLAYERC"
"6,10,16,16,Hurricanes,PREMIER,PLAYERD"
"8,4,12,16,Hurricanes,PREMIER,PLAYERE"
"0,1,1,16,Hurricanes,PREMIER,PLAYERF"
"2,3,5,16,Jets,ACADEMY,PLAYERA"
"3,7,10,16,Jets,ACADEMY,PLAYERB"
"9,6,15,16,Jets,ACADEMY,PLAYERC"
"2,5,7,16,Jets,ACADEMY,PLAYERD"
"7,8,15,16,Jets,ACADEMY,PLAYERE"
"1,4,5,16,Jets,ACADEMY,PLAYERF"
"4,2,6,16,Jets,CHAMPION,PLAYERA"
"2,3,5,16,Jets,CHAMPION,PLAYERB"
"3,7,10,16,Jets,CHAMPION,PLAYERC"
"2,7,9,16,Jets,CHAMPION,PLAYERD"
"0,4,4,16,Jets,CHAMPION,PLAYERE"
"7,4,11,16,Jets,CHAMPION,PLAYERF"
"2,3,5,16,Jets,CHAMPION,PLAYERG"
"2,3,5,16,Jets,MASTER,PLAYERA"
"2,3,5,16,Jets,MASTER,PLAYERB"
"5,7,12,16,Jets,MASTER,PLAYERC"
"5,6,11,16,Jets,MASTER,PLAYERD"
"5,6,11,16,Jets,MASTER,PLAYERE"
"1,2,3,16,Jets,MASTER,PLAYERF"
"0,5,5,16,Jets,PREMIER,PLAYERA"
"6,9,15,16,Jets,PREMIER,PLAYERB"
"5,7,12,16,Jets,PREMIER,PLAYERC"
"6,6,12,16,Jets,PREMIER,PLAYERD"
"3,8,11,16,Jets,PREMIER,PLAYERE"
"2,1,3,16,Jets,PREMIER,PLAYERF"
"5,3,8,16,Knights,ACADEMY,PLAYERA"
"3,7,10,16,Knights,ACADEMY,PLAYERB"
"2,3,5,16,Knights,ACADEMY,PLAYERC"
"1,5,6,16,Knights,ACADEMY,PLAYERD"
"2,5,7,16,Knights,ACADEMY,PLAYERE"
"4,3,7,16,Knights,ACADEMY,PLAYERF"
"3,4,7,16,Knights,ACADEMY,PLAYERG"
"2,6,8,16,Knights,CHAMPION,PLAYERA"
"3,5,8,16,Knights,CHAMPION,PLAYERB"
"8,1,9,16,Knights,CHAMPION,PLAYERC"
"1,7,8,16,Knights,CHAMPION,PLAYERD"
"1,2,3,16,Knights,CHAMPION,PLAYERE"
"5,3,8,16,Knights,CHAMPION,PLAYERF"
"2,2,4,16,Knights,CHAMPION,PLAYERG"
"0,4,4,16,Knights,CHAMPION,PLAYERH"
"6,6,12,16,Knights,MASTER,PLAYERA"
"6,6,12,16,Knights,MASTER,PLAYERB"
"3,4,7,16,Knights,MASTER,PLAYERC"
"2,7,9,16,Knights,MASTER,PLAYERD"
"2,1,3,16,Knights,MASTER,PLAYERE"
"0,2,2,16,Knights,MASTER,PLAYERF"
"1,4,5,16,Knights,MASTER,PLAYERG"
"2,5,7,16,Knights,PREMIER,PLAYERA"
"8,5,13,16,Knights,PREMIER,PLAYERB"
"7,6,13,16,Knights,PREMIER,PLAYERC"
"1,7,8,16,Knights,PREMIER,PLAYERD"
"5,5,10,16,Knights,PREMIER,PLAYERE"
"1,2,3,16,Knights,PREMIER,PLAYERF"
"7,3,10,16,Lightning,ACADEMY,PLAYERA"
"1,3,4,16,Lightning,ACADEMY,PLAYERB"
"4,2,6,16,Lightning,ACADEMY,PLAYERC"
"1,7,8,16,Lightning,ACADEMY,PLAYERD"
"4,7,11,16,Lightning,ACADEMY,PLAYERE"
"3,7,10,16,Lightning,ACADEMY,PLAYERF"
"0,1,1,16,Lightning,ACADEMY,PLAYERG"
"3,4,7,16,Lightning,CHAMPION,PLAYERA"
"0,2,2,16,Lightning,CHAMPION,PLAYERB"
"1,5,6,16,Lightning,CHAMPION,PLAYERC"
"3,7,10,16,Lightning,CHAMPION,PLAYERD"
"2,1,3,16,Lightning,CHAMPION,PLAYERE"
"9,6,15,16,Lightning,CHAMPION,PLAYERF"
"1,2,3,16,Lightning,CHAMPION,PLAYERG"
"7,4,11,16,Lightning,CHAMPION,PLAYERH"
"5,3,8,16,Lightning,MASTER,PLAYERA"
"5,5,10,16,Lightning,MASTER,PLAYERB"
"3,7,10,16,Lightning,MASTER,PLAYERC"
"2,5,7,16,Lightning,MASTER,PLAYERD"
"1,2,3,16,Lightning,MASTER,PLAYERE"
"2,2,4,16,Lightning,MASTER,PLAYERF"
"0,2,2,16,Lightning,MASTER,PLAYERG"
"2,5,7,16,Lightning,MASTER,PLAYERH"
"1,8,9,16,Lightning,PREMIER,PLAYERA"
"4,7,11,16,Lightning,PREMIER,PLAYERB"
"3,5,8,16,Lightning,PREMIER,PLAYERC"
"3,6,9,16,Lightning,PREMIER,PLAYERD"
"6,5,11,16,Lightning,PREMIER,PLAYERE"
"3,1,4,16,Lightning,PREMIER,PLAYERF"
"3,1,4,16,Outlaws,ACADEMY,PLAYERA"
"1,2,3,16,Outlaws,ACADEMY,PLAYERB"
"5,4,9,16,Outlaws,ACADEMY,PLAYERC"
"1,2,3,16,Outlaws,ACADEMY,PLAYERD"
"2,7,9,16,Outlaws,ACADEMY,PLAYERE"
"2,3,5,16,Outlaws,ACADEMY,PLAYERF"
"4,5,9,16,Outlaws,ACADEMY,PLAYERG"
"1,3,4,16,Outlaws,ACADEMY,PLAYERH"
"10,5,15,16,Outlaws,CHAMPION,PLAYERA"
"9,4,13,16,Outlaws,CHAMPION,PLAYERB"
"0,6,6,16,Outlaws,CHAMPION,PLAYERC"
"0,2,2,16,Outlaws,CHAMPION,PLAYERD"
"2,5,7,16,Outlaws,CHAMPION,PLAYERE"
