"match_id,fixture_id,match_group_id,scheduling_start_time,scheduling_end_time,home,away,league,game_mode,home_wins,away_wins,winning_team"
"1626,390,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Foxes,Hurricanes,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"2494,390,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Foxes,Hurricanes,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"2478,390,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Foxes,Hurricanes,Master League,Standard,0,0,Not Played / Data Unavailable"
"2517,390,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Foxes,Hurricanes,Champion League,Standard,0,0,Not Played / Data Unavailable"
"4014,390,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Foxes,Hurricanes,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1458,390,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Foxes,Hurricanes,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"1939,391,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Puffins,Lightning,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1735,391,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Puffins,Lightning,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1632,391,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Puffins,Lightning,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"1413,391,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Puffins,Lightning,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"4124,391,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Puffins,Lightning,Master League,Standard,0,0,Not Played / Data Unavailable"
"2511,391,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Puffins,Lightning,Champion League,Standard,0,0,Not Played / Data Unavailable"
"2518,391,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Puffins,Lightning,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1456,391,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Puffins,Lightning,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"2485,392,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Sabres,Blizzard,Master League,Doubles,0,0,Not Played / Data Unavailable"
"2482,392,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Sabres,Blizzard,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1627,392,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Sabres,Blizzard,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"1412,392,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Sabres,Blizzard,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"4125,392,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Sabres,Blizzard,Master League,Standard,0,0,Not Played / Data Unavailable"
"2481,392,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Sabres,Blizzard,Champion League,Standard,0,0,Not Played / Data Unavailable"
"4015,392,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Sabres,Blizzard,Academy League,Standard,0,0,Not Played / Data Unavailable"
"2480,392,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Sabres,Blizzard,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"2127,474,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Hive,Hawks,Premier League,Doubles,0,0,Not Played / Data Unavailable"
"2495,474,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Hive,Hawks,Premier League,Standard,0,0,Not Played / Data Unavailable"
"2479,475,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Pirates,Wizards,Premier League,Doubles,0,0,Not Played / Data Unavailable"
"2071,475,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Pirates,Wizards,Premier League,Standard,0,0,Not Played / Data Unavailable"
"2126,476,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Rhinos,Tyrants,Premier League,Doubles,0,0,Not Played / Data Unavailable"
"2490,476,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Rhinos,Tyrants,Premier League,Standard,0,0,Not Played / Data Unavailable"
"2128,506,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Express,Hurricanes,Premier League,Doubles,0,0,Not Played / Data Unavailable"
"2073,506,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Express,Hurricanes,Premier League,Standard,0,0,Not Played / Data Unavailable"
"4146,512,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Knights,Bulls,Premier League,Doubles,0,0,Not Played / Data Unavailable"
"2072,512,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Knights,Bulls,Premier League,Standard,0,0,Not Played / Data Unavailable"
"1934,513,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Pandas,Tyrants,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1747,513,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Pandas,Tyrants,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"2474,513,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Pandas,Tyrants,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"1411,513,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Pandas,Tyrants,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"2039,513,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Pandas,Tyrants,Master League,Standard,0,0,Not Played / Data Unavailable"
"1830,513,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Pandas,Tyrants,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1531,513,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Pandas,Tyrants,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1454,513,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Pandas,Tyrants,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"1936,514,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Jets,Hive,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1731,514,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Jets,Hive,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1630,514,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Jets,Hive,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"2045,514,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Jets,Hive,Master League,Standard,0,0,Not Played / Data Unavailable"
"4083,514,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Jets,Hive,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1538,514,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Jets,Hive,Academy League,Standard,0,0,Not Played / Data Unavailable"
"2513,515,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Wolves,Eclipse,Master League,Doubles,0,0,Not Played / Data Unavailable"
"2512,515,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Wolves,Eclipse,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1628,515,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Wolves,Eclipse,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"3986,515,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Wolves,Eclipse,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"2047,515,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Wolves,Eclipse,Master League,Standard,0,0,Not Played / Data Unavailable"
"4084,515,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Wolves,Eclipse,Champion League,Standard,0,0,Not Played / Data Unavailable"
"4016,515,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Wolves,Eclipse,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1457,515,30,2021-12-16 05:00:00,2021-12-20 05:00:00,Wolves,Eclipse,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"1889,393,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Lightning,Sabres,Master League,Doubles,0,0,Not Played / Data Unavailable"
"4056,393,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Lightning,Sabres,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1650,393,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Lightning,Sabres,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"1382,393,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Lightning,Sabres,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"1996,393,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Lightning,Sabres,Master League,Standard,0,0,Not Played / Data Unavailable"
"1843,393,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Lightning,Sabres,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1543,393,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Lightning,Sabres,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1425,393,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Lightning,Sabres,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"1896,394,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Outlaws,Comets,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1754,394,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Outlaws,Comets,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1648,394,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Outlaws,Comets,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"2357,394,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Outlaws,Comets,Master League,Standard,0,0,Not Played / Data Unavailable"
"2382,394,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Outlaws,Comets,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1542,394,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Outlaws,Comets,Academy League,Standard,0,0,Not Played / Data Unavailable"
"4113,395,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Tyrants,Shadow,Master League,Doubles,0,0,Not Played / Data Unavailable"
"4058,395,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Tyrants,Shadow,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1647,395,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Tyrants,Shadow,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"1380,395,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Tyrants,Shadow,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"1998,395,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Tyrants,Shadow,Master League,Standard,0,0,Not Played / Data Unavailable"
"2525,395,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Tyrants,Shadow,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1532,395,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Tyrants,Shadow,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1424,395,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Tyrants,Shadow,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"4112,397,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hurricanes,Puffins,Master League,Doubles,0,0,Not Played / Data Unavailable"
"4055,397,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hurricanes,Puffins,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"2358,397,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hurricanes,Puffins,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"1384,397,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hurricanes,Puffins,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"2350,397,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hurricanes,Puffins,Master League,Standard,0,0,Not Played / Data Unavailable"
"1855,397,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hurricanes,Puffins,Champion League,Standard,0,0,Not Played / Data Unavailable"
"2384,397,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hurricanes,Puffins,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1430,397,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hurricanes,Puffins,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"2355,398,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Elite,Pandas,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1739,398,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Elite,Pandas,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1646,398,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Elite,Pandas,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"1383,398,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Elite,Pandas,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"2001,398,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Elite,Pandas,Master League,Standard,0,0,Not Played / Data Unavailable"
"2526,398,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Elite,Pandas,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1541,398,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Elite,Pandas,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1428,398,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Elite,Pandas,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"1895,399,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bulls,Sharks,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1750,399,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bulls,Sharks,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"4039,399,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bulls,Sharks,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"1379,399,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bulls,Sharks,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"1999,399,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bulls,Sharks,Master League,Standard,0,0,Not Played / Data Unavailable"
"1839,399,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bulls,Sharks,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1527,399,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bulls,Sharks,Academy League,Standard,0,0,Not Played / Data Unavailable"
"2520,399,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bulls,Sharks,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"1890,400,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Rhinos,Spectre,Master League,Doubles,0,0,Not Played / Data Unavailable"
"2147,400,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Rhinos,Spectre,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1649,400,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Rhinos,Spectre,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"4130,400,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Rhinos,Spectre,Master League,Standard,0,0,Not Played / Data Unavailable"
"4086,400,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Rhinos,Spectre,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1544,400,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Rhinos,Spectre,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1893,401,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Blizzard,Wolves,Master League,Doubles,0,0,Not Played / Data Unavailable"
"2155,401,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Blizzard,Wolves,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"2553,401,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Blizzard,Wolves,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"2339,401,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Blizzard,Wolves,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"2000,401,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Blizzard,Wolves,Master League,Standard,0,0,Not Played / Data Unavailable"
"1789,401,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Blizzard,Wolves,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1528,401,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Blizzard,Wolves,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1426,401,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Blizzard,Wolves,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"1891,402,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hive,Knights,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1753,402,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hive,Knights,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1634,402,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hive,Knights,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"2154,402,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hive,Knights,Master League,Standard,0,0,Not Played / Data Unavailable"
"2352,402,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hive,Knights,Champion League,Standard,0,0,Not Played / Data Unavailable"
"2274,402,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hive,Knights,Academy League,Standard,0,0,Not Played / Data Unavailable"
"2417,403,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Ducks,Express,Master League,Doubles,0,0,Not Played / Data Unavailable"
"2354,403,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Ducks,Express,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1636,403,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Ducks,Express,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"1997,403,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Ducks,Express,Master League,Standard,0,0,Not Played / Data Unavailable"
"1791,403,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Ducks,Express,Champion League,Standard,0,0,Not Played / Data Unavailable"
"4017,403,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Ducks,Express,Academy League,Standard,0,0,Not Played / Data Unavailable"
"4111,404,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Aviators,Spartans,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1738,404,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Aviators,Spartans,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1652,404,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Aviators,Spartans,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"4127,404,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Aviators,Spartans,Master League,Standard,0,0,Not Played / Data Unavailable"
"2552,404,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Aviators,Spartans,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1545,404,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Aviators,Spartans,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1897,405,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Pirates,Demolition,Master League,Doubles,0,0,Not Played / Data Unavailable"
"4057,405,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Pirates,Demolition,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1651,405,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Pirates,Demolition,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"2002,405,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Pirates,Demolition,Master League,Standard,0,0,Not Played / Data Unavailable"
"1840,405,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Pirates,Demolition,Champion League,Standard,0,0,Not Played / Data Unavailable"
"2353,405,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Pirates,Demolition,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1892,406,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Eclipse,Foxes,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1740,406,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Eclipse,Foxes,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1633,406,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Eclipse,Foxes,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"3988,406,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Eclipse,Foxes,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"1995,406,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Eclipse,Foxes,Master League,Standard,0,0,Not Played / Data Unavailable"
"1790,406,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Eclipse,Foxes,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1526,406,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Eclipse,Foxes,Academy League,Standard,0,0,Not Played / Data Unavailable"
"2213,406,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Eclipse,Foxes,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"2418,477,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Tyrants,Hive,Premier League,Doubles,0,0,Not Played / Data Unavailable"
"2050,477,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Tyrants,Hive,Premier League,Standard,0,0,Not Played / Data Unavailable"
"2102,478,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Express,Knights,Premier League,Doubles,0,0,Not Played / Data Unavailable"
"2048,478,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Express,Knights,Premier League,Standard,0,0,Not Played / Data Unavailable"
"2104,479,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Wizards,Rhinos,Premier League,Doubles,0,0,Not Played / Data Unavailable"
"2103,479,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Wizards,Rhinos,Premier League,Standard,0,0,Not Played / Data Unavailable"
"2146,481,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Pirates,Bulls,Premier League,Doubles,0,0,Not Played / Data Unavailable"
"2049,481,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Pirates,Bulls,Premier League,Standard,0,0,Not Played / Data Unavailable"
"2105,482,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hawks,Hurricanes,Premier League,Doubles,0,0,Not Played / Data Unavailable"
"4141,482,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hawks,Hurricanes,Premier League,Standard,0,0,Not Played / Data Unavailable"
"2528,516,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Dodgers,Flames,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1755,516,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Dodgers,Flames,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"2351,516,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Dodgers,Flames,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"3989,516,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Dodgers,Flames,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"2527,516,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Dodgers,Flames,Master League,Standard,0,0,Not Played / Data Unavailable"
"2356,516,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Dodgers,Flames,Champion League,Standard,0,0,Not Played / Data Unavailable"
"4020,516,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Dodgers,Flames,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1437,516,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Dodgers,Flames,Foundation League,Standard,0,0,Not Played / Data Unavailable"
"2255,517,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bears,Wizards,Master League,Doubles,0,0,Not Played / Data Unavailable"
"2383,517,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bears,Wizards,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"2256,517,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bears,Wizards,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"4129,517,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bears,Wizards,Master League,Standard,0,0,Not Played / Data Unavailable"
"1856,517,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bears,Wizards,Champion League,Standard,0,0,Not Played / Data Unavailable"
"4019,517,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Bears,Wizards,Academy League,Standard,0,0,Not Played / Data Unavailable"
"2381,518,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hawks,Jets,Master League,Doubles,0,0,Not Played / Data Unavailable"
"2551,518,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hawks,Jets,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1645,518,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hawks,Jets,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"4128,518,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hawks,Jets,Master League,Standard,0,0,Not Played / Data Unavailable"
"1788,518,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hawks,Jets,Champion League,Standard,0,0,Not Played / Data Unavailable"
"4018,518,31,2022-01-06 05:00:00,2022-01-10 05:00:00,Hawks,Jets,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1972,396,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Bears,Outlaws,Master League,Doubles,0,0,Not Played / Data Unavailable"
"4059,396,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Bears,Outlaws,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1659,396,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Bears,Outlaws,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"4132,396,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Bears,Outlaws,Master League,Standard,0,0,Not Played / Data Unavailable"
"1860,396,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Bears,Outlaws,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1551,396,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Bears,Outlaws,Academy League,Standard,0,0,Not Played / Data Unavailable"
"1941,408,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Express,Jets,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1765,408,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Express,Jets,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"2420,408,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Express,Jets,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"2412,408,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Express,Jets,Master League,Standard,0,0,Not Played / Data Unavailable"
"2414,408,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Express,Jets,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1556,408,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Express,Jets,Academy League,Standard,0,0,Not Played / Data Unavailable"
"2411,409,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Foxes,Puffins,Master League,Doubles,0,0,Not Played / Data Unavailable"
"1757,409,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Foxes,Puffins,Champion League,Doubles,0,0,Not Played / Data Unavailable"
"1655,409,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Foxes,Puffins,Academy League,Doubles,0,0,Not Played / Data Unavailable"
"2554,409,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Foxes,Puffins,Foundation League,Doubles,0,0,Not Played / Data Unavailable"
"2004,409,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Foxes,Puffins,Master League,Standard,0,0,Not Played / Data Unavailable"
"1858,409,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Foxes,Puffins,Champion League,Standard,0,0,Not Played / Data Unavailable"
"1550,409,32,2022-01-13 05:00:00,2022-01-17 05:00:00,Foxes,Puffins,Academy League,Standard,0,0,Not Played / Data Unavailable"
