"name,member_id,gamemode,skill_group,team_name,season,games_played,sprocket_rating,dpi_per_game,opi_per_game,avg_score,goals_per_game,total_goals,saves_per_game,total_saves,shots_per_game,total_shots,assists_per_game,total_assists,avg_goals_against,total_goals_against,avg_shots_against,total_shots_against,avg_demos_inflicted,total_demos_inflicted,avg_demos_taken,total_demos_taken"
"1kgrey,5064,RL_STANDARD,Foundation League,Sabres,Season 16,5,50.5800000000000000,53.1600000000000000,47.9980000000000000,251.0000000000000000,0.40000000000000000000,2.00,1.00000000000000000000,5.00,1.6000000000000000,8.00,0.80000000000000000000,4.00,2.4000000000000000,12.00,6.4000000000000000,32.00,0.40000000000000000000,2.00,1.2000000000000000,6.00"
"1minatur,3680,RL_DOUBLES,Master League,Rhinos,Season 15,15,49.1320000000000000,36.0540000000000000,62.2093333333333333,553.0000000000000000,1.4666666666666667,22.00,1.5333333333333333,23.00,4.0666666666666667,61.00,1.2666666666666667,19.00,3.4000000000000000,51.00,7.2666666666666667,109.00,0.93333333333333333333,14.00,0.93333333333333333333,14.00"
"1minatur,3680,RL_DOUBLES,Premier League,Lightning,Season 15,5,46.6860000000000000,46.0640000000000000,47.3080000000000000,499.6000000000000000,1.4000000000000000,7.00,2.6000000000000000,13.00,4.0000000000000000,20.00,0.80000000000000000000,4.00,3.8000000000000000,19.00,10.6000000000000000,53.00,0.80000000000000000000,4.00,1.8000000000000000,9.00"
"1minatur,3680,RL_STANDARD,Master League,Rhinos,Season 14,20,58.1240000000000000,59.8430000000000000,56.4050000000000000,354.1500000000000000,0.75000000000000000000,15.00,1.1000000000000000,22.00,2.7500000000000000,55.00,0.85000000000000000000,17.00,1.6000000000000000,32.00,5.7500000000000000,115.00,1.6000000000000000,32.00,0.50000000000000000000,10.00"
"1minatur,3680,RL_STANDARD,Master League,Rhinos,Season 14 Playoffs,4,50.9600000000000000,87.2975000000000000,14.6200000000000000,193.7500000000000000,0E-20,0.00,1.2500000000000000,5.00,0.50000000000000000000,2.00,0.25000000000000000000,1.00,1.7500000000000000,7.00,8.5000000000000000,34.00,1.00000000000000000000,4.00,2.5000000000000000,10.00"
"1minatur,3680,RL_STANDARD,Master League,Rhinos,Season 15,15,58.6293333333333333,43.1653333333333333,74.0933333333333333,453.0000000000000000,1.4666666666666667,22.00,1.5333333333333333,23.00,3.6000000000000000,54.00,0.73333333333333333333,11.00,1.6000000000000000,24.00,5.9333333333333333,89.00,1.0666666666666667,16.00,0.53333333333333333333,8.00"
"1minatur,3680,RL_STANDARD,Premier League,Lightning,Season 15,10,47.6840000000000000,45.7990000000000000,49.5690000000000000,366.5000000000000000,0.70000000000000000000,7.00,1.4000000000000000,14.00,2.4000000000000000,24.00,0.60000000000000000000,6.00,1.7000000000000000,17.00,7.4000000000000000,74.00,1.1000000000000000,11.00,0.80000000000000000000,8.00"
"2Script,5090,RL_DOUBLES,Master League,Spectre,Season 16,9,55.7044444444444444,44.6455555555555556,66.7600000000000000,637.1111111111111111,2.1111111111111111,19.00,2.0000000000000000,18.00,6.3333333333333333,57.00,0.77777777777777777778,7.00,2.3333333333333333,21.00,7.2222222222222222,65.00,0.33333333333333333333,3.00,0.44444444444444444444,4.00"
"2Script,5090,RL_DOUBLES,Master League,Spectre,Season 16 Playoffs,8,54.0087500000000000,49.2587500000000000,58.7600000000000000,588.7500000000000000,1.7500000000000000,14.00,2.1250000000000000,17.00,4.3750000000000000,35.00,0.87500000000000000000,7.00,3.3750000000000000,27.00,8.1250000000000000,65.00,0.62500000000000000000,5.00,0.87500000000000000000,7.00"
"2Script,5090,RL_DOUBLES,Master League,Spectre,Season 17,15,62.3280000000000000,60.5893333333333333,64.0673333333333333,666.2666666666666667,1.9333333333333333,29.00,2.2000000000000000,33.00,5.2666666666666667,79.00,1.1333333333333333,17.00,2.7333333333333333,41.00,7.3333333333333333,110.00,0.40000000000000000000,6.00,0.93333333333333333333,14.00"
"2Script,5090,RL_STANDARD,Master League,Spectre,Season 16,5,47.1160000000000000,47.7140000000000000,46.5160000000000000,305.8000000000000000,0.40000000000000000000,2.00,1.2000000000000000,6.00,2.4000000000000000,12.00,0.80000000000000000000,4.00,2.2000000000000000,11.00,9.4000000000000000,47.00,0.80000000000000000000,4.00,1.00000000000000000000,5.00"
"2Script,5090,RL_STANDARD,Master League,Spectre,Season 17,15,48.1613333333333333,41.7326666666666667,54.5886666666666667,383.1333333333333333,0.86666666666666666667,13.00,1.4666666666666667,22.00,2.9333333333333333,44.00,0.80000000000000000000,12.00,2.0000000000000000,30.00,7.0000000000000000,105.00,0.73333333333333333333,11.00,0.60000000000000000000,9.00"
"2Script,5090,RL_STANDARD,Premier League,Blizzard,Season 17,5,26.2420000000000000,38.7420000000000000,13.7420000000000000,285.2000000000000000,0E-20,0.00,2.4000000000000000,12.00,1.2000000000000000,6.00,0.20000000000000000000,1.00,4.0000000000000000,20.00,11.8000000000000000,59.00,0.40000000000000000000,2.00,0.60000000000000000000,3.00"
"3Putt,5418,RL_DOUBLES,Academy League,Pandas,Season 18,20,41.8530000000000000,51.2740000000000000,32.4310000000000000,453.7000000000000000,1.1500000000000000,23.00,1.7000000000000000,34.00,3.7000000000000000,74.00,0.40000000000000000000,8.00,3.2500000000000000,65.00,7.3500000000000000,147.00,1.4500000000000000,29.00,0.60000000000000000000,12.00"
"3Putt,5418,RL_STANDARD,Academy League,Pandas,Season 18,30,50.4473333333333333,60.5730000000000000,40.3240000000000000,337.9000000000000000,0.80000000000000000000,24.00,1.5666666666666667,47.00,2.2000000000000000,66.00,0.36666666666666666667,11.00,1.8333333333333333,55.00,6.4666666666666667,194.00,1.5000000000000000,45.00,0.76666666666666666667,23.00"
"3r1an7,4238,RL_DOUBLES,Academy League,Bears,Season 17,10,57.6500000000000000,63.8210000000000000,51.4770000000000000,560.5000000000000000,2.0000000000000000,20.00,1.5000000000000000,15.00,5.0000000000000000,50.00,0.60000000000000000000,6.00,3.0000000000000000,30.00,7.2000000000000000,72.00,1.4000000000000000,14.00,0.10000000000000000000,1.00"
"3r1an7,4238,RL_DOUBLES,Academy League,Express,Season 15,15,52.9953333333333333,53.5980000000000000,52.3906666666666667,548.8666666666666667,1.9333333333333333,29.00,1.6666666666666667,25.00,4.4000000000000000,66.00,0.66666666666666666667,10.00,3.2000000000000000,48.00,7.1333333333333333,107.00,1.00000000000000000000,15.00,0.66666666666666666667,10.00"
"3r1an7,4238,RL_DOUBLES,Academy League,Hive,Season 16,10,43.9200000000000000,44.3780000000000000,43.4620000000000000,555.4000000000000000,2.1000000000000000,21.00,1.4000000000000000,14.00,4.9000000000000000,49.00,0.20000000000000000000,2.00,3.4000000000000000,34.00,6.8000000000000000,68.00,1.00000000000000000000,10.00,0.50000000000000000000,5.00"
"3r1an7,4238,RL_DOUBLES,Champion League,Outlaws,Season 18,19,45.9031578947368421,45.6789473684210526,46.1257894736842105,510.4736842105263158,1.6315789473684211,31.00,1.5263157894736842,29.00,4.1578947368421053,79.00,0.63157894736842105263,12.00,3.0526315789473684,58.00,8.1052631578947368,154.00,1.2105263157894737,23.00,0.68421052631578947368,13.00"
"3r1an7,4238,RL_STANDARD,Academy League,Bears,Season 17,20,50.4555000000000000,52.0180000000000000,48.8920000000000000,353.8000000000000000,0.80000000000000000000,16.00,1.1000000000000000,22.00,3.5000000000000000,70.00,0.55000000000000000000,11.00,2.4000000000000000,48.00,6.7500000000000000,135.00,1.2000000000000000,24.00,1.00000000000000000000,20.00"
"3r1an7,4238,RL_STANDARD,Academy League,Express,Season 15,20,46.2395000000000000,41.1905000000000000,51.2900000000000000,302.2500000000000000,0.85000000000000000000,17.00,0.70000000000000000000,14.00,2.2500000000000000,45.00,0.60000000000000000000,12.00,2.1500000000000000,43.00,5.8500000000000000,117.00,0.65000000000000000000,13.00,0.45000000000000000000,9.00"
"3r1an7,4238,RL_STANDARD,Academy League,Express,Season 15 Playoffs,4,57.4850000000000000,43.2200000000000000,71.7550000000000000,412.5000000000000000,1.00000000000000000000,4.00,1.5000000000000000,6.00,2.2500000000000000,9.00,1.00000000000000000000,4.00,3.0000000000000000,12.00,9.0000000000000000,36.00,1.00000000000000000000,4.00,0.50000000000000000000,2.00"
"3r1an7,4238,RL_STANDARD,Academy League,Flames,Season 16,15,54.7466666666666667,45.5093333333333333,63.9846666666666667,408.6000000000000000,1.0666666666666667,16.00,1.0666666666666667,16.00,3.7333333333333333,56.00,0.80000000000000000000,12.00,2.4000000000000000,36.00,7.2000000000000000,108.00,1.00000000000000000000,15.00,0.33333333333333333333,5.00"
"3r1an7,4238,RL_STANDARD,Academy League,Flames,Season 16 Playoffs,5,46.5540000000000000,73.1780000000000000,19.9360000000000000,218.0000000000000000,0E-20,0.00,1.4000000000000000,7.00,1.2000000000000000,6.00,0.40000000000000000000,2.00,1.8000000000000000,9.00,6.6000000000000000,33.00,1.00000000000000000000,5.00,1.00000000000000000000,5.00"
"3r1an7,4238,RL_STANDARD,Academy League,Hive,Season 16,5,63.8420000000000000,52.5280000000000000,75.1560000000000000,352.6000000000000000,0.60000000000000000000,3.00,1.4000000000000000,7.00,2.6000000000000000,13.00,1.4000000000000000,7.00,3.2000000000000000,16.00,9.6000000000000000,48.00,0.60000000000000000000,3.00,0E-20,0.00"
"3r1an7,4238,RL_STANDARD,Champion League,Outlaws,Season 18,17,46.9752941176470588,37.5670588235294118,56.3800000000000000,381.1764705882352941,0.88235294117647058824,15.00,1.4705882352941176,25.00,2.6470588235294118,45.00,0.70588235294117647059,12.00,2.5882352941176471,44.00,7.8235294117647059,133.00,1.1764705882352941,20.00,0.94117647058823529412,16.00"
"3Stans-Washed,3970,RL_DOUBLES,Academy League,Flames,Season 14,1,31.1300000000000000,51.0000000000000000,11.2600000000000000,292.0000000000000000,1.00000000000000000000,1.00,1.00000000000000000000,1.00,2.0000000000000000,2.00,0E-20,0.00,7.0000000000000000,7.00,13.0000000000000000,13.00,0E-20,0.00,2.0000000000000000,2.00"
"3Stans-Washed,3970,RL_DOUBLES,Champion League,Blizzard,Season 15,15,43.1480000000000000,38.9233333333333333,47.3706666666666667,462.1333333333333333,1.2000000000000000,18.00,1.2666666666666667,19.00,2.8000000000000000,42.00,1.00000000000000000000,15.00,3.6666666666666667,55.00,8.4000000000000000,126.00,0.46666666666666666667,7.00,0.33333333333333333333,5.00"
"3Stans-Washed,3970,RL_DOUBLES,Champion League,Spectre,Season 17,15,50.2853333333333333,58.8153333333333333,41.7533333333333333,470.0666666666666667,1.1333333333333333,17.00,1.5333333333333333,23.00,3.6666666666666667,55.00,0.80000000000000000000,12.00,3.2666666666666667,49.00,8.1333333333333333,122.00,1.2666666666666667,19.00,1.2666666666666667,19.00"
"3Stans-Washed,3970,RL_STANDARD,Academy League,Flames,Season 14,20,52.4030000000000000,64.6775000000000000,40.1255000000000000,332.5500000000000000,0.75000000000000000000,15.00,1.2500000000000000,25.00,1.9000000000000000,38.00,0.40000000000000000000,8.00,1.7000000000000000,34.00,6.6500000000000000,133.00,0.75000000000000000000,15.00,1.00000000000000000000,20.00"
"3Stans-Washed,3970,RL_STANDARD,Champion League,Blizzard,Season 15,20,41.8555000000000000,53.1890000000000000,30.5210000000000000,288.5000000000000000,0.45000000000000000000,9.00,1.4000000000000000,28.00,1.5000000000000000,30.00,0.30000000000000000000,6.00,2.2500000000000000,45.00,7.0500000000000000,141.00,0.90000000000000000000,18.00,0.70000000000000000000,14.00"
"3Stans-Washed,3970,RL_STANDARD,Champion League,Spectre,Season 17,5,29.6260000000000000,39.7740000000000000,19.4820000000000000,225.0000000000000000,0.20000000000000000000,1.00,1.2000000000000000,6.00,1.8000000000000000,9.00,0.20000000000000000000,1.00,3.0000000000000000,15.00,7.2000000000000000,36.00,1.2000000000000000,6.00,1.00000000000000000000,5.00"
"3Stans-Washed,3970,RL_STANDARD,Champion League,Spectre,Season 18,38,45.4584210526315789,57.0489473684210526,33.8689473684210526,286.5526315789473684,0.31578947368421052632,12.00,1.2631578947368421,48.00,2.2105263157894737,84.00,0.50000000000000000000,19.00,2.3947368421052632,91.00,7.7631578947368421,295.00,1.5789473684210526,60.00,0.76315789473684210526,29.00"
"3xoticmoon,4863,RL_DOUBLES,Foundation League,Dodgers,Season 17,5,42.1940000000000000,46.2640000000000000,38.1260000000000000,496.6000000000000000,1.6000000000000000,8.00,1.4000000000000000,7.00,3.8000000000000000,19.00,0.40000000000000000000,2.00,3.6000000000000000,18.00,7.0000000000000000,35.00,2.0000000000000000,10.00,0.60000000000000000000,3.00"
"3xoticmoon,4863,RL_DOUBLES,Foundation League,Ducks,Season 17,5,36.0980000000000000,49.8700000000000000,22.3280000000000000,380.0000000000000000,1.00000000000000000000,5.00,0.60000000000000000000,3.00,2.6000000000000000,13.00,0.40000000000000000000,2.00,2.6000000000000000,13.00,6.2000000000000000,31.00,0.80000000000000000000,4.00,0.40000000000000000000,2.00"
"3xoticmoon,4863,RL_DOUBLES,Foundation League,Spectre,Season 16,25,38.5364000000000000,49.7292000000000000,27.3416000000000000,379.0800000000000000,1.2400000000000000,31.00,1.2400000000000000,31.00,3.1600000000000000,79.00,0.28000000000000000000,7.00,3.0400000000000000,76.00,7.4000000000000000,185.00,0.92000000000000000000,23.00,0.92000000000000000000,23.00"
"3xoticmoon,4863,RL_DOUBLES,Foundation League,Wizards,Season 18,10,51.7210000000000000,51.9140000000000000,51.5270000000000000,539.7000000000000000,2.1000000000000000,21.00,1.2000000000000000,12.00,3.8000000000000000,38.00,0.60000000000000000000,6.00,3.6000000000000000,36.00,8.7000000000000000,87.00,1.1000000000000000,11.00,0.80000000000000000000,8.00"
"3xoticmoon,4863,RL_STANDARD,Foundation League,Dodgers,Season 17,10,35.8100000000000000,33.9360000000000000,37.6770000000000000,237.3000000000000000,0.20000000000000000000,2.00,0.80000000000000000000,8.00,1.3000000000000000,13.00,0.80000000000000000000,8.00,3.1000000000000000,31.00,6.5000000000000000,65.00,1.5000000000000000,15.00,0.90000000000000000000,9.00"
"3xoticmoon,4863,RL_STANDARD,Foundation League,Dodgers,Season 17 Playoffs,4,53.3700000000000000,38.7650000000000000,67.9750000000000000,346.7500000000000000,0.75000000000000000000,3.00,1.2500000000000000,5.00,4.5000000000000000,18.00,1.00000000000000000000,4.00,3.0000000000000000,12.00,6.5000000000000000,26.00,0.75000000000000000000,3.00,0.25000000000000000000,1.00"
"3xoticmoon,4863,RL_STANDARD,Foundation League,Ducks,Season 17,10,36.2060000000000000,43.0600000000000000,29.3510000000000000,256.1000000000000000,0.50000000000000000000,5.00,1.00000000000000000000,10.00,1.4000000000000000,14.00,0.20000000000000000000,2.00,3.1000000000000000,31.00,8.2000000000000000,82.00,1.2000000000000000,12.00,0.60000000000000000000,6.00"
"3xoticmoon,4863,RL_STANDARD,Foundation League,Spectre,Season 16,25,40.8052000000000000,40.5244000000000000,41.0868000000000000,282.3200000000000000,0.64000000000000000000,16.00,0.88000000000000000000,22.00,1.9200000000000000,48.00,0.52000000000000000000,13.00,2.6400000000000000,66.00,6.3200000000000000,158.00,0.60000000000000000000,15.00,0.76000000000000000000,19.00"
"5/3rds Stupid,3850,RL_DOUBLES,Champion League,Hurricanes,Season 16,15,61.0386666666666667,65.7586666666666667,56.3180000000000000,674.2000000000000000,1.8000000000000000,27.00,2.7333333333333333,41.00,4.3333333333333333,65.00,0.93333333333333333333,14.00,2.5333333333333333,38.00,7.0666666666666667,106.00,1.4000000000000000,21.00,0.86666666666666666667,13.00"
"5/3rds Stupid,3850,RL_DOUBLES,Champion League,Wizards,Season 14,20,56.9400000000000000,58.2475000000000000,55.6320000000000000,619.9000000000000000,1.8000000000000000,36.00,2.5000000000000000,50.00,4.4000000000000000,88.00,0.80000000000000000000,16.00,2.5500000000000000,51.00,7.6000000000000000,152.00,1.0500000000000000,21.00,1.2500000000000000,25.00"
"5/3rds Stupid,3850,RL_STANDARD,Champion League,Hurricanes,Season 16,20,50.9895000000000000,53.2750000000000000,48.7035000000000000,375.5000000000000000,0.85000000000000000000,17.00,1.5500000000000000,31.00,3.1500000000000000,63.00,0.45000000000000000000,9.00,1.9000000000000000,38.00,8.0000000000000000,160.00,0.70000000000000000000,14.00,1.3000000000000000,26.00"
"5/3rds Stupid,3850,RL_STANDARD,Champion League,Wizards,Season 14,15,48.4386666666666667,53.7520000000000000,43.1266666666666667,432.7333333333333333,1.00000000000000000000,15.00,2.0000000000000000,30.00,2.9333333333333333,44.00,0.26666666666666666667,4.00,2.6666666666666667,40.00,9.7333333333333333,146.00,0.53333333333333333333,8.00,0.60000000000000000000,9.00"
"5/3rds Stupid,3850,RL_STANDARD,Master League,Flames,Season 18,5,65.4460000000000000,64.8940000000000000,66.0000000000000000,409.4000000000000000,0.60000000000000000000,3.00,2.4000000000000000,12.00,2.4000000000000000,12.00,1.2000000000000000,6.00,2.0000000000000000,10.00,8.6000000000000000,43.00,0.80000000000000000000,4.00,1.4000000000000000,7.00"
"5/3rds Stupid,3850,RL_STANDARD,Master League,Knights,Season 17,5,61.4720000000000000,66.6120000000000000,56.3340000000000000,408.2000000000000000,0.80000000000000000000,4.00,2.4000000000000000,12.00,1.8000000000000000,9.00,0.80000000000000000000,4.00,2.6000000000000000,13.00,8.4000000000000000,42.00,1.8000000000000000,9.00,0.80000000000000000000,4.00"
"5dollarvodka,1575,RL_DOUBLES,Champion League,Puffins,Season 14,15,51.3620000000000000,62.0666666666666667,40.6573333333333333,472.0666666666666667,1.6000000000000000,24.00,1.1333333333333333,17.00,4.0000000000000000,60.00,0.60000000000000000000,9.00,3.4666666666666667,52.00,6.8666666666666667,103.00,0.46666666666666666667,7.00,1.2666666666666667,19.00"
"5dollarvodka,1575,RL_DOUBLES,Champion League,Puffins,Season 14 Playoffs,4,41.7650000000000000,43.9850000000000000,39.5475000000000000,580.7500000000000000,2.0000000000000000,8.00,1.7500000000000000,7.00,4.7500000000000000,19.00,0.50000000000000000000,2.00,3.5000000000000000,14.00,8.7500000000000000,35.00,0.50000000000000000000,2.00,0.25000000000000000000,1.00"
"5dollarvodka,1575,RL_DOUBLES,Champion League,Puffins,Season 15,25,53.3128000000000000,48.6944000000000000,57.9312000000000000,570.1200000000000000,1.8000000000000000,45.00,1.9200000000000000,48.00,4.0800000000000000,102.00,1.00000000000000000000,25.00,3.0400000000000000,76.00,8.1600000000000000,204.00,0.68000000000000000000,17.00,1.00000000000000000000,25.00"
"5dollarvodka,1575,RL_DOUBLES,Champion League,Puffins,Season 15 Playoffs,3,46.2666666666666667,57.0533333333333333,35.4800000000000000,508.0000000000000000,1.00000000000000000000,3.00,2.3333333333333333,7.00,4.6666666666666667,14.00,0.66666666666666666667,2.00,2.6666666666666667,8.00,8.0000000000000000,24.00,0.33333333333333333333,1.00,0.66666666666666666667,2.00"
"5dollarvodka,1575,RL_DOUBLES,Master League,Puffins,Season 16,5,50.1100000000000000,63.7760000000000000,36.4400000000000000,336.8000000000000000,0.60000000000000000000,3.00,1.4000000000000000,7.00,3.8000000000000000,19.00,0.80000000000000000000,4.00,4.2000000000000000,21.00,9.6000000000000000,48.00,1.4000000000000000,7.00,2.0000000000000000,10.00"
"5dollarvodka,1575,RL_STANDARD,Champion League,Puffins,Season 14,15,55.6933333333333333,64.1826666666666667,47.2060000000000000,347.1333333333333333,0.93333333333333333333,14.00,1.2000000000000000,18.00,2.8000000000000000,42.00,0.33333333333333333333,5.00,1.5333333333333333,23.00,6.5333333333333333,98.00,0.80000000000000000000,12.00,0.73333333333333333333,11.00"
"5dollarvodka,1575,RL_STANDARD,Champion League,Puffins,Season 14 Playoffs,4,58.5075000000000000,68.5650000000000000,48.4525000000000000,369.2500000000000000,0.50000000000000000000,2.00,2.5000000000000000,10.00,2.7500000000000000,11.00,0.75000000000000000000,3.00,1.5000000000000000,6.00,8.2500000000000000,33.00,0.50000000000000000000,2.00,2.0000000000000000,8.00"
"5dollarvodka,1575,RL_STANDARD,Champion League,Puffins,Season 15,35,54.5785714285714286,57.8817142857142857,51.2757142857142857,343.6000000000000000,0.71428571428571428571,25.00,1.2857142857142857,45.00,2.8285714285714286,99.00,0.74285714285714285714,26.00,2.0000000000000000,70.00,7.0857142857142857,248.00,0.57142857142857142857,20.00,1.0571428571428571,37.00"
"5dollarvodka,1575,RL_STANDARD,Champion League,Puffins,Season 15 Playoffs,8,53.2737500000000000,47.0975000000000000,59.4462500000000000,327.1250000000000000,0.37500000000000000000,3.00,1.3750000000000000,11.00,2.6250000000000000,21.00,1.3750000000000000,11.00,3.0000000000000000,24.00,8.7500000000000000,70.00,1.00000000000000000000,8.00,0.62500000000000000000,5.00"
"7emporary,704,RL_DOUBLES,Master League,Spectre,Season 14,15,47.9140000000000000,67.0153333333333333,28.8120000000000000,431.8666666666666667,0.73333333333333333333,11.00,1.8666666666666667,28.00,3.6666666666666667,55.00,0.60000000000000000000,9.00,3.4000000000000000,51.00,7.6666666666666667,115.00,0.66666666666666666667,10.00,1.1333333333333333,17.00"
"808sosaa,4434,RL_DOUBLES,Master League,Outlaws,Season 16,15,59.9520000000000000,59.0466666666666667,60.8553333333333333,640.6000000000000000,2.4666666666666667,37.00,1.8666666666666667,28.00,5.0666666666666667,76.00,0.80000000000000000000,12.00,2.6000000000000000,39.00,7.7333333333333333,116.00,0.53333333333333333333,8.00,1.2000000000000000,18.00"
"808sosaa,4434,RL_DOUBLES,Master League,Outlaws,Season 16 Playoffs,10,50.7260000000000000,41.9100000000000000,59.5420000000000000,559.3000000000000000,2.2000000000000000,22.00,1.4000000000000000,14.00,5.1000000000000000,51.00,0.70000000000000000000,7.00,3.1000000000000000,31.00,7.5000000000000000,75.00,0.90000000000000000000,9.00,0.80000000000000000000,8.00"
"808sosaa,4434,RL_STANDARD,Master League,Outlaws,Season 16,15,50.2886666666666667,46.7320000000000000,53.8493333333333333,386.0000000000000000,1.1333333333333333,17.00,1.6000000000000000,24.00,3.4000000000000000,51.00,0.46666666666666666667,7.00,2.2666666666666667,34.00,7.6000000000000000,114.00,0.73333333333333333333,11.00,0.80000000000000000000,12.00"
"999gav,5480,RL_DOUBLES,Academy League,Elite,Season 18,25,53.4440000000000000,53.1712000000000000,53.7156000000000000,603.1600000000000000,1.8800000000000000,47.00,1.6000000000000000,40.00,4.4400000000000000,111.00,0.84000000000000000000,21.00,2.5600000000000000,64.00,6.2400000000000000,156.00,1.0400000000000000,26.00,0.68000000000000000000,17.00"
