"match_id,round_id,Home,Home Goals,Away,Away Goals"
"54246,164798,Bulls,0,Knights,6"
"54246,164800,Bulls,5,Knights,0"
"54244,164803,Bulls,4,Knights,2"
"54258,164817,Pandas,2,Outlaws,4"
"54188,164827,Shadow,2,Hurricanes,0"
"54398,165107,Express,1,Outlaws,2"
"54303,165123,Foxes,2,Sabres,1"
"54381,165139,Demolition,1,Elite,2"
"54309,165146,Tyrants,4,Puffins,2"
"54309,165148,Tyrants,4,Puffins,1"
"54417,165150,Bears,3,Pandas,1"
"54420,165246,Rhinos,5,Bulls,4"
"54422,165252,Rhinos,2,Bulls,5"
"54306,165257,Foxes,3,Sabres,2"
"54359,165267,Wolves,2,Lightning,1"
"54406,165273,Spartans,3,Knights,2"
"54396,165478,Express,3,Outlaws,5"
"54370,165487,Ducks,1,Pirates,4"
"54370,165488,Ducks,0,Pirates,6"
"54392,165498,Flames,8,Dodgers,1"
"54333,165510,Aviators,0,Hurricanes,2"
"54333,165511,Aviators,1,Hurricanes,3"
"54333,165512,Aviators,2,Hurricanes,0"
"54341,165514,Jets,3,Hive,0"
"54341,165517,Jets,1,Hive,5"
"54548,165685,Pandas,0,Rhinos,1"
"54436,165695,Sabres,3,Tyrants,4"
"54436,165697,Sabres,1,Tyrants,6"
"54430,165779,Puffins,5,Foxes,3"
"54522,165787,Elite,1,Flames,4"
"54445,165795,Eclipse,1,Comets,0"
"54532,165799,Outlaws,2,Spartans,4"
"54482,165847,Lightning,4,Blizzard,5"
"54545,165860,Bulls,5,Bears,1"
"54542,165868,Bulls,3,Bears,2"
"54434,165908,Puffins,1,Foxes,4"
"54450,165927,Eclipse,0,Comets,6"
"54440,165928,Sabres,4,Tyrants,5"
"54440,165931,Sabres,3,Tyrants,2"
"54546,166079,Bulls,5,Bears,1"
"54501,166087,Pirates,2,Sharks,1"
"54501,166088,Pirates,2,Sharks,3"
"54501,166090,Pirates,2,Sharks,1"
"54525,166173,Knights,2,Express,1"
"54525,166174,Knights,2,Express,3"
"54442,166185,Sabres,5,Tyrants,2"
"54498,166260,Hawks,5,Ducks,2"
"54494,166268,Hawks,4,Ducks,3"
"54494,166271,Hawks,0,Ducks,2"
"54481,166278,Lightning,3,Blizzard,2"
"54541,166284,Bulls,2,Bears,3"
"54655,166599,Outlaws,0,Knights,4"
"54655,166600,Outlaws,2,Knights,1"
"54650,166610,Flames,2,Demolition,0"
"54657,166722,Outlaws,3,Knights,1"
"54658,166818,Outlaws,2,Knights,9"
"54568,166892,Tyrants,2,Foxes,3"
"54624,166958,Pirates,4,Hawks,1"
"54625,166962,Pirates,3,Hawks,1"
"54625,166963,Pirates,8,Hawks,2"
"54626,166981,Pirates,3,Hawks,4"
"54564,167056,Tyrants,8,Foxes,3"
"54659,167068,Outlaws,2,Knights,1"
"54617,167073,Wolves,7,Blizzard,2"
"54613,167076,Wolves,3,Blizzard,4"
"54584,167144,Wizards,1,Comets,5"
"54586,167147,Wizards,3,Comets,4"
"54622,167160,Pirates,4,Hawks,1"
"53414,150633,Puffins,3,Sabres,0"
"53428,150574,Eclipse,3,Spectre,1"
"53428,150575,Eclipse,2,Spectre,3"
"53505,150840,Express,4,Spartans,2"
"53467,150855,Lightning,2,Shadow,3"
"53425,150871,Comets,6,Wizards,7"
"53484,150887,Demolition,2,Flames,4"
"53487,150892,Demolition,2,Flames,4"
"53492,150901,Dodgers,4,Elite,1"
"53492,150904,Dodgers,3,Elite,5"
"53513,150925,Knights,1,Outlaws,4"
"53468,150931,Ducks,9,Sharks,3"
"53500,150935,Express,3,Spartans,4"
"53443,150951,Aviators,3,Jets,4"
"53447,150957,Hive,3,Hurricanes,2"
"53415,151222,Puffins,2,Sabres,4"
"53483,151237,Hawks,3,Pirates,2"
"53520,151239,Bears,4,Rhinos,2"
"53504,151244,Express,1,Spartans,2"
"53504,151246,Express,1,Spartans,6"
"53448,151250,Hive,4,Hurricanes,5"
"53480,151254,Hawks,3,Pirates,0"
"53480,151257,Hawks,6,Pirates,1"
"53480,151258,Hawks,3,Pirates,1"
"53411,151277,Foxes,0,Tyrants,3"
"53463,151288,Lightning,4,Shadow,2"
"53491,151294,Demolition,2,Flames,1"
"53491,151298,Demolition,4,Flames,3"
"53489,151318,Demolition,1,Flames,3"
"53465,151338,Lightning,4,Shadow,1"
"53524,151344,Bulls,4,Pandas,1"
"53524,151346,Bulls,7,Pandas,1"
"53636,151868,Spartans,3,Outlaws,4"
"53636,151869,Spartans,4,Outlaws,10"
"53570,152178,Aviators,0,Hive,1"
"53609,152221,Sharks,4,Pirates,1"
"53633,152227,Express,3,Knights,0"
"53633,152229,Express,3,Knights,0"
"53633,152230,Express,2,Knights,1"
"53618,152236,Demolition,4,Dodgers,2"
"53597,152250,Ducks,1,Hawks,2"
"53632,152263,Express,0,Knights,2"
"53555,152265,Comets,3,Eclipse,2"
"53555,152266,Comets,2,Eclipse,4"
"53624,152274,Flames,3,Elite,2"
"53641,152280,Spartans,3,Outlaws,4"
"53553,152551,Comets,4,Eclipse,1"
"53553,152552,Comets,0,Eclipse,1"
"53626,152557,Flames,3,Elite,1"
"53646,152562,Bears,3,Bulls,4"
"53653,152579,Rhinos,2,Pandas,1"
"53659,152593,Rhinos,0,Pandas,2"
"53607,152603,Sharks,0,Pirates,2"
"53583,152609,Blizzard,1,Lightning,2"
"53656,152637,Rhinos,2,Pandas,3"
"53631,152662,Express,3,Knights,5"
"53554,152672,Comets,4,Eclipse,8"
"53622,152980,Flames,5,Elite,2"
"53622,152982,Flames,4,Elite,2"
"53565,153006,Aviators,3,Hive,2"
"53621,153024,Flames,3,Elite,1"
"53533,153054,Foxes,2,Puffins,1"
"53629,153326,Express,4,Knights,2"
"53539,153337,Foxes,4,Puffins,1"
"53564,153351,Aviators,7,Hive,4"
"53567,153355,Aviators,4,Hive,3"
"53567,153356,Aviators,4,Hive,2"
"53571,153358,Aviators,1,Hive,0"
"53571,153360,Aviators,2,Hive,1"
"53572,153373,Jets,1,Hurricanes,3"
"53638,153377,Spartans,3,Outlaws,4"
"53678,154219,Eclipse,9,Wizards,2"
"53776,154490,Bulls,1,Rhinos,5"
"53662,154499,Puffins,1,Tyrants,4"
"53722,154506,Shadow,2,Blizzard,3"
"53668,154519,Sabres,2,Foxes,5"
"53785,154565,Pandas,2,Bears,1"
"53739,154571,Pirates,5,Ducks,1"
"53665,154896,Puffins,4,Tyrants,3"
"53753,154915,Elite,1,Demolition,3"
"53753,154917,Elite,1,Demolition,3"
"53754,154922,Elite,0,Demolition,5"
"53759,154925,Knights,3,Spartans,2"
"53723,154935,Shadow,3,Blizzard,1"
"53775,154945,Bulls,2,Rhinos,0"
"53687,154989,Spectre,1,Comets,0"
"53741,155172,Dodgers,0,Flames,7"
"53741,155174,Dodgers,2,Flames,5"
"53744,155178,Dodgers,5,Flames,4"
"53701,155202,Hurricanes,2,Aviators,1"
"53782,155205,Pandas,1,Bears,6"
"53782,155207,Pandas,3,Bears,5"
"53675,155211,Sabres,5,Foxes,4"
"53675,155212,Sabres,2,Foxes,1"
"53679,155219,Eclipse,1,Wizards,2"
"53680,155231,Eclipse,2,Wizards,4"
"53717,155242,Shadow,4,Blizzard,3"
"53903,158457,Pirates,0,Dodgers,3"
"53858,158761,Express,5,Rhinos,3"
"53858,158762,Express,7,Rhinos,8"
"53914,158768,Sharks,3,Elite,2"
"53914,158770,Sharks,4,Elite,3"
"53839,158802,Sabres,0,Eclipse,6"
"53824,158817,Foxes,0,Wizards,5"
"53863,159136,Knights,3,Bears,2"
"53871,159160,Outlaws,2,Bulls,4"
"53871,159161,Outlaws,2,Bulls,3"
"53855,159181,Express,4,Rhinos,3"
"53886,159186,Ducks,5,Flames,3"
"53886,159187,Ducks,2,Flames,3"
"53886,159188,Ducks,4,Flames,5"
"53873,159203,Outlaws,3,Bulls,4"
"53832,159220,Puffins,2,Comets,1"
"53834,159228,Puffins,1,Comets,5"
"53822,159248,Foxes,5,Wizards,1"
"53825,159251,Foxes,4,Wizards,1"
"53882,159390,Spartans,3,Pandas,4"
"53901,159406,Pirates,3,Dodgers,4"
"53901,159407,Pirates,3,Dodgers,1"
"53901,159409,Pirates,0,Dodgers,5"
"53911,159495,Sharks,1,Elite,2"
"53911,159496,Sharks,0,Elite,3"
"53911,159498,Sharks,2,Elite,1"
"53983,161077,Bears,1,Outlaws,2"
"53968,161087,Spectre,6,Foxes,4"
"53970,161118,Spectre,2,Foxes,6"
"53939,161128,Shadow,1,Aviators,2"
"53939,161130,Shadow,3,Aviators,4"
"53932,161134,Shadow,2,Aviators,3"
"53960,161138,Eclipse,0,Tyrants,1"
"53960,161140,Eclipse,2,Tyrants,3"
"53955,161165,Comets,3,Sabres,2"
"54028,161169,Elite,3,Ducks,2"
"53994,161180,Bulls,5,Spartans,2"
"53943,161340,Wolves,3,Hive,4"
"53942,161342,Wolves,2,Hive,1"
"53941,161350,Wolves,1,Hive,0"
"54030,161357,Elite,7,Ducks,3"
"54098,161363,Sabres,1,Wizards,5"
"53976,161370,Wizards,3,Puffins,1"
"53977,161379,Wizards,2,Puffins,0"
"53977,161380,Wizards,3,Puffins,2"
"53975,161388,Wizards,1,Puffins,2"
"54136,161433,Spartans,4,Bears,2"
"53986,161745,Bears,5,Outlaws,4"
"54115,161775,Express,3,Bulls,4"
"54115,161779,Express,0,Bulls,3"
"54073,161985,Jets,2,Blizzard,6"
"54073,161987,Jets,4,Blizzard,3"
"54127,161993,Outlaws,5,Rhinos,1"
"54140,162008,Ducks,2,Dodgers,3"
"54095,162042,Sabres,5,Wizards,1"
"54072,162364,Jets,2,Blizzard,1"
"54125,162368,Outlaws,0,Rhinos,2"
"54124,162371,Outlaws,1,Rhinos,2"
"54124,162374,Outlaws,7,Rhinos,2"
"54077,162383,Foxes,3,Eclipse,2"
"54044,162393,Aviators,6,Lightning,2"
"54054,162397,Hive,2,Shadow,4"
"54101,162401,Tyrants,2,Comets,0"
"54101,162404,Tyrants,3,Comets,2"
"54074,162429,Jets,2,Blizzard,3"
"54097,162419,Sabres,5,Wizards,4"
"54082,162421,Foxes,6,Eclipse,1"
"54082,162422,Foxes,2,Eclipse,5"
"54064,162633,Hurricanes,8,Wolves,1"
"54166,162640,Sharks,5,Demolition,2"
"54147,162645,Ducks,6,Dodgers,1"
"54215,164105,Eclipse,1,Puffins,4"
"54278,164151,Dodgers,2,Hawks,3"
"54184,164229,Lightning,2,Hive,7"
"54182,164242,Lightning,2,Hive,1"
"54296,164267,Flames,5,Sharks,4"
"54265,164275,Rhinos,2,Spartans,5"
"54265,164276,Rhinos,2,Spartans,3"
"54200,164289,Wolves,5,Jets,3"
"54205,164390,Comets,2,Foxes,1"
"54206,164399,Comets,6,Foxes,0"
"54203,164402,Wolves,2,Jets,3"
"54274,164409,Demolition,0,Ducks,5"
"54207,164410,Comets,2,Foxes,0"
"54207,164411,Comets,0,Foxes,4"
"54239,164437,Bears,1,Express,5"
"54255,164458,Pandas,2,Outlaws,1"
"54210,164478,Comets,3,Foxes,2"
"54267,164482,Rhinos,3,Spartans,1"
"54242,164620,Bears,9,Express,2"
"54287,164644,Elite,0,Pirates,2"
"54299,164650,Flames,3,Sharks,0"
"54299,164652,Flames,4,Sharks,2"
"54264,164663,Rhinos,4,Spartans,0"
"54279,164674,Dodgers,1,Hawks,2"
"54361,164839,Wolves,3,Lightning,0"
"54388,164849,Flames,1,Dodgers,2"
"54346,164885,Jets,5,Hive,2"
"54183,164893,Lightning,5,Hive,3"
"54308,164972,Tyrants,7,Puffins,3"
"54308,164974,Tyrants,6,Puffins,2"
"54308,164975,Tyrants,3,Puffins,5"
"54360,164979,Wolves,3,Lightning,5"
"54356,164984,Wolves,5,Lightning,4"
"54356,164985,Wolves,2,Lightning,4"
"54314,164989,Tyrants,2,Puffins,7"
"54330,164995,Wizards,4,Eclipse,5"
"54318,165005,Comets,4,Spectre,3"
"54368,165021,Ducks,2,Pirates,3"
"54411,165167,Spartans,1,Knights,2"
"54376,165180,Sharks,3,Hawks,4"
"54352,165183,Blizzard,7,Shadow,1"
"54352,165187,Blizzard,3,Shadow,1"
"54337,165191,Aviators,3,Hurricanes,2"
"54348,165196,Blizzard,4,Shadow,2"
"54419,165205,Bears,1,Pandas,2"
"54379,165211,Sharks,2,Hawks,5"
"54395,165366,Flames,4,Dodgers,3"
"54395,165369,Flames,3,Dodgers,2"
"54383,165374,Demolition,2,Elite,3"
"54383,165375,Demolition,3,Elite,2"
"54382,165379,Demolition,2,Elite,3"
"54382,165380,Demolition,3,Elite,4"
"54387,165387,Demolition,5,Elite,0"
"54387,165390,Demolition,3,Elite,4"
"54324,165538,Wizards,3,Eclipse,1"
"54324,165539,Wizards,2,Eclipse,3"
"54407,165554,Spartans,1,Knights,3"
"54409,165556,Spartans,1,Knights,3"
"54326,165562,Wizards,4,Eclipse,2"
"54354,165572,Blizzard,0,Shadow,2"
"54354,165574,Blizzard,2,Shadow,3"
"54367,165581,Ducks,5,Pirates,2"
"54367,165582,Ducks,0,Pirates,2"
"54480,165727,Lightning,2,Blizzard,6"
"54453,165732,Spectre,1,Wizards,0"
"54514,165739,Dodgers,5,Demolition,0"
"54544,165826,Bulls,3,Bears,6"
"54448,165829,Eclipse,2,Comets,9"
"54448,165831,Eclipse,4,Comets,5"
"54429,165872,Puffins,2,Foxes,3"
"54505,165878,Pirates,2,Sharks,1"
"54506,165881,Pirates,3,Sharks,7"
"54463,165894,Hive,3,Aviators,4"
"54537,165898,Outlaws,2,Spartans,4"
"54511,165904,Dodgers,1,Demolition,2"
"54507,165970,Pirates,5,Sharks,2"
"54458,165974,Spectre,4,Wizards,3"
"54458,165975,Spectre,4,Wizards,3"
"54467,165985,Hive,0,Aviators,1"
"54520,165994,Elite,10,Flames,0"
"54530,166000,Knights,3,Express,4"
"54485,166033,Shadow,1,Wolves,3"
"54475,166043,Hurricanes,2,Jets,1"
"54526,166049,Knights,3,Express,1"
"54526,166050,Knights,4,Express,3"
"54452,166056,Spectre,2,Wizards,3"
"54456,166060,Spectre,2,Wizards,1"
"54456,166061,Spectre,5,Wizards,6"
"54549,166108,Pandas,3,Rhinos,2"
"54549,166109,Pandas,2,Rhinos,3"
"54451,166196,Eclipse,2,Comets,3"
"54513,166297,Dodgers,0,Demolition,4"
"54513,166298,Dodgers,3,Demolition,2"
"54628,166566,Sharks,4,Ducks,3"
"54558,166570,Sabres,1,Puffins,5"
"54599,166579,Jets,2,Aviators,1"
"54587,166585,Wizards,3,Comets,1"
"54655,166597,Outlaws,4,Knights,5"
"54576,166673,Spectre,3,Eclipse,2"
"54634,166682,Sharks,4,Ducks,1"
"54634,166684,Sharks,8,Ducks,4"
"54565,166692,Tyrants,2,Foxes,0"
"54677,166768,Rhinos,1,Bears,0"
"54620,166781,Pirates,3,Hawks,4"
"54620,166782,Pirates,4,Hawks,5"
"54631,166784,Sharks,1,Ducks,2"
"54595,166864,Hurricanes,2,Hive,3"
"54567,166869,Tyrants,5,Foxes,2"
"54592,166871,Hurricanes,4,Hive,1"
"54592,166873,Hurricanes,0,Hive,6"
"54570,166875,Tyrants,1,Foxes,3"
"54615,166885,Wolves,0,Blizzard,6"
"54626,166982,Pirates,3,Hawks,1"
"54645,167003,Flames,4,Demolition,3"
"54604,167006,Shadow,6,Lightning,2"
"54604,167008,Shadow,7,Lightning,2"
"54574,167085,Spectre,5,Eclipse,2"
"54574,167087,Spectre,6,Eclipse,2"
"54579,167098,Spectre,1,Eclipse,2"
"54579,167100,Spectre,4,Eclipse,1"
"54577,167104,Spectre,3,Eclipse,4"
"54601,167182,Jets,3,Aviators,4"
"54601,167183,Jets,1,Aviators,3"
"54601,167184,Jets,2,Aviators,3"
"54601,167186,Jets,1,Aviators,2"
"54637,167197,Elite,1,Dodgers,2"
"54461,167202,Hive,1,Aviators,5"
"54461,167203,Hive,0,Aviators,5"
"54461,167206,Hive,1,Aviators,3"
"54560,167273,Sabres,3,Puffins,2"
"54560,167277,Sabres,2,Puffins,4"
"53445,150711,Hive,2,Hurricanes,3"
"53525,150744,Bulls,2,Pandas,5"
"53431,150801,Eclipse,2,Spectre,5"
"53431,150803,Eclipse,1,Spectre,0"
"53494,151121,Dodgers,5,Elite,3"
"53522,151145,Bears,2,Rhinos,1"
"53469,151154,Ducks,2,Sharks,1"
"53430,151162,Eclipse,2,Spectre,3"
"53502,151174,Express,5,Spartans,6"
"53466,151190,Lightning,4,Shadow,5"
"53486,151205,Demolition,4,Flames,1"
"53503,151215,Express,4,Spartans,2"
"53479,151488,Hawks,2,Pirates,4"
"53438,151495,Aviators,1,Jets,3"
"53507,151500,Express,1,Spartans,2"
"53514,151509,Knights,6,Outlaws,1"
"53518,151576,Bears,3,Rhinos,2"
"53446,151587,Hive,5,Hurricanes,4"
"53657,151892,Rhinos,0,Pandas,2"
"53630,151906,Express,4,Knights,1"
"53625,151922,Flames,2,Elite,1"
"53625,151923,Flames,3,Elite,1"
"53585,151943,Blizzard,4,Lightning,1"
"53585,151944,Blizzard,5,Lightning,3"
"53580,151966,Blizzard,3,Lightning,2"
"53628,151984,Express,2,Knights,4"
"53461,151997,Lightning,3,Shadow,4"
"53590,152347,Wolves,0,Shadow,2"
"53558,152358,Wizards,3,Spectre,1"
"53620,152399,Flames,2,Elite,0"
"53639,152674,Spartans,4,Outlaws,1"
"53542,152680,Tyrants,3,Sabres,2"
"53544,152689,Tyrants,3,Sabres,2"
"53576,152702,Jets,4,Hurricanes,3"
"53577,152711,Jets,0,Hurricanes,1"
"53635,152720,Express,2,Knights,4"
"53635,152724,Express,2,Knights,5"
"53643,152779,Spartans,0,Outlaws,4"
"53537,152787,Foxes,2,Puffins,0"
"53549,152801,Comets,1,Eclipse,3"
"53533,153057,Foxes,5,Puffins,3"
"53559,153073,Wizards,3,Spectre,2"
"53627,153099,Flames,3,Elite,1"
"53627,153101,Flames,2,Elite,1"
"53642,153117,Spartans,2,Outlaws,8"
"53599,153125,Ducks,2,Hawks,1"
"53600,153131,Ducks,1,Hawks,5"
"53550,153135,Comets,1,Eclipse,5"
"53550,153136,Comets,4,Eclipse,5"
"53608,153165,Sharks,4,Pirates,5"
"53568,153179,Aviators,0,Hive,5"
"53648,153525,Bears,1,Bulls,2"
"53690,154231,Spectre,4,Comets,2"
"53726,154236,Hawks,1,Sharks,3"
"53726,154237,Hawks,0,Sharks,6"
"53756,154247,Knights,3,Spartans,1"
"53683,154248,Eclipse,1,Wizards,2"
"53683,154249,Eclipse,3,Wizards,2"
"53683,154252,Eclipse,2,Wizards,0"
"53766,154256,Outlaws,2,Express,3"
"53786,154326,Pandas,2,Bears,5"
"53733,154625,Pirates,4,Ducks,1"
"53670,154709,Sabres,2,Foxes,0"
"53667,154735,Puffins,0,Tyrants,5"
"53669,154740,Sabres,2,Foxes,3"
"53718,155006,Shadow,3,Blizzard,1"
"53751,155111,Elite,5,Demolition,2"
"53751,155114,Elite,0,Demolition,3"
"53707,155119,Hurricanes,4,Aviators,0"
"53781,155484,Pandas,1,Bears,2"
"53781,155486,Pandas,0,Bears,2"
"53798,158541,Hive,2,Blizzard,3"
"53860,158571,Knights,9,Bears,3"
"53851,158885,Tyrants,2,Spectre,5"
"53835,158911,Puffins,5,Comets,2"
"53805,158948,Hurricanes,4,Lightning,1"
"53805,158951,Hurricanes,2,Lightning,1"
"53887,158954,Ducks,3,Flames,4"
"53813,158960,Jets,1,Shadow,5"
"53857,158980,Express,0,Rhinos,3"
"53790,158988,Aviators,3,Wolves,4"
"53846,159255,Tyrants,4,Spectre,6"
"53846,159258,Tyrants,3,Spectre,4"
"53850,159271,Tyrants,0,Spectre,6"
"53817,159281,Jets,2,Shadow,1"
"53895,159292,Hawks,0,Demolition,4"
"53845,159307,Tyrants,1,Spectre,0"
"53878,159321,Spartans,0,Pandas,3"
"53849,159338,Tyrants,0,Spectre,4"
"53913,159346,Sharks,0,Elite,1"
"53804,159347,Hurricanes,6,Lightning,1"
"53892,159354,Hawks,4,Demolition,1"
"53892,159356,Hawks,4,Demolition,1"
"53867,159360,Knights,2,Bears,1"
"53814,159364,Jets,4,Shadow,3"
"53899,159374,Hawks,3,Demolition,5"
"53881,159382,Spartans,0,Pandas,6"
"53891,159648,Ducks,2,Flames,1"
"53808,159651,Hurricanes,3,Lightning,4"
"53830,159658,Puffins,3,Comets,4"
"53830,159660,Puffins,1,Comets,2"
"53915,159677,Sharks,2,Elite,3"
"53915,159679,Sharks,4,Elite,3"
"53912,159682,Sharks,3,Elite,6"
"53799,159686,Hive,3,Blizzard,7"
"53843,159694,Sabres,0,Eclipse,3"
"53841,159698,Sabres,4,Eclipse,2"
"53841,159699,Sabres,4,Eclipse,3"
"53904,159720,Pirates,3,Dodgers,5"
"53904,159721,Pirates,3,Dodgers,5"
"53875,159728,Outlaws,2,Bulls,3"
"53896,159751,Hawks,3,Demolition,2"
"53897,159764,Hawks,5,Demolition,2"
"54007,160819,Rhinos,1,Knights,0"
"54004,160866,Rhinos,2,Knights,3"
"54010,160877,Rhinos,0,Knights,2"
"54035,160890,Elite,4,Ducks,2"
"54005,160907,Rhinos,3,Knights,4"
"53922,160908,Blizzard,2,Hurricanes,1"
"54043,160913,Flames,2,Hawks,5"
"54039,160933,Flames,1,Hawks,2"
"54038,160941,Flames,1,Hawks,4"
"53999,160944,Pandas,1,Express,3"
"53952,161204,Comets,9,Sabres,2"
"54011,161218,Rhinos,2,Knights,1"
"54011,161219,Rhinos,4,Knights,3"
"54011,161221,Rhinos,5,Knights,1"
"53979,161225,Wizards,2,Puffins,3"
"53918,161241,Blizzard,3,Hurricanes,4"
"53919,161252,Blizzard,1,Hurricanes,0"
"54002,161289,Pandas,0,Express,2"
"54002,161290,Pandas,5,Express,0"
"53961,161296,Eclipse,2,Tyrants,3"
"54041,161297,Flames,3,Hawks,4"
"53930,161588,Lightning,5,Jets,4"
"54075,161592,Jets,3,Blizzard,2"
"53988,161617,Bulls,5,Spartans,2"
"54106,161621,Tyrants,1,Comets,2"
"53981,161702,Bears,2,Outlaws,4"
"53981,161705,Bears,3,Outlaws,2"
"54070,161708,Jets,2,Blizzard,1"
"54160,161848,Pirates,0,Flames,2"
"54160,161852,Pirates,1,Flames,6"
"54059,161858,Hive,2,Shadow,0"
"54059,161860,Hive,3,Shadow,2"
"54065,161883,Hurricanes,1,Wolves,3"
"54112,161893,Express,0,Bulls,3"
"54095,162043,Sabres,4,Wizards,1"
"53947,162158,Wolves,4,Hive,3"
"53947,162159,Wolves,2,Hive,1"
"54135,162298,Spartans,2,Bears,5"
"54102,162301,Tyrants,1,Comets,3"
"54151,162307,Hawks,2,Elite,3"
"54151,162308,Hawks,3,Elite,2"
"54105,162314,Tyrants,4,Comets,3"
"54165,162325,Sharks,2,Demolition,1"
"54092,162329,Sabres,2,Wizards,4"
"54099,162331,Sabres,1,Wizards,7"
"54099,162332,Sabres,0,Wizards,3"
"54091,162336,Puffins,3,Spectre,7"
"54045,162353,Aviators,4,Lightning,3"
"54129,162500,Outlaws,2,Rhinos,0"
"54129,162501,Outlaws,2,Rhinos,3"
"54117,162507,Knights,3,Pandas,1"
"54047,162522,Aviators,4,Lightning,1"
"54152,162537,Hawks,2,Elite,3"
"54233,163712,Wizards,4,Tyrants,3"
"54292,163848,Flames,3,Sharks,8"
"54292,163850,Flames,4,Sharks,1"
"54249,163975,Bulls,1,Knights,4"
"54249,163976,Bulls,4,Knights,1"
"54189,163993,Shadow,2,Hurricanes,1"
"54189,163994,Shadow,2,Hurricanes,0"
"54192,164007,Shadow,3,Hurricanes,2"
"54192,164010,Shadow,3,Hurricanes,4"
"54243,164029,Bears,4,Express,2"
"54208,164191,Comets,7,Foxes,3"
"54259,164198,Pandas,3,Outlaws,2"
"54228,164212,Wizards,4,Tyrants,5"
"54228,164213,Wizards,2,Tyrants,0"
"54229,164215,Wizards,1,Tyrants,5"
"54185,164225,Lightning,2,Hive,3"
"54270,164497,Demolition,4,Ducks,7"
"54235,164503,Wizards,1,Tyrants,5"
"54235,164504,Wizards,0,Tyrants,3"
"54173,164512,Blizzard,2,Aviators,3"
"54225,164522,Spectre,3,Sabres,0"
"54225,164525,Spectre,1,Sabres,5"
"54271,164529,Demolition,1,Ducks,3"
"54291,164532,Elite,0,Pirates,3"
"54213,164774,Eclipse,6,Puffins,1"
"54214,164781,Eclipse,1,Puffins,6"
"54214,164782,Eclipse,1,Puffins,4"
"54214,164784,Eclipse,1,Puffins,3"
"54245,164793,Bulls,1,Knights,0"
"54357,164821,Wolves,3,Lightning,0"
"54357,164822,Wolves,1,Lightning,2"
"54188,164828,Shadow,2,Hurricanes,3"
"54188,164830,Shadow,3,Hurricanes,2"
"54303,165125,Foxes,4,Sabres,3"
"54399,165133,Express,2,Outlaws,3"
"54381,165138,Demolition,1,Elite,6"
"54309,165145,Tyrants,5,Puffins,2"
"54393,165219,Flames,2,Dodgers,1"
"54342,165232,Jets,2,Hive,5"
"54306,165255,Foxes,2,Sabres,4"
"54359,165266,Wolves,5,Lightning,1"
"54359,165268,Wolves,3,Lightning,4"
"54415,165481,Bears,2,Pandas,5"
"54415,165482,Bears,2,Pandas,6"
"54392,165496,Flames,1,Dodgers,3"
"54392,165499,Flames,4,Dodgers,2"
"54323,165501,Comets,2,Spectre,1"
"54333,165508,Aviators,3,Hurricanes,1"
"54340,165518,Jets,1,Hive,2"
"54340,165521,Jets,7,Hive,5"
"54548,165686,Pandas,6,Rhinos,5"
"54548,165687,Pandas,5,Rhinos,6"
"54490,165704,Shadow,6,Wolves,1"
"54533,165706,Outlaws,3,Spartans,0"
"54533,165708,Outlaws,2,Spartans,4"
"54532,165802,Outlaws,3,Spartans,4"
"54534,165804,Outlaws,0,Spartans,2"
"54482,165846,Lightning,3,Blizzard,2"
"54491,165858,Shadow,1,Wolves,2"
"54491,165859,Shadow,3,Wolves,0"
"54542,165865,Bulls,2,Bears,3"
"54434,165906,Puffins,5,Foxes,3"
"54521,165918,Elite,6,Flames,4"
"54450,165923,Eclipse,1,Comets,3"
"54440,165930,Sabres,5,Tyrants,2"
"54546,166083,Bulls,1,Bears,5"
"54501,166089,Pirates,4,Sharks,2"
"54504,166092,Pirates,2,Sharks,4"
"54504,166094,Pirates,3,Sharks,4"
"54487,166169,Shadow,3,Wolves,2"
"54498,166257,Hawks,9,Ducks,1"
"54498,166261,Hawks,6,Ducks,2"
"54499,166265,Hawks,0,Ducks,3"
"54481,166277,Lightning,3,Blizzard,1"
"54481,166280,Lightning,3,Blizzard,0"
"54481,166281,Lightning,3,Blizzard,2"
"54541,166285,Bulls,0,Bears,4"
"54536,166509,Outlaws,5,Spartans,4"
"54682,166607,Rhinos,2,Bears,4"
"54682,166608,Rhinos,4,Bears,2"
"54650,166609,Flames,5,Demolition,1"
"54650,166613,Flames,4,Demolition,3"
"54656,166617,Outlaws,6,Knights,4"
"54642,166622,Elite,4,Dodgers,1"
"54648,166720,Flames,2,Demolition,4"
"54657,166723,Outlaws,4,Knights,1"
"54672,166796,Pandas,1,Bulls,5"
"54672,166797,Pandas,2,Bulls,7"
"54671,166805,Pandas,2,Bulls,1"
"54640,166810,Elite,1,Dodgers,9"
"54640,166811,Elite,7,Dodgers,2"
"54658,166817,Outlaws,2,Knights,4"
"54605,166899,Shadow,4,Lightning,5"
"54679,166916,Rhinos,2,Bears,0"
"54643,166955,Elite,1,Dodgers,3"
"54624,166960,Pirates,5,Hawks,3"
"54561,167047,Sabres,6,Puffins,0"
"54559,167051,Sabres,3,Puffins,2"
"54676,167059,Rhinos,2,Bears,1"
"54676,167060,Rhinos,4,Bears,3"
"54613,167077,Wolves,2,Blizzard,4"
"54584,167142,Wizards,4,Comets,3"
"54584,167143,Wizards,3,Comets,4"
"54590,167153,Hurricanes,5,Hive,2"
