"name,salary,sprocket_player_id,member_id,skill_group,franchise,Franchise Staff Position,slot,current_scrim_points,Eligible Until"
"Marco2Gunky,16.5,4729,4788,Master League,FP,NA,NONE,0,Not Eligible"
"MitchTKO,17.0,4730,4789,Master League,FP,NA,NONE,0,Not Eligible"
"Rooni,15.5,4731,4790,Master League,FP,NA,NONE,0,Not Eligible"
"Poetic,16.0,4732,4791,Master League,FP,NA,NONE,0,Not Eligible"
"Slick,15.5,4733,4792,Master League,Pend,NA,NONE,0,Not Eligible"
"Bamboo,16.5,4734,4793,Master League,Pend,NA,NONE,0,Not Eligible"
"Tyr,11.0,4735,4794,Academy League,FP,NA,NONE,0,Not Eligible"
"ACEE,11.5,4736,4795,Academy League,FP,NA,NONE,0,Not Eligible"
"trulyd,16.5,4737,4796,Master League,FP,NA,NONE,0,Not Eligible"
"Dav,13.5,4738,4797,Champion League,FP,NA,NONE,0,Not Eligible"
"Platonix,15.0,4739,4798,Champion League,FP,NA,NONE,0,Not Eligible"
"Atomic,13.0,4740,4799,Champion League,Pirates,NA,PLAYERE,5,Not Eligible"
"Yakman,13.5,4741,4800,Champion League,FP,NA,NONE,0,Not Eligible"
"iceefox,14.5,4742,4801,Champion League,FP,NA,NONE,0,Not Eligible"
"JellyFamMouse,16.5,4743,4802,Master League,FP,NA,NONE,0,Not Eligible"
"OEGliam7654b,5.0,4744,4803,Foundation League,Tyrants,NA,PLAYERA,0,Not Eligible"
"SirSwagg,18.5,4745,4804,Premier League,FP,NA,NONE,0,Not Eligible"
"Raygozia,15.5,4746,4805,Master League,Outlaws,NA,PLAYERD,0,Not Eligible"
"ash,15.5,4747,4806,Master League,FP,NA,NONE,0,Not Eligible"
"Zytixs,15.5,4748,4807,Master League,Jets,NA,PLAYERC,0,Not Eligible"
"EllisX,13.5,4749,4808,Champion League,FP,NA,NONE,0,Not Eligible"
"Xavier_Wolf,12.0,4750,4809,Academy League,Eclipse,NA,PLAYERF,5,Not Eligible"
"Salty,11.0,4751,4810,Academy League,FP,NA,NONE,0,Not Eligible"
"nba_2kdrizzy,12.5,4752,4811,Academy League,FP,NA,NONE,0,Not Eligible"
"Terx,15.5,4753,4812,Master League,FP,NA,NONE,0,Not Eligible"
"Gelo,13.5,4754,4813,Champion League,FP,NA,NONE,0,Not Eligible"
"Malisar,5.0,4755,4814,Foundation League,FP,NA,NONE,0,Not Eligible"
"r3d,20.0,4756,4815,Premier League,Bears,NA,PLAYERE,0,Not Eligible"
"LIXN,11.0,4757,4816,Academy League,FP,NA,NONE,0,Not Eligible"
"dank,10.0,4758,4817,Foundation League,FP,NA,NONE,0,Not Eligible"
"Raine,15.5,4759,4818,Master League,FP,NA,NONE,0,Not Eligible"
"Prophecy,19.0,4760,4819,Premier League,FP,NA,PLAYERB,0,Not Eligible"
"TheSickllama,11.5,4761,4820,Academy League,FP,NA,PLAYERE,0,Not Eligible"
"Desu,15.0,4762,4821,Champion League,FP,NA,NONE,0,Not Eligible"
"DarkGalaxiess,17.0,4763,4822,Master League,FP,NA,NONE,0,Not Eligible"
"Zervii.,18.0,4764,4823,Premier League,FP,NA,NONE,0,Not Eligible"
"Slothyz.,13.0,4765,4824,Champion League,Pend,NA,NONE,0,Not Eligible"
"kratozz,19.5,4766,4825,Premier League,FP,NA,NONE,0,Not Eligible"
"fifa,11.0,4767,4826,Academy League,FP,NA,NONE,0,Not Eligible"
"G3 Celtics,18.0,4768,4827,Premier League,FP,NA,NONE,0,Not Eligible"
"Nixoi,14.0,4769,4828,Champion League,FP,NA,NONE,0,Not Eligible"
"Awesome Bill,12.0,4770,4829,Academy League,FP,NA,NONE,0,Not Eligible"
"irons,10.5,4771,4830,Academy League,FP,NA,NONE,0,Not Eligible"
"Cream,14.5,4772,4831,Champion League,FP,NA,NONE,0,Not Eligible"
"Leprechaun,6.5,4773,4832,Foundation League,FP,NA,NONE,0,Not Eligible"
"Korver,11.5,4775,4834,Academy League,FP,NA,NONE,0,Not Eligible"
"ereh ereh,13.0,4776,4835,Champion League,Tyrants,NA,PLAYERD,0,Not Eligible"
"HeMotionsRL,13.0,4777,4836,Champion League,Elite,NA,PLAYERF,0,Not Eligible"
"Ruthless,15.5,4779,4838,Master League,Outlaws,NA,PLAYERE,0,Not Eligible"
"Blacknmild,7.5,4780,4839,Foundation League,FP,NA,NONE,0,Not Eligible"
"DKing,16.0,4781,4840,Master League,FP,NA,NONE,0,Not Eligible"
"Sloth,12.0,4782,4841,Academy League,FP,NA,NONE,0,Not Eligible"
"AJgamer,5.0,4783,4842,Foundation League,Eclipse,NA,PLAYERF,0,Not Eligible"
"CeeJ,10.5,4784,4843,Academy League,FP,NA,NONE,0,Not Eligible"
"black magic,5.0,4785,4844,Foundation League,FP,NA,NONE,0,Not Eligible"
"TheDawgs1212,11.5,4786,4845,Academy League,FP,NA,NONE,0,Not Eligible"
"OneSharpSpoon,15.5,4787,4846,Master League,FP,NA,NONE,0,Not Eligible"
"mDot2,16.5,4788,4847,Master League,Hawks,NA,PLAYERC,0,Not Eligible"
"Pxl8tr,5.0,4789,4848,Foundation League,Spectre,NA,PLAYERA,0,Not Eligible"
"Newwo,17.0,4790,4849,Master League,FP,NA,PLAYERD,0,Not Eligible"
"AverageBrooski,8.5,4791,4850,Foundation League,Sabres,NA,PLAYERD,0,Not Eligible"
"boosh,18.5,4792,4851,Premier League,FP,NA,NONE,0,Not Eligible"
"Reflect,9.5,4793,4852,Foundation League,FP,NA,NONE,0,Not Eligible"
"Paulus1027,10.5,4794,4853,Academy League,FP,NA,NONE,0,Not Eligible"
"CplMonkeyshines,8.5,4795,4854,Foundation League,FP,NA,NONE,0,Not Eligible"
"Daaaaaa232,11.0,4796,4855,Academy League,Lightning,Captain,PLAYERA,10,Not Eligible"
"Killa,8.0,4797,4856,Foundation League,Waivers,NA,NONE,0,Not Eligible"
"Infamous Camper,18.5,4798,4857,Premier League,FP,NA,NONE,0,Not Eligible"
"Hoztile.,15.0,4799,4858,Champion League,FP,NA,NONE,0,Not Eligible"
"Sportyplayer17,9.0,4800,4859,Foundation League,FP,NA,NONE,0,Not Eligible"
"itmejake,16.5,4801,4860,Master League,FP,NA,NONE,0,Not Eligible"
"pain,17.0,4802,4861,Master League,FP,NA,NONE,0,Not Eligible"
"Nave,17.0,4803,4862,Master League,FP,NA,NONE,0,Not Eligible"
"3xoticmoon,7.5,4804,4863,Foundation League,Wizards,NA,PLAYERE,5,Not Eligible"
"Squashy-Gram7,7.0,4805,4864,Foundation League,FP,NA,NONE,0,Not Eligible"
"Bomb_Voyage01,11.0,4806,4865,Academy League,Hawks,NA,PLAYERF,0,Not Eligible"
"KingxAlphax,10.5,4807,4866,Academy League,FP,NA,PLAYERF,0,Not Eligible"
"offroad,10.5,4808,4867,Academy League,Pend,NA,NONE,0,Not Eligible"
"hades780,12.0,4809,4868,Academy League,FP,NA,NONE,0,Not Eligible"
"Full Send,15.5,4810,4869,Master League,Rhinos,NA,PLAYERD,0,Not Eligible"
"DontSayAJ,11.5,4811,4870,Academy League,FP,NA,NONE,0,Not Eligible"
"HTC,15.5,4812,4871,Master League,FP,NA,NONE,0,Not Eligible"
"epewthegoat,15.5,4813,4872,Master League,FP,NA,PLAYERA,0,Not Eligible"
"Bankroll Billiam,11.0,4814,4873,Academy League,FP,NA,NONE,0,Not Eligible"
"Dupez,17.5,4815,4874,Master League,FP,NA,NONE,0,Not Eligible"
"bloopy,16.5,4816,4875,Master League,Sharks,NA,PLAYERE,0,Not Eligible"
"FatherFireball,17.0,4817,4876,Master League,Express,NA,PLAYERD,0,Not Eligible"
"Fanatic,18.0,4818,4877,Premier League,Bulls,Captain,NONE,5,Not Eligible"
"Marky Man,17.0,4819,4878,Master League,Knights,Captain,PLAYERC,0,Not Eligible"
"Smile,13.5,4820,4879,Champion League,FP,NA,NONE,0,Not Eligible"
"XZigh,18.5,4821,4880,Premier League,FP,NA,NONE,0,Not Eligible"
"Deuce,16.0,4822,4881,Master League,Pandas,Captain,PLAYERA,0,Not Eligible"
"Gozadonna,5.0,4823,4882,Foundation League,FP,NA,NONE,0,Not Eligible"
"0w1,17.0,4824,4883,Master League,FP,NA,NONE,0,Not Eligible"
"Giwro,18.5,4825,4884,Premier League,Rhinos,NA,PLAYERC,0,Not Eligible"
"arod,15.5,4826,4885,Master League,FP,NA,NONE,0,Not Eligible"
"LaFineDread,6.5,4827,4886,Foundation League,FP,NA,NONE,0,Not Eligible"
"Two-Punch Man,5.0,4828,4887,Foundation League,FP,NA,NONE,0,Not Eligible"
"Oscidor,11.5,4829,4888,Academy League,FP,NA,NONE,0,Not Eligible"
"Misfit,13.0,4830,4889,Champion League,FP,NA,NONE,0,Not Eligible"
"Polar Bear,16.0,4831,4890,Master League,FP,NA,NONE,0,Not Eligible"
"HIdd3n Atl4ntis,11.0,4832,4891,Academy League,Ducks,NA,PLAYERE,25,Not Eligible"
"Gingy,10.5,4833,4892,Academy League,FP,NA,NONE,0,Not Eligible"
"Ares,11.0,4834,4893,Academy League,FP,NA,NONE,0,Not Eligible"
"xolz,16.0,4835,4894,Master League,FP,NA,NONE,0,Not Eligible"
"w0lf,20.0,4836,4895,Premier League,Rhinos,NA,PLAYERB,0,Not Eligible"
"Exiled,13.5,4837,4896,Champion League,Flames,NA,PLAYERE,0,Not Eligible"
"Chillin,16.5,4838,4897,Master League,FP,NA,NONE,0,Not Eligible"
"H4ZE,15.5,4839,4898,Master League,Pandas,NA,PLAYERC,0,Not Eligible"
"FireITH,15.5,4840,4899,Master League,Flames,Captain,PLAYERD,0,Not Eligible"
"daxpy,14.0,4841,4900,Champion League,Spectre,NA,PLAYERC,0,Not Eligible"
"Tmc,15.0,4842,4901,Champion League,FP,NA,NONE,0,Not Eligible"
"samuelouie,13.0,4843,4902,Champion League,FP,NA,NONE,0,Not Eligible"
"Kramer,13.5,4844,4903,Champion League,FP,NA,NONE,0,Not Eligible"
"RyAndGav,14.0,4845,4904,Champion League,FP,NA,NONE,0,Not Eligible"
"EchoNxT,13.5,4846,4905,Champion League,FP,NA,NONE,0,Not Eligible"
"DirtyJose64,10.5,4847,4906,Academy League,FP,NA,NONE,0,Not Eligible"
"ladypeacharino,11.0,4848,4907,Academy League,FP,NA,NONE,0,Not Eligible"
"ShelbyCyan,13.0,4849,4908,Champion League,Shadow,Assistant General Manager,PLAYERH,0,Not Eligible"
"AngelofNyxx,11.0,4850,4909,Academy League,FP,NA,NONE,0,Not Eligible"
"funkyphil,10.5,4851,4910,Academy League,FP,NA,NONE,0,Not Eligible"
"Stigma,8.5,4852,4911,Foundation League,FP,NA,NONE,0,Not Eligible"
"Prismora,10.0,4853,4912,Foundation League,FP,NA,NONE,0,Not Eligible"
"Ampsup,13.0,4854,4913,Champion League,FP,NA,NONE,0,Not Eligible"
"Razengrind,7.0,4855,4914,Foundation League,FP,NA,NONE,0,Not Eligible"
"CoolHandLuc2,16.0,4856,4915,Master League,FP,NA,NONE,0,Not Eligible"
"sleepness,10.5,4857,4916,Academy League,FP,NA,NONE,0,Not Eligible"
"totinospizzarolls,14.5,4858,4917,Champion League,Hawks,Assistant General Manager,PLAYERC,10,Not Eligible"
"Ironpengu,12.5,4859,4918,Academy League,FP,NA,NONE,0,Not Eligible"
"Jayyy,17.0,4860,4919,Master League,FP,NA,PLAYERC,0,Not Eligible"
"Rada,5.0,4861,4920,Foundation League,FP,NA,NONE,0,Not Eligible"
"Invincible,12.0,4862,4921,Academy League,FP,NA,NONE,0,Not Eligible"
"Zay,11.5,4863,4922,Academy League,Rhinos,NA,PLAYERE,0,Not Eligible"
"RU_Fluffy,11.0,4864,4923,Academy League,Pend,NA,NONE,0,Not Eligible"
"NitroWo1f,10.5,4865,4924,Academy League,FP,NA,NONE,0,Not Eligible"
"MeepRL,15.5,4867,4925,Master League,FP,NA,NONE,0,Not Eligible"
"SpeedyFerda,13.5,4868,4926,Champion League,FP,NA,NONE,0,Not Eligible"
"Synthery,5.0,4869,4927,Foundation League,FP,NA,PLAYERF,0,Not Eligible"
"Adam,11.0,4870,4928,Academy League,FP,NA,NONE,0,Not Eligible"
"Racer,16.0,4866,1777,Master League,FP,NA,PLAYERD,0,Not Eligible"
"Qrazzee,5.0,4871,4929,Foundation League,FP,NA,NONE,0,Not Eligible"
"Ninja Snail 9000,5.0,4872,4930,Foundation League,FP,NA,NONE,0,Not Eligible"
"Aidan xo,10.5,4873,4931,Academy League,Pend,NA,NONE,0,Not Eligible"
"MoDoccc,12.5,4874,4932,Academy League,Pend,NA,NONE,0,Not Eligible"
"James-in-3D,7.5,4875,4933,Foundation League,Comets,Assistant General Manager,PLAYERB,0,Not Eligible"
"Big Dookie,10.5,4876,4934,Academy League,FP,NA,NONE,0,Not Eligible"
"NextFox,19.0,4877,4935,Premier League,FP,NA,NONE,0,Not Eligible"
"rlynn10304,13.0,4878,4936,Champion League,FP,NA,NONE,0,Not Eligible"
"Cheesy,15.5,4879,4937,Master League,FP,NA,NONE,0,Not Eligible"
"joshua,14.5,4880,4938,Champion League,FP,NA,NONE,0,Not Eligible"
"Myolnir,11.5,4883,4941,Academy League,Pend,NA,NONE,0,Not Eligible"
"Sandman18,10.5,4884,4942,Academy League,FP,NA,NONE,0,Not Eligible"
"Ovaltine,15.5,4885,4943,Master League,FP,NA,NONE,0,Not Eligible"
"Serenity Now,10.5,4886,4944,Academy League,FP,NA,NONE,0,Not Eligible"
"RoughRitties,11.0,4887,4945,Academy League,FP,NA,PLAYERF,0,Not Eligible"
"Pops42,16.5,4888,4946,Master League,FP,NA,PLAYERB,0,Not Eligible"
"Law07,13.0,4889,4947,Champion League,FP,NA,NONE,0,Not Eligible"
"z l n.,13.5,4890,4948,Champion League,FP,NA,NONE,0,Not Eligible"
"TheDarkHalf,7.0,4891,4949,Foundation League,FP,NA,NONE,0,Not Eligible"
"river,15.5,4892,4950,Master League,FP,NA,NONE,0,Not Eligible"
"Relax,11.0,4893,4951,Academy League,Express,NA,PLAYERG,45,09 Dec 2025"
"Pots,11.0,4894,4952,Academy League,Pend,NA,NONE,0,Not Eligible"
"SR Abyss,13.0,4896,4954,Champion League,FP,NA,NONE,0,Not Eligible"
"MemeMathine,5.0,4897,4955,Foundation League,FP,NA,NONE,0,Not Eligible"
"Hypaws,12.0,4898,4956,Academy League,FP,NA,NONE,0,Not Eligible"
"Galvarino,15.0,4900,4958,Champion League,FP,NA,NONE,0,Not Eligible"
"kiwifarmer,12.0,4901,4959,Academy League,FP,NA,NONE,0,Not Eligible"
"Cantaloupe,18.5,4902,4960,Premier League,Hive,NA,PLAYERA,45,08 Dec 2025"
"RetroM,7.0,4903,4961,Foundation League,Spectre,NA,PLAYERD,0,Not Eligible"
"ItsNotMystiic,16.0,4904,4962,Master League,FP,NA,NONE,0,Not Eligible"
"Rigby,15.5,4905,4963,Master League,FP,NA,NONE,0,Not Eligible"
"phatskat,10.5,4906,4964,Academy League,Comets,NA,PLAYERF,0,Not Eligible"
"goktugorenli,8.5,4907,4965,Foundation League,FP,NA,NONE,0,Not Eligible"
"rikr.,9.5,4908,4966,Foundation League,Pirates,Captain,PLAYERB,25,Not Eligible"
"Blasky,16.0,4909,4967,Master League,FP,NA,NONE,0,Not Eligible"
"Blu,13.0,4910,4968,Champion League,FP,NA,NONE,0,Not Eligible"
"ratanak,13.0,4911,4969,Champion League,FP,NA,NONE,0,Not Eligible"
"Foozy,14.0,4912,4970,Champion League,FP,NA,NONE,0,Not Eligible"
"Rafi,9.5,4913,4971,Foundation League,FP,NA,PLAYERE,0,Not Eligible"
"Rose,10.5,4914,4972,Academy League,Pend,NA,NONE,0,Not Eligible"
"BradyH,11.5,4915,4973,Academy League,FP,NA,PLAYERH,0,Not Eligible"
"kumbyy,17.0,4916,4974,Master League,FP,NA,NONE,0,Not Eligible"
"kill,14.0,4917,4975,Champion League,FP,NA,NONE,0,Not Eligible"
"BegottenTV,5.0,4918,4976,Foundation League,Puffins,NA,PLAYERG,0,Not Eligible"
"rvnx,15.5,4919,4977,Master League,FP,NA,NONE,0,Not Eligible"
"Saturnn,19.5,4920,4978,Premier League,FP,NA,NONE,0,Not Eligible"
"Stray,11.0,4921,4979,Academy League,Shadow,NA,PLAYERG,0,Not Eligible"
"Miketen,15.0,4922,4980,Champion League,FP,NA,NONE,0,Not Eligible"
"jschafer,13.0,4923,4981,Champion League,Pend,NA,NONE,0,Not Eligible"
"Papa Plate,17.0,4924,4982,Master League,FP,NA,NONE,0,Not Eligible"
"ishy karma Music,7.0,4925,4983,Foundation League,FP,NA,NONE,0,Not Eligible"
"snorlax_v2,17.5,4926,4984,Master League,FP,NA,NONE,0,Not Eligible"
"Abyss,5.0,4927,4985,Foundation League,FP,NA,NONE,0,Not Eligible"
"DRE,5.0,4928,4986,Foundation League,Pend,NA,NONE,0,Not Eligible"
"Voxmanns,14.5,4929,4987,Champion League,Pend,NA,NONE,0,Not Eligible"
"P0Larris,5.0,4931,4989,Foundation League,FP,NA,PLAYERE,0,Not Eligible"
"juanertizer,13.0,4932,4990,Champion League,Comets,NA,NONE,0,Not Eligible"
"JAKE THE TANK28,7.0,4933,4991,Foundation League,FP,NA,NONE,0,Not Eligible"
"Melly,19.5,4934,4992,Premier League,Pend,NA,NONE,0,Not Eligible"
"geo -_-,13.5,4935,4993,Champion League,FP,NA,NONE,0,Not Eligible"
"Dwio,15.5,4936,4994,Master League,FP,NA,NONE,0,Not Eligible"
"TIEL0R,14.5,4937,4995,Champion League,FP,NA,PLAYERD,0,Not Eligible"
"IKryptic_,14.0,4938,4996,Champion League,Hurricanes,NA,PLAYERH,0,Not Eligible"
"friskiebeard,13.5,4939,4997,Champion League,FP,NA,NONE,0,Not Eligible"
"turma,13.5,4940,4998,Champion League,FP,NA,PLAYERE,0,Not Eligible"
"Ryuko Rose,5.0,4941,4999,Foundation League,FP,NA,NONE,0,Not Eligible"
"kaden,18.0,4942,5000,Premier League,Pandas,NA,PLAYERE,0,Not Eligible"
"rl_squirrel,5.0,4943,5001,Foundation League,FP,NA,NONE,0,Not Eligible"
"Ethan48498,11.5,4944,5002,Academy League,FP,NA,NONE,0,Not Eligible"
"rager33,19.5,4945,5003,Premier League,FP,NA,PLAYERD,0,Not Eligible"
"RogueWipplash,7.0,4946,5004,Foundation League,FP,NA,NONE,0,Not Eligible"
"Jeneticz,17.5,4947,5005,Master League,FP,NA,NONE,0,Not Eligible"
"Haeguil,5.0,4948,5006,Foundation League,FP,NA,NONE,0,Not Eligible"
"Amer,11.0,4949,5007,Academy League,FP,NA,NONE,0,Not Eligible"
"Rozella45,5.0,4950,5008,Foundation League,FP,NA,NONE,0,Not Eligible"
"stalefish-22,6.0,4951,5009,Foundation League,FP,NA,NONE,0,Not Eligible"
"Trash Gangster,8.5,4952,5010,Foundation League,FP,NA,NONE,0,Not Eligible"
"keywee,5.0,4953,5011,Foundation League,FP,NA,NONE,0,Not Eligible"
"Turbidd,16.5,4954,5012,Master League,FP,NA,NONE,0,Not Eligible"
"Skywarp Elf,13.0,4955,5013,Champion League,FP,NA,NONE,0,Not Eligible"
"Traina,5.0,4956,5014,Foundation League,FP,NA,NONE,0,Not Eligible"
"Bangerang,16.0,4957,5015,Master League,FP,NA,NONE,0,Not Eligible"
"Shazam_379,13.0,4958,5016,Champion League,Knights,Captain,PLAYERB,0,Not Eligible"
"nacho,12.0,4959,5017,Academy League,Pend,NA,NONE,0,Not Eligible"
"Skywalker,15.0,4960,5018,Champion League,FP,NA,NONE,0,Not Eligible"
"Quassaunt,13.0,4961,5019,Champion League,FP,NA,NONE,0,Not Eligible"
"travisp3,18.5,4962,5020,Premier League,FP,NA,NONE,0,Not Eligible"
"dompling,5.5,4963,5021,Foundation League,Spectre,NA,PLAYERF,0,Not Eligible"
"TenPly,10.5,4964,5022,Academy League,Wizards,NA,PLAYERE,10,Not Eligible"
"TheSaucyBandit,14.0,4965,5023,Champion League,Bulls,Assistant General Manager,PLAYERD,0,Not Eligible"
"Zard,10.5,4966,5024,Academy League,Pend,NA,NONE,0,Not Eligible"
"Soartex,15.5,4967,5025,Master League,FP,NA,NONE,0,Not Eligible"
"Dozer,5.0,4968,5026,Foundation League,FP,NA,,0,Not Eligible"
"Nehtaro,19.5,4969,5027,Premier League,FP,NA,PLAYERE,0,Not Eligible"
"sweet,19.5,4970,5028,Premier League,FP,NA,NONE,0,Not Eligible"
"EragonThomas,5.0,4971,5029,Foundation League,FP,NA,NONE,0,Not Eligible"
"Fen,10.5,4972,5030,Academy League,Hive,NA,PLAYERD,0,Not Eligible"
"SubliminalCheese,14.0,4973,5031,Champion League,FP,NA,NONE,0,Not Eligible"
"Limon,17.5,4974,5032,Master League,FP,NA,NONE,0,Not Eligible"
"Cheesborger,10.5,4975,5033,Academy League,FP,NA,NONE,0,Not Eligible"
"Bore,14.5,4976,5034,Champion League,FP,NA,NONE,0,Not Eligible"
"Half Past White,11.5,4977,5035,Academy League,Express,NA,PLAYERC,0,Not Eligible"
"metalgod98,6.5,4978,5036,Foundation League,Pend,NA,NONE,0,Not Eligible"
"Buhg,15.5,4979,5037,Master League,Blizzard,NA,PLAYERE,15,Not Eligible"
"ZippityBeBop,5.0,4980,5038,Foundation League,FP,NA,NONE,0,Not Eligible"
"Quick_Koala,9.5,4981,5039,Foundation League,FP,NA,NONE,0,Not Eligible"
"Wiz_Tix,12.5,4983,5041,Academy League,FP,NA,NONE,0,Not Eligible"
"hielo,14.0,4984,5042,Champion League,Wizards,Captain,PLAYERA,0,Not Eligible"
"Chains,16.5,4985,5043,Master League,FP,NA,NONE,0,Not Eligible"
"flicks,13.0,4986,5044,Champion League,FP,NA,NONE,0,Not Eligible"
"Jankerz,13.5,4987,5045,Champion League,FP,NA,NONE,0,Not Eligible"
"Daybid,13.5,4988,5046,Champion League,Pend,NA,NONE,0,Not Eligible"
"unstoppable,10.5,4990,5048,Academy League,FA,NA,NONE,0,Not Eligible"
"FaXual,13.5,4991,5049,Champion League,Pend,NA,NONE,0,Not Eligible"
"ThatVarietyGamer,12.0,4992,5050,Academy League,FP,NA,NONE,0,Not Eligible"
"2KulDudes,12.0,4993,5051,Academy League,FP,NA,NONE,0,Not Eligible"
"fate,18.5,4994,5052,Premier League,Jets,NA,PLAYERC,5,Not Eligible"
"nanaue,15.5,4996,5054,Master League,FP,NA,NONE,0,Not Eligible"
"MBP,13.5,4997,5055,Champion League,FP,NA,NONE,0,Not Eligible"
"Vibz.,14.0,4999,5057,Champion League,FP,NA,NONE,0,Not Eligible"
"YoshEH,5.0,5000,5058,Foundation League,FP,NA,NONE,0,Not Eligible"
"KEL,11.0,5001,5059,Academy League,FP,NA,NONE,0,Not Eligible"
"Yae,12.5,5002,5060,Academy League,FP,NA,NONE,0,Not Eligible"
"BumpoSaurusRex,16.5,5003,5061,Master League,FP,NA,NONE,0,Not Eligible"
"drip_status,14.5,5004,5062,Champion League,Wizards,NA,PLAYERE,0,Not Eligible"
"DaShadow,15.5,5005,5063,Master League,FP,NA,NONE,0,Not Eligible"
"1kgrey,5.0,5006,5064,Foundation League,FP,NA,PLAYERD,0,Not Eligible"
"Xeno,15.0,5007,5065,Champion League,FP,NA,NONE,0,Not Eligible"
"Spider-Gangsta,7.5,5008,5066,Foundation League,FP,NA,NONE,0,Not Eligible"
"MrHeartless,11.5,5009,5067,Academy League,FP,NA,PLAYERB,0,Not Eligible"
"Reckless.,14.0,5010,5068,Champion League,Pend,NA,NONE,0,Not Eligible"
"Sirsha,7.5,5011,5069,Foundation League,Elite,NA,PLAYERB,0,Not Eligible"
"Deltalphabot,12.5,5012,5070,Academy League,Sabres,NA,PLAYERB,0,Not Eligible"
"Merk,7.5,5013,5071,Foundation League,Tyrants,Captain,PLAYERD,0,Not Eligible"
"Its St3wy OG,16.5,5014,5072,Master League,FP,NA,NONE,0,Not Eligible"
"Slugdog,14.0,5015,5073,Champion League,FP,NA,NONE,0,Not Eligible"
"Ollie,14.5,5016,5074,Champion League,FP,NA,NONE,0,Not Eligible"
"King Onyx,18.5,5017,5075,Premier League,Pend,NA,NONE,0,Not Eligible"
"Zaltori,15.5,5018,5076,Master League,FP,NA,NONE,0,Not Eligible"
"AhmedSa,18.0,5019,5077,Premier League,Bulls,NA,PLAYERF,0,Not Eligible"
"Theereal24,13.0,5020,5078,Champion League,FP,NA,NONE,0,Not Eligible"
"AlphaSparta,11.5,5021,5079,Academy League,Ducks,NA,PLAYERA,0,Not Eligible"
"XxLiBeR_aToRxX,5.5,5022,5080,Foundation League,Ducks,NA,PLAYERF,0,Not Eligible"
"Mourning,15.5,5026,5084,Master League,Lightning,NA,PLAYERE,0,Not Eligible"
"Jbuck2305,15.5,5027,5085,Master League,Puffins,Captain,PLAYERA,0,Not Eligible"
"Bot Sauce,16.5,5028,5086,Master League,RFA,NA,NONE,10,Not Eligible"
"Oq,11.5,5029,5087,Academy League,Wolves,NA,PLAYERB,0,Not Eligible"
"KyleWolfpac,7.5,5030,5088,Foundation League,FP,NA,NONE,0,Not Eligible"
"Josh_1732,17.5,5031,5089,Master League,FP,NA,NONE,0,Not Eligible"
"2Script,18.0,5032,5090,Premier League,FP,NA,NONE,0,Not Eligible"
"TrackDGI,12.0,5033,5091,Academy League,FP,NA,NONE,0,Not Eligible"
"Aces,13.0,5034,5092,Champion League,Wizards,NA,PLAYERF,0,Not Eligible"
"ijustbfirin,9.5,5035,5093,Foundation League,FP,NA,NONE,0,Not Eligible"
"shmeckled,11.5,5036,5094,Academy League,FP,NA,NONE,0,Not Eligible"
"Driumz,14.5,5037,5095,Champion League,Hurricanes,NA,PLAYERD,0,Not Eligible"
"Drewski,15.5,5038,5096,Master League,Demolition,NA,NONE,0,Not Eligible"
"AP,10.5,5039,5097,Academy League,Knights,Captain,PLAYERE,10,Not Eligible"
"itzmoose,15.0,5040,5098,Champion League,Puffins,NA,NONE,0,Not Eligible"
"Moosey,15.0,5041,5099,Champion League,FP,NA,NONE,0,Not Eligible"
"Penquin,18.0,5042,5100,Premier League,FP,NA,NONE,0,Not Eligible"
"Inphase,10.0,5043,5101,Foundation League,Pend,NA,NONE,0,Not Eligible"
"TheNateDog,15.0,5044,5102,Champion League,Pend,NA,NONE,0,Not Eligible"
"Pro PandaBear,8.0,5045,5103,Foundation League,FP,NA,PLAYERA,0,Not Eligible"
"Bladehell,18.0,5046,5104,Premier League,FP,NA,NONE,0,Not Eligible"
"Toni,10.5,5047,5105,Academy League,FP,NA,NONE,0,Not Eligible"
"Wow Look Who,7.5,5048,5106,Foundation League,FP,NA,NONE,0,Not Eligible"
"GG Teddible,10.5,5049,5107,Academy League,Hawks,NA,PLAYERE,10,Not Eligible"
"Undephined,16.0,5050,5108,Master League,Hawks,Captain,PLAYERA,0,Not Eligible"
"Eggie,12.0,5051,5109,Academy League,FP,NA,NONE,0,Not Eligible"
"Nicholas,16.0,5052,5110,Master League,FP,NA,NONE,0,Not Eligible"
"Kooks,13.0,5053,5111,Champion League,FP,NA,NONE,0,Not Eligible"
"Tig,9.5,5054,5112,Foundation League,FP,NA,NONE,0,Not Eligible"
"DoorTK,17.5,5055,5113,Master League,FP,NA,NONE,0,Not Eligible"
"ItzJustK9,10.5,5056,5114,Academy League,Pend,NA,NONE,0,Not Eligible"
"Jet40,13.5,5057,5115,Champion League,Shadow,NA,PLAYERF,0,Not Eligible"
"Divine,19.0,5058,5116,Premier League,Outlaws,NA,PLAYERC,0,Not Eligible"
"MJRC,15.0,5059,5117,Champion League,FP,NA,NONE,0,Not Eligible"
"Zip,11.5,5060,5118,Academy League,FA,NA,NONE,0,Not Eligible"
"JustReckless,18.5,5061,5119,Premier League,FP,NA,NONE,0,Not Eligible"
"Jublieechoco,5.0,5062,5120,Foundation League,Sabres,Captain,PLAYERE,5,Not Eligible"
