"name,salary,sprocket_player_id,member_id,skill_group,franchise,Franchise Staff Position,slot,current_scrim_points,Eligible Until"
"InsanePalen,7.0,1079,1097,Foundation League,FP,NA,NONE,0,Not Eligible"
"InvaderZim,10.5,1080,1098,Academy League,FP,NA,NONE,0,Not Eligible"
"IrregularGuy,14.5,1081,1099,Champion League,FP,NA,NONE,0,Not Eligible"
"Jacob1234111,17.0,1082,1100,Premier League,FP,NA,NONE,0,Not Eligible"
"Jamman2580,7.0,1083,1102,Foundation League,FP,NA,NONE,0,Not Eligible"
"Jar of Jam,11.0,1084,1103,Academy League,FP,NA,NONE,0,Not Eligible"
"Jasher,15.5,1085,1105,Master League,FP,NA,NONE,0,Not Eligible"
"Jay6ix,11.5,1086,1106,Academy League,FP,NA,NONE,0,Not Eligible"
"JayEff,13.5,1087,1107,Champion League,FP,NA,NONE,0,Not Eligible"
"Jayski,13.0,1088,1108,Champion League,FP,NA,NONE,0,Not Eligible"
"Jeremazing,13.5,1089,1109,Champion League,FP,NA,NONE,0,Not Eligible"
"Janu,13.5,1090,1110,Champion League,FP,NA,PLAYERF,0,Not Eligible"
"jghall1,14.5,1091,1111,Champion League,FP,NA,NONE,0,Not Eligible"
"Jihiri,10.0,1092,1112,Foundation League,FP,NA,NONE,0,Not Eligible"
"jinstream,11.5,1093,1113,Academy League,FP,NA,NONE,0,Not Eligible"
"JJ,7.5,1094,1114,Foundation League,FP,NA,NONE,0,Not Eligible"
"jlnbln,15.5,1095,1115,Master League,FP,NA,NONE,0,Not Eligible"
"Joe,9.0,1096,1116,Foundation League,FP,NA,NONE,0,Not Eligible"
"JoeSauce,12.5,1097,1117,Academy League,FP,NA,NONE,0,Not Eligible"
"joho beast,9.0,1098,1118,Foundation League,FP,NA,NONE,0,Not Eligible"
"Jonesy,12.0,1099,1119,Academy League,FP,NA,NONE,0,Not Eligible"
"JonPlays,10.5,1100,1120,Academy League,FP,NA,NONE,0,Not Eligible"
"JorbyPls,13.5,1101,1121,Champion League,FP,NA,NONE,0,Not Eligible"
"Joshgsxr1000,10.5,1102,1122,Academy League,FP,NA,NONE,0,Not Eligible"
"Joyrida,13.0,1103,1123,Champion League,FP,NA,NONE,0,Not Eligible"
"Jroja,14.0,1104,1125,Champion League,FP,NA,NONE,0,Not Eligible"
"JROSA,14.5,1105,1126,Champion League,FP,NA,NONE,0,Not Eligible"
"JRyck,16.5,1106,1127,Master League,FP,NA,NONE,0,Not Eligible"
"JSwole,14.0,1107,1128,Champion League,FP,NA,NONE,0,Not Eligible"
"JTrich,9.5,1108,1129,Foundation League,FP,NA,NONE,0,Not Eligible"
"Junior,12.5,1109,1130,Academy League,FP,NA,NONE,0,Not Eligible"
"JustinPop,13.0,1110,1131,Champion League,FP,NA,NONE,0,Not Eligible"
"Kadu,15.5,1111,1132,Master League,FP,NA,NONE,0,Not Eligible"
"Kai111,14.0,1112,1133,Champion League,FP,NA,NONE,0,Not Eligible"
"Kaizen,19.5,1113,1134,Premier League,FP,NA,NONE,0,Not Eligible"
"Kamedez,14.5,1114,1135,Champion League,FP,NA,NONE,0,Not Eligible"
"Kat,16.5,1115,1136,Master League,FP,NA,NONE,0,Not Eligible"
"Keags006,10.0,1116,1137,Foundation League,FP,NA,NONE,0,Not Eligible"
"Keegabyte,11.0,1117,1138,Academy League,FP,NA,NONE,0,Not Eligible"
"Kerwood,11.0,1118,1140,Academy League,FP,NA,NONE,0,Not Eligible"
"Khaospheonix,13.0,1119,1141,Champion League,FP,NA,NONE,0,Not Eligible"
"Kill Hubris,13.0,1120,1143,Champion League,FP,NA,NONE,0,Not Eligible"
"KillerPenguin,12.0,1121,1144,Academy League,FP,NA,NONE,0,Not Eligible"
"Killjoy,15.5,1122,1145,Master League,FP,NA,NONE,0,Not Eligible"
"NoReK,13.5,1123,1146,Champion League,FP,NA,NONE,0,Not Eligible"
"kingofslackerz,14.0,1124,1147,Champion League,FP,NA,NONE,0,Not Eligible"
"KingXeiros,11.0,1125,1148,Academy League,FP,NA,NONE,0,Not Eligible"
"kLaNk,9.0,1126,1149,Foundation League,FP,NA,NONE,0,Not Eligible"
"Klugian,12.0,1127,1150,Academy League,FP,NA,NONE,0,Not Eligible"
"Knees,16.5,1128,1151,Master League,FP,NA,PLAYERE,0,Not Eligible"
"KyleTheMurphy,8.0,1129,1152,Foundation League,FP,NA,NONE,0,Not Eligible"
"laidback4lyfe,14.0,1130,1153,Champion League,FP,NA,NONE,0,Not Eligible"
"Aegon,12.0,1131,1154,Academy League,FP,NA,NONE,0,Not Eligible"
"Lawler,15.5,1132,1155,Master League,FP,NA,NONE,0,Not Eligible"
"LawlWorthy,13.5,1133,1156,Champion League,FP,NA,NONE,0,Not Eligible"
"Kros,11.0,1134,1157,Academy League,FP,NA,NONE,0,Not Eligible"
"Le Lieth,14.5,1135,1158,Champion League,FP,NA,NONE,0,Not Eligible"
"Leaky,14.5,1136,1159,Champion League,FP,NA,NONE,0,Not Eligible"
"Lee,11.5,1137,1160,Academy League,FP,NA,NONE,0,Not Eligible"
"Lemonwizard58,6.0,1138,1161,Foundation League,FP,NA,NONE,0,Not Eligible"
"LG Slickery,11.0,1139,1162,Academy League,FP,NA,NONE,0,Not Eligible"
"Liindauzz,13.0,1140,1163,Champion League,FP,NA,NONE,0,Not Eligible"
"Lincoln,9.0,1141,1164,Foundation League,FP,NA,NONE,0,Not Eligible"
"Link,14.0,1142,1165,Champion League,FP,NA,NONE,0,Not Eligible"
"Liorch,14.0,1143,1166,Champion League,FP,NA,NONE,0,Not Eligible"
"Rain2k,15.0,1144,1167,Champion League,FP,NA,NONE,0,Not Eligible"
"Llama,19.0,1145,1168,Premier League,Lightning,NA,PLAYERD,0,Not Eligible"
"Lofi,13.5,1146,1169,Champion League,Waivers,NA,NONE,0,Not Eligible"
"Andy Freeman,10.5,1147,1171,Academy League,Pend,NA,NONE,5,Not Eligible"
"Loopy,11.0,1148,1172,Academy League,FP,NA,NONE,0,Not Eligible"
"LPZ,6.5,1149,1173,Foundation League,FP,NA,NONE,0,Not Eligible"
"lsufan07,15.5,1150,1174,Master League,FP,NA,NONE,0,Not Eligible"
"Luchos,10.0,1151,1175,Foundation League,FP,NA,NONE,0,Not Eligible"
"FallxnAutumn,13.0,1152,1176,Champion League,FP,NA,NONE,0,Not Eligible"
"MacGyver,14.5,1153,1177,Champion League,FP,NA,NONE,0,Not Eligible"
"magipod,15.5,1154,1178,Master League,FP,NA,NONE,0,Not Eligible"
"Majestik Moose,13.0,1155,1179,Champion League,FP,NA,NONE,0,Not Eligible"
"Malamente,16.0,1156,1180,Master League,FP,NA,NONE,0,Not Eligible"
"ManMadeBeard,16.0,1157,1181,Master League,FP,NA,NONE,0,Not Eligible"
"Manofvault,13.5,1158,1182,Champion League,FP,NA,NONE,0,Not Eligible"
"ManWithAPlan,8.5,1159,1183,Foundation League,FP,NA,NONE,0,Not Eligible"
"MarksM401,13.5,1160,1184,Champion League,FP,NA,NONE,0,Not Eligible"
"Master Plank,11.5,1161,1185,Academy League,FP,NA,NONE,0,Not Eligible"
"Mateo,16.0,1162,1186,Master League,FP,NA,NONE,0,Not Eligible"
"Mattague,10.5,1163,1187,Academy League,FP,NA,NONE,0,Not Eligible"
"Mattamarang,12.5,1164,1188,Academy League,FP,NA,NONE,0,Not Eligible"
"MattHertel,10.5,1165,1189,Academy League,FP,NA,NONE,0,Not Eligible"
"Mav,15.5,1166,1190,Master League,FP,NA,NONE,0,Not Eligible"
"Maxican,12.0,1167,1191,Academy League,FP,NA,NONE,0,Not Eligible"
"Meeks,9.5,1168,1192,Foundation League,FP,NA,NONE,0,Not Eligible"
"Mekii,11.5,1169,1193,Academy League,FP,NA,NONE,0,Not Eligible"
"MickNick,14.0,1170,1194,Champion League,FP,NA,NONE,0,Not Eligible"
"Midnijt,14.0,1171,1195,Champion League,FP,NA,NONE,0,Not Eligible"
"Mike Raphone,11.0,1172,1196,Academy League,FP,NA,NONE,0,Not Eligible"
"MikkiMeesh,7.5,1173,1197,Foundation League,FP,NA,NONE,0,Not Eligible"
"Mish,17.0,1174,1198,Premier League,FP,NA,NONE,0,Not Eligible"
"Mitchellirvin,12.5,1175,1199,Academy League,FP,NA,NONE,0,Not Eligible"
"Mitchmole,12.0,1176,1200,Academy League,FP,NA,NONE,0,Not Eligible"
"Mixtape,16.0,1177,1201,Master League,FP,NA,NONE,0,Not Eligible"
"TheCousinMike,14.5,1178,1202,Champion League,FP,NA,NONE,0,Not Eligible"
"Mokey Mokey,9.0,1179,1203,Foundation League,FP,NA,NONE,0,Not Eligible"
"Moonstone,13.5,1180,1204,Champion League,FP,NA,NONE,0,Not Eligible"
"Motions.,14.0,1181,1205,Champion League,FP,NA,PLAYERD,0,Not Eligible"
"Mr Dosgris,9.5,1182,1206,Foundation League,FP,NA,NONE,0,Not Eligible"
"Mr_Lovette,17.0,1183,1207,Master League,FP,NA,NONE,0,Not Eligible"
"MrDandygram,9.5,1184,1208,Foundation League,FP,NA,NONE,0,Not Eligible"
"MrMacNeil,10.5,1185,1209,Academy League,FP,NA,NONE,0,Not Eligible"
"MrReconcile,9.0,1186,1210,Foundation League,FP,NA,NONE,0,Not Eligible"
"mykey,12.0,1187,1211,Academy League,FP,NA,NONE,0,Not Eligible"
"Nim,11.0,1188,1212,Academy League,Hurricanes,General Manager,PLAYERA,0,Not Eligible"
"myth1CK,14.0,1189,1213,Champion League,FP,NA,NONE,0,Not Eligible"
"Namztuts,14.0,1190,1214,Champion League,FP,NA,NONE,0,Not Eligible"
"NateIsGreat,16.0,1191,1215,Master League,FP,NA,NONE,0,Not Eligible"
"Nateplatch,8.0,1192,1216,Foundation League,FP,NA,NONE,0,Not Eligible"
"ICY,13.5,1193,1217,Champion League,FP,NA,NONE,0,Not Eligible"
"NBDY-RL,15.5,1194,1218,Master League,FP,NA,NONE,0,Not Eligible"
"neofirefly15,15.5,1195,1219,Master League,FP,NA,NONE,0,Not Eligible"
"Nepthy,9.0,1196,1220,Foundation League,FP,NA,NONE,0,Not Eligible"
"NeverFiner,14.0,1197,1221,Champion League,FP,NA,NONE,0,Not Eligible"
"Nickerino,9.0,1198,1222,Foundation League,FP,NA,NONE,0,Not Eligible"
"NightPanda,15.5,1199,1223,Master League,FP,NA,NONE,0,Not Eligible"
"NinjaRider,9.0,1200,1224,Foundation League,FP,NA,NONE,0,Not Eligible"
"NinjasebFan,13.0,1201,1225,Champion League,FP,NA,NONE,0,Not Eligible"
"nmize0,12.5,1202,1226,Academy League,FP,NA,NONE,0,Not Eligible"
"NO B00ST,11.0,1203,1227,Academy League,FP,NA,NONE,0,Not Eligible"
"Nosedive53,9.5,1204,1228,Foundation League,FP,NA,NONE,0,Not Eligible"
"NoSkopez,9.5,1205,1229,Foundation League,FP,NA,NONE,0,Not Eligible"
"novisstatic,11.5,1206,1230,Academy League,FP,NA,NONE,0,Not Eligible"
"NoxPhoenix,16.5,1207,1231,Master League,FP,NA,NONE,0,Not Eligible"
"NxTH,12.5,1208,1232,Academy League,FP,NA,NONE,0,Not Eligible"
"Aquafina,10.5,1209,1233,Academy League,FP,NA,NONE,0,Not Eligible"
"Obese Wizard,13.0,1210,1234,Champion League,FP,NA,NONE,0,Not Eligible"
"Oc Assassian,15.5,1211,1235,Master League,FP,NA,NONE,0,Not Eligible"
"OGEasyBake,14.0,1212,1236,Champion League,FP,NA,NONE,0,Not Eligible"
"OGHobbit,13.5,1213,1237,Champion League,FP,NA,NONE,0,Not Eligible"
"OGP0PPA,7.0,1214,1238,Foundation League,FP,NA,NONE,0,Not Eligible"
"OGtinner,15.5,1215,1239,Master League,FP,NA,NONE,0,Not Eligible"
"Oki TriZe,11.0,1216,1240,Academy League,FP,NA,NONE,0,Not Eligible"
"omario,11.0,1217,1241,Academy League,FP,NA,NONE,0,Not Eligible"
"Owl,13.0,1218,1242,Champion League,FP,NA,NONE,0,Not Eligible"
"ozzy,12.5,1219,1243,Academy League,FP,NA,NONE,0,Not Eligible"
"Pablogb56,9.5,1220,1244,Foundation League,FP,NA,NONE,0,Not Eligible"
"Pairoq,12.5,1221,1245,Academy League,FP,NA,NONE,0,Not Eligible"
"paraNoid,15.5,1222,1246,Master League,FP,NA,NONE,0,Not Eligible"
"Passive Bagel,13.5,1223,1247,Champion League,FP,NA,NONE,0,Not Eligible"
"Patzer,9.0,1224,1248,Foundation League,FP,NA,NONE,0,Not Eligible"
"Paxx Patriot,10.5,1225,1249,Academy League,FP,NA,NONE,0,Not Eligible"
"peech,11.0,1226,1250,Academy League,FP,NA,NONE,0,Not Eligible"
"Philll,11.5,1227,1251,Academy League,FP,NA,NONE,0,Not Eligible"
"PhillyPhils,12.0,1228,1252,Academy League,FP,NA,NONE,0,Not Eligible"
"Phteven,13.5,1229,1253,Champion League,FP,NA,NONE,0,Not Eligible"
"PineapplePizza,12.5,1230,1254,Academy League,FP,NA,NONE,0,Not Eligible"
"Plum,18.5,1231,1255,Premier League,FP,NA,NONE,0,Not Eligible"
"Pointblank,8.5,1232,1256,Foundation League,FP,NA,NONE,0,Not Eligible"
"Pomwonderful,16.0,1233,1257,Master League,FP,NA,NONE,0,Not Eligible"
"Pony,12.5,1234,1258,Academy League,FP,NA,NONE,0,Not Eligible"
"Porkchop,14.5,1235,1259,Champion League,FP,NA,NONE,0,Not Eligible"
"Porph,12.5,1236,1260,Academy League,FP,NA,NONE,0,Not Eligible"
"pressST4RT,12.0,1237,1261,Academy League,FP,NA,NONE,0,Not Eligible"
"Pro,9.0,1238,1262,Foundation League,FP,NA,NONE,0,Not Eligible"
"Projence,14.5,1239,1263,Champion League,FP,NA,NONE,0,Not Eligible"
"Prometheus76,7.5,1240,1264,Foundation League,FP,NA,NONE,0,Not Eligible"
"Prozach777,8.5,1241,1265,Foundation League,FP,NA,NONE,0,Not Eligible"
"Ptrain,12.0,1242,1266,Academy League,FP,NA,NONE,0,Not Eligible"
"Pulch,15.5,1243,1267,Master League,FP,NA,NONE,0,Not Eligible"
"Rambo Sanchez,8.0,1244,1268,Foundation League,FP,NA,NONE,0,Not Eligible"
"Ranked2High,4.5,1245,1269,Foundation League,FP,NA,NONE,0,Not Eligible"
"Raph,13.0,1246,1270,Champion League,FP,NA,NONE,0,Not Eligible"
"RavensFan,8.0,1247,1271,Foundation League,FP,NA,NONE,0,Not Eligible"
"Rax,11.5,1248,1272,Academy League,FP,NA,NONE,0,Not Eligible"
"Rayem,15.5,1249,1273,Master League,FP,NA,NONE,0,Not Eligible"
"Razz,14.5,1250,1274,Champion League,FP,NA,NONE,0,Not Eligible"
"React,12.0,1251,1275,Academy League,FP,NA,NONE,0,Not Eligible"
"Red Dawn,10.5,1252,1276,Academy League,FP,NA,NONE,0,Not Eligible"
"RedTaill,14.5,1253,1277,Champion League,FP,NA,NONE,0,Not Eligible"
"Rez,12.5,1254,1278,Academy League,FP,NA,NONE,0,Not Eligible"
"Rezoray,12.0,1255,1279,Academy League,FP,NA,NONE,0,Not Eligible"
"Rhino,15.5,1256,1280,Master League,FP,NA,NONE,0,Not Eligible"
"Rick,9.5,1257,1281,Foundation League,FP,NA,NONE,0,Not Eligible"
"RiotousLizard,10.0,1258,1282,Foundation League,FP,NA,NONE,0,Not Eligible"
"Ripperr,19.0,1259,1283,Premier League,FP,NA,NONE,0,Not Eligible"
"RJsaurus,11.5,1260,1284,Academy League,FP,NA,NONE,0,Not Eligible"
"robin.,16.5,1261,1285,Master League,FP,NA,NONE,0,Not Eligible"
"Robones12,11.5,1262,1286,Academy League,FP,NA,NONE,0,Not Eligible"
"Rolamin,16.5,1263,1287,Master League,FP,NA,PLAYERC,0,Not Eligible"
"Rowdy,10.5,1264,1288,Academy League,FP,NA,NONE,0,Not Eligible"
"Ryleyy,13.0,1265,1289,Champion League,FP,NA,NONE,0,Not Eligible"
"Ryzor,8.0,1266,1290,Foundation League,FP,NA,NONE,0,Not Eligible"
"sAeyo,9.0,1267,1291,Foundation League,FP,NA,NONE,0,Not Eligible"
"Santa Klawz,8.5,1268,1292,Foundation League,FP,NA,NONE,0,Not Eligible"
"SantyM,13.5,1269,1293,Champion League,FP,NA,NONE,0,Not Eligible"
"Sayton,9.0,1270,1294,Foundation League,FP,NA,NONE,0,Not Eligible"
"Schmawlik,12.5,1271,1295,Academy League,FP,NA,NONE,0,Not Eligible"
"SchultzBear,16.0,1272,1296,Master League,FP,NA,NONE,0,Not Eligible"
"ScottieP,9.0,1273,1297,Foundation League,FP,NA,NONE,0,Not Eligible"
"sdub,12.0,1274,1298,Academy League,FP,NA,NONE,0,Not Eligible"
"SenorNachos,13.0,1275,1299,Champion League,FP,NA,NONE,0,Not Eligible"
"SeñorSaltie,9.5,1276,1300,Foundation League,FP,NA,NONE,0,Not Eligible"
"Serikas,16.0,1277,1301,Master League,FP,NA,NONE,0,Not Eligible"
"Shackelz,15.5,1278,1302,Master League,FP,NA,NONE,0,Not Eligible"
"Shanghai,14.0,1279,1303,Champion League,FP,NA,NONE,0,Not Eligible"
"sharkie,18.0,1280,1304,Premier League,FP,NA,NONE,0,Not Eligible"
"SharpLikeAKnife,13.0,1281,1305,Champion League,FP,NA,NONE,0,Not Eligible"
"shawneeboy,18.5,1282,1306,Premier League,FP,NA,NONE,0,Not Eligible"
"shazbot,9.0,1283,1307,Foundation League,FP,NA,NONE,0,Not Eligible"
"Simba,14.5,1284,1308,Champion League,FP,NA,NONE,0,Not Eligible"
"SINDER,15.5,1285,1309,Master League,Elite,NA,PLAYERH,0,Not Eligible"
"Sir Bacon,11.0,1286,1310,Academy League,FP,NA,NONE,0,Not Eligible"
"Skullz,12.5,1287,1311,Academy League,FP,NA,NONE,0,Not Eligible"
"SliceAndDice,11.5,1288,1312,Academy League,FP,NA,NONE,0,Not Eligible"
"Slomo,14.5,1289,1313,Champion League,FP,NA,NONE,0,Not Eligible"
"Slurp,16.0,1290,1314,Master League,FP,NA,NONE,0,Not Eligible"
"SlyEagle,8.5,1291,1315,Foundation League,FP,NA,NONE,0,Not Eligible"
"Smyklo,14.0,1292,1316,Champion League,FP,NA,NONE,0,Not Eligible"
"Snap10a,8.0,1293,1317,Foundation League,FP,NA,NONE,0,Not Eligible"
"Sneaky,13.0,1294,1318,Champion League,FP,NA,NONE,0,Not Eligible"
"SnipaGus,8.5,1295,1319,Foundation League,FP,NA,NONE,0,Not Eligible"
"SockFlakeShadow,12.5,1296,1320,Academy League,FP,NA,NONE,0,Not Eligible"
"Solar,14.0,1297,1321,Champion League,FP,NA,NONE,0,Not Eligible"
"soufle,13.0,1298,1322,Champion League,FP,NA,NONE,0,Not Eligible"
"Soup,14.5,1299,1323,Champion League,FP,NA,NONE,0,Not Eligible"
"soyboricua21,13.0,1300,1324,Champion League,FP,NA,NONE,0,Not Eligible"
"Spicy,14.0,1301,1325,Champion League,FP,NA,NONE,0,Not Eligible"
"Split,12.0,1302,1326,Academy League,FP,NA,NONE,0,Not Eligible"
"SprK,13.0,1303,1327,Champion League,FP,NA,NONE,0,Not Eligible"
"Spy_Evan,15.5,1304,1328,Master League,FP,NA,NONE,0,Not Eligible"
"SquareGecko,13.0,1305,1329,Champion League,FP,NA,NONE,0,Not Eligible"
"Squid,14.0,1306,1330,Champion League,FP,NA,NONE,0,Not Eligible"
"Squidd,20.0,1307,1331,Premier League,FP,NA,NONE,0,Not Eligible"
"Stale Popcorn,9.5,1308,1332,Foundation League,FP,NA,NONE,0,Not Eligible"
"Stint,9.5,1309,1333,Foundation League,FP,NA,NONE,0,Not Eligible"
"StormSpotter,9.5,1310,1334,Foundation League,FP,NA,NONE,0,Not Eligible"
"StormyInferno,14.5,1311,1335,Champion League,FP,NA,NONE,0,Not Eligible"
"Stump,13.0,1312,1336,Champion League,FP,NA,NONE,0,Not Eligible"
"SudoJustin,13.0,1313,1337,Champion League,FP,NA,NONE,0,Not Eligible"
"SuitableTroi,8.0,1314,1338,Foundation League,FP,NA,NONE,0,Not Eligible"
"SunlessKhan,15.5,1315,1339,Master League,FP,NA,NONE,0,Not Eligible"
"Sup3rStup,7.5,1316,1340,Foundation League,FP,NA,NONE,0,Not Eligible"
"Supfresh,11.5,1317,1341,Academy League,FP,NA,NONE,0,Not Eligible"
"Supreme Kai,15.5,1318,1342,Master League,FP,NA,NONE,0,Not Eligible"
"Surfurboy9,15.5,1319,1343,Master League,FP,NA,NONE,0,Not Eligible"
"Sushii,14.0,1320,1344,Champion League,FP,NA,NONE,0,Not Eligible"
"Suspect,8.5,1321,1345,Foundation League,FP,NA,NONE,0,Not Eligible"
"Swanky Bubbles,15.5,1322,1346,Master League,FP,NA,NONE,0,Not Eligible"
"Swetty,11.5,1323,1347,Academy League,FP,NA,NONE,0,Not Eligible"
"Swiftchaos,10.0,1324,1348,Foundation League,FP,NA,NONE,0,Not Eligible"
"Syn,17.0,1325,1349,Premier League,FP,NA,NONE,0,Not Eligible"
"Syris,15.5,1326,1350,Master League,FP,NA,NONE,0,Not Eligible"
"T3nshuN,12.5,1327,1351,Academy League,FP,NA,NONE,0,Not Eligible"
"Takohm,11.0,1328,1352,Academy League,FP,NA,NONE,0,Not Eligible"
"TAKu,12.0,1329,1353,Academy League,FP,NA,NONE,0,Not Eligible"
"Tango,13.0,1330,1354,Champion League,FP,NA,NONE,0,Not Eligible"
"TastyChick3n,12.0,1331,1355,Academy League,FP,NA,NONE,0,Not Eligible"
"tdub,15.5,1332,1356,Master League,FP,NA,NONE,0,Not Eligible"
"Techmoura,11.0,1333,1357,Academy League,FP,NA,NONE,0,Not Eligible"
"Techsam2k8,8.5,1334,1358,Foundation League,FP,NA,NONE,0,Not Eligible"
"Tekkorz,14.5,1335,1359,Champion League,FP,NA,NONE,0,Not Eligible"
"Tev,12.0,1336,1360,Academy League,FP,NA,NONE,0,Not Eligible"
"the dumb giant,14.0,1337,1361,Champion League,FP,NA,NONE,0,Not Eligible"
"The_Real_JT,7.0,1338,1362,Foundation League,FP,NA,NONE,0,Not Eligible"
"Thedutchlau13,16.5,1339,1363,Master League,FP,NA,NONE,0,Not Eligible"
"Dead Head,11.5,1340,1364,Academy League,FP,NA,NONE,0,Not Eligible"
"TheMooMoo,11.0,1341,1365,Academy League,FP,NA,NONE,0,Not Eligible"
"TheMustache,15.5,1342,1366,Master League,FP,NA,NONE,0,Not Eligible"
"ThePurpleKoala,11.0,1343,1367,Academy League,FP,NA,NONE,0,Not Eligible"
"TheSpoonOfDreams,12.5,1344,1368,Academy League,FP,NA,NONE,0,Not Eligible"
"TheTeflonRon,11.0,1345,1369,Academy League,FP,NA,NONE,0,Not Eligible"
"TheUndertoad,9.0,1346,1370,Foundation League,FP,NA,NONE,0,Not Eligible"
"ThibbiesJr,11.5,1347,1371,Academy League,FP,NA,NONE,0,Not Eligible"
"ThumbsDK,17.0,1348,1372,Premier League,FP,NA,NONE,0,Not Eligible"
"Thumper777,9.5,1349,1373,Foundation League,FP,NA,NONE,0,Not Eligible"
"TigerBeans,13.0,1350,1374,Champion League,FP,NA,NONE,0,Not Eligible"
"Tigey101,10.5,1351,1375,Academy League,FP,NA,NONE,0,Not Eligible"
"Tippett,9.5,1352,1376,Foundation League,FP,NA,NONE,0,Not Eligible"
"Titus,9.5,1353,1377,Foundation League,FP,NA,NONE,0,Not Eligible"
"TauntingToad,13.0,1354,1378,Champion League,FP,NA,NONE,0,Not Eligible"
"Toon,10.5,1355,1379,Academy League,FP,NA,NONE,0,Not Eligible"
"Tork,14.5,1356,1380,Champion League,FP,NA,NONE,0,Not Eligible"
"Tortato,14.0,1357,1381,Champion League,FP,NA,NONE,0,Not Eligible"
"Trashcan Filled With,11.5,1358,1382,Academy League,FP,NA,NONE,0,Not Eligible"
"trillohgee,11.5,1359,1383,Academy League,FP,NA,NONE,0,Not Eligible"
"tristan,10.5,1360,1384,Academy League,FP,NA,NONE,0,Not Eligible"
"Tucker,12.0,1361,1385,Academy League,FP,NA,NONE,0,Not Eligible"
"Turk,13.0,1362,1386,Champion League,FP,NA,NONE,0,Not Eligible"
"Turrem Bobonskin,16.0,1363,1387,Master League,FP,NA,NONE,0,Not Eligible"
"CoachTony12,13.5,1364,1388,Champion League,FP,NA,NONE,0,Not Eligible"
"c,15.5,1365,1389,Master League,FP,NA,NONE,0,Not Eligible"
"Ubr,10.5,1366,1390,Academy League,FP,NA,NONE,0,Not Eligible"
"Uhtello,13.5,1367,1391,Champion League,FP,NA,NONE,0,Not Eligible"
"Underdogger,14.0,1368,1392,Champion League,FP,NA,NONE,0,Not Eligible"
"undr,13.5,1369,1393,Champion League,FP,NA,NONE,0,Not Eligible"
"Venators,18.0,1370,1394,Premier League,FP,NA,NONE,0,Not Eligible"
"VettaChedda,12.0,1371,1395,Academy League,FP,NA,NONE,0,Not Eligible"
"Vidiuz,10.5,1372,1396,Academy League,FP,NA,NONE,0,Not Eligible"
"Villian.EXE,7.5,1373,1397,Foundation League,FP,NA,NONE,0,Not Eligible"
"Vino,13.0,1374,1398,Champion League,FP,NA,NONE,0,Not Eligible"
"Vrou,13.0,1375,1399,Champion League,FP,NA,NONE,0,Not Eligible"
"Vrozzi23,13.5,1376,1400,Champion League,FP,NA,NONE,0,Not Eligible"
"Wakko,12.5,1377,1401,Academy League,FP,NA,NONE,0,Not Eligible"
"Wall Botting,14.0,1378,1402,Champion League,FP,NA,NONE,0,Not Eligible"
"walla walla,14.0,1379,1403,Champion League,FP,NA,NONE,0,Not Eligible"
"Warrior,13.5,1380,1404,Champion League,FP,NA,NONE,0,Not Eligible"
"whatisaphone,9.5,1381,1405,Foundation League,FP,NA,NONE,0,Not Eligible"
"Whisk,14.5,1382,1406,Champion League,FP,NA,NONE,0,Not Eligible"
"WhiskeySour,12.0,1383,1407,Academy League,FP,NA,NONE,0,Not Eligible"
"Schina,18.0,1384,1408,Premier League,FP,NA,NONE,0,Not Eligible"
"Wiggums,10.0,1385,1409,Foundation League,FP,NA,NONE,0,Not Eligible"
"Wiildcat1,10.5,1386,1410,Academy League,FP,NA,NONE,0,Not Eligible"
"WillTheThrill,16.0,1387,1411,Master League,FP,NA,NONE,0,Not Eligible"
"Winter,15.5,1388,1412,Master League,FP,NA,NONE,0,Not Eligible"
"Woah-,14.5,1389,1413,Champion League,FP,NA,NONE,0,Not Eligible"
"Wolf,13.5,1390,1414,Champion League,FP,NA,NONE,0,Not Eligible"
"Wolf3141,15.5,1391,1415,Master League,FP,NA,NONE,0,Not Eligible"
"WonderTwin01,11.0,1392,1416,Academy League,FP,NA,NONE,0,Not Eligible"
"WoolyMonster,8.0,1393,1417,Foundation League,FP,NA,NONE,0,Not Eligible"
"Xander,14.0,1394,1418,Champion League,FP,NA,NONE,0,Not Eligible"
"xandham,13.0,1395,1419,Champion League,FP,NA,NONE,0,Not Eligible"
"XGDoggieX,11.5,1396,1421,Academy League,FP,NA,NONE,0,Not Eligible"
"Xpiritt,13.5,1397,1422,Champion League,FP,NA,NONE,0,Not Eligible"
"xxDeathTrainxx,13.5,1398,1423,Champion League,FP,NA,NONE,0,Not Eligible"
"Xylo,11.5,1399,1424,Academy League,FP,NA,NONE,0,Not Eligible"
"yaboitk,9.0,1400,1425,Foundation League,FP,NA,NONE,0,Not Eligible"
"Yens,15.5,1401,1426,Master League,FP,NA,NONE,0,Not Eligible"
"Yesermen,6.5,1402,1427,Foundation League,FP,NA,NONE,0,Not Eligible"
"YLQK,12.5,1403,1428,Academy League,FP,NA,NONE,0,Not Eligible"
"Yoso,13.0,1404,1429,Champion League,FP,NA,NONE,0,Not Eligible"
"Reach,11.0,1405,1430,Academy League,FP,NA,NONE,0,Not Eligible"
"Yuckduck,10.0,1406,1431,Foundation League,FP,NA,NONE,0,Not Eligible"
"yukiheishi,12.0,1407,1432,Academy League,FP,NA,NONE,0,Not Eligible"
